id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which CVEs in the corpus are described as being actively exploited, and what affected products/platforms are associated with each CVE?",True,Actively exploited CVEs and their associated affected products/platforms are: CVE-2022-32894 (Apple kernel bug affecting iOS and macOS); CVE-2022-2856 (Google Chrome); CVE-2022-22047 (Microsoft Windows Client Server Runtime Subsystem across Windows 11 and earlier plus Windows Server releases).,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Apple is urging ... install ... updates ... fixes for two zero-days under active attack... One of the flaws is a kernel bug (CVE-2022-32894), which is present both in iOS and macOS.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Google has patched the fifth actively exploited zero-day ... tracked as CVE-2022-2856'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'A Windows 11 vulnerability ... is being exploited in the wild ... concerns CVE-2022-22047'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2022-32894', 'CVE-2022-2856', 'CVE-2022-22047'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which threat actor is linked to rapid adoption of one-day vulnerabilities in public-facing services, and what custom malware family is reported as supporting its activity?",True,"The financially motivated threat actor Magnet Goblin is linked to rapid adoption of one-day vulnerabilities in public-facing services, and it relies on the Nerbian custom malware family.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Tracked as Magnet Goblin, the adversary was seen quickly adopting one-day vulnerabilities, often in edge devices, and relying on the Nerbian custom malware family'}]","{'actors': ['Magnet Goblin'], 'malware': ['Nerbian', 'NerbianRAT', 'MiniNerbian', 'Warpwire', 'Ligolo'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"What vulnerability is described as enabling Bluetooth keystroke injection across multiple operating system platforms, and what is the described pairing abuse mechanism?",True,"CVE-2023-45866 is described as enabling Bluetooth keystroke injection across macOS, iOS, Android, and Linux by tricking the Bluetooth host state-machine into pairing with a fake keyboard without user confirmation.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Tracked as CVE-2023-45866... works by tricking the Bluetooth host state-machine into pairing with a fake keyboard without user confirmation.'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'critical Bluetooth security vulnerability... on macOS, iOS, Android, and Linux device platforms.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-45866'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
4,"Which supply chain compromise is described as involving a legitimate software vendor’s signed installer that was modified to load a second-stage payload, and which threat actor is attributed?",True,A supply chain attack involved a malicious variant of a CyberLink Corp. application installer that was signed with a valid certificate and modified to download/decrypt/load a second-stage payload; Microsoft attributes the activity to the North Korea-based threat actor Diamond Sleet (ZINC).,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'supply chain attack by the North Korea-based threat actor Diamond Sleet (ZINC) involving a malicious variant of an application developed by CyberLink Corp.'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'legitimate CyberLink application installer that has been modified to include malicious code that downloads, decrypts, and loads a second-stage payload... signed using a valid certificate issued to CyberLink Corp.'}]","{'actors': ['Diamond Sleet', 'ZINC'], 'malware': [], 'cves': [], 'sectors': ['Software'], 'regions': ['North Korea'], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which threat actor is described as using social-media-based internet spying campaigns and later abusing chained Microsoft Exchange Server vulnerabilities, and what email-extraction tool is named?",True,APT35 (also known as Charming Kitten or Phosphorus) is described as conducting sophisticated internet-based spying via social media and later abusing chained Microsoft Exchange Server vulnerabilities (ProxyShell); the email-extraction tool named is Hyperscrape.,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'APT35, also known as Charming Kitten or Phosphorus... launched... spying campaigns... via social media.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'By 2021, APT35 was abusing Microsoft Exchange Server vulnerabilities that were chained together (ProxyShell)... new tool called Hyperscrape to quietly extract emails'}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': ['Hyperscrape'], 'cves': [], 'sectors': [], 'regions': ['Iran'], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which CVEs are associated with Magnet Goblin targeting public-facing services, and which products are linked to those CVEs in the reporting?",True,"Magnet Goblin is reported as targeting Ivanti VPN vulnerabilities (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, CVE-2024-21893), Magento (CVE-2022-24086), and Qlik Sense (CVE-2023-41265, CVE-2023-41266, CVE-2023-48365).","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'targeting publicly disclosed vulnerabilities in Ivanti VPNs (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, and CVE-2024-21893), Magento (CVE-2022-24086), Qlik Sense (CVE-2023-41265, CVE-2023-41266, and CVE-2023-48365)'}]","{'actors': ['Magnet Goblin'], 'malware': ['Nerbian', 'NerbianRAT', 'MiniNerbian', 'Warpwire', 'Ligolo'], 'cves': ['CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21888', 'CVE-2024-21893', 'CVE-2022-24086', 'CVE-2023-41265', 'CVE-2023-41266', 'CVE-2023-48365'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"What attacker prerequisites and execution outcome are described for the Windows CSRSS elevation-of-privilege vulnerability, and which Windows versions are named as affected?",True,"For CVE-2022-22047, the attacker is described as needing a pre-established foothold and can then execute code as an unprivileged user; affected versions named include Windows 11 (and earlier back to Windows 7) and Windows Server 2022 (and earlier 2008, 2012, 2016, 2019).","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'allows adversaries with a pre-established foothold on a targeted system to execute code as an unprivileged user.'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'used in Windows 11 (and earlier versions dating back to 7) and also Windows Server 2022 (and earlier versions 2008, 2012, 2016 and 2019)'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2022-22047'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which campaign is described as using email lures with reservation-themed content, and what attachment/archive formats are highlighted as being used to deliver malware payloads?",True,"TA558 is described as targeting the travel and hospitality industries using fake reservation emails with links, and using RAR and ISO file attachments to deliver malware payloads.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'TA558 has ramped up efforts to target the travel and hospitality industries... fake reservation emails... contain links... deliver a malicious malware payload'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'use of RAR and ISO file attachments linked to messages.'}]","{'actors': ['TA558'], 'malware': [], 'cves': [], 'sectors': ['Travel', 'Hospitality'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which actor is associated with abuse of Microsoft Exchange Server vulnerabilities chained as 'ProxyShell', and what is the described victim data targeted by its named tool?",True,APT35 (Charming Kitten/Phosphorus) is associated with abusing Microsoft Exchange Server vulnerabilities chained as ProxyShell; its tool Hyperscrape is described as extracting emails from victims' mailboxes.,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'By 2021, APT35 was abusing Microsoft Exchange Server vulnerabilities that were chained together (ProxyShell).'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': ""new tool called Hyperscrape to quietly extract emails from victim's mailboxes.""}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': ['Hyperscrape'], 'cves': [], 'sectors': [], 'regions': ['Iran'], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which vulnerability is described as enabling arbitrary code execution with kernel privileges on Apple platforms, and what affected OS versions are mentioned in the reporting?",True,CVE-2022-32894 is described as a kernel bug enabling arbitrary code execution with kernel privileges; affected OS versions mentioned include iOS 15.6.1 and macOS Monterey 12.5.1.,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'One of the flaws is a kernel bug (CVE-2022-32894)... allows an application to execute arbitrary code with kernel privileges'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Patches are available for effected devices running iOS 15.6.1 and macOS Monterey 12.5.1.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2022-32894'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
