id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,guided,"Which threat actors are described as handing off access to other threat actors, and what downstream impact is that handoff associated with?",True,Microsoft-tracked Storm-0324 (also DEV-0324; overlaps TA543 and Sagrid) is described as gaining initial access and handing off access to other threat actors; these handoffs frequently lead to ransomware deployment.,high,"[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'Storm-0324 is a financially motivated group known to gain initial access... and then hand off access to compromised networks to other threat actors. These handoffs frequently lead to ransomware deployment.'}]","{'actors': ['Storm-0324', 'DEV-0324', 'TA543', 'Sagrid'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
2,guided,"What malware has been distributed by Storm-0324, and which ransomware-as-a-service actor is explicitly linked as the beneficiary of that access facilitation?",True,"Storm-0324 is known to distribute JSSLoader, which facilitates access for the RaaS actor Sangria Tempest (also tracked as ELBRUS, Carbon Spider, FIN7).",high,"[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'The actor is known to distribute the JSSLoader malware, which facilitates access for the ransomware-as-a-service (RaaS) actor Sangria Tempest (ELBRUS, Carbon Spider, FIN7).'}]","{'actors': ['Storm-0324', 'Sangria Tempest', 'ELBRUS', 'Carbon Spider', 'FIN7'], 'malware': ['JSSLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
3,guided,"Which initial infection vector is attributed to Storm-0324, and what collaboration platform is specifically cited as being used for phishing lures distribution?",True,Storm-0324 is described as using email-based initial infection vectors and distributing phishing lures via Microsoft Teams chats (using an open-source tool).,high,"[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'Storm-0324 is... known to gain initial access using email-based initial infection vectors'}, {'source_id': 'cti_text_1', 'page': 1, 'quote': 'Storm-0324 was observed distributing payloads using an open-source tool to send phishing lures through Microsoft Teams chats.'}]","{'actors': ['Storm-0324'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
4,guided,"Which malware families are mentioned as being distributed by Storm-0324 across its activity, and what roles are described for those malware (e.g., facilitating access, infostealer, downloader/locker)?",True,"Storm-0324 is described as distributing: (1) JSSLoader (facilitates access for a RaaS actor), and previously distributing (2) Gozi (infostealer) and (3) Nymaim (downloader and locker).",high,"[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'The actor is known to distribute the JSSLoader malware, which facilitates access'}, {'source_id': 'cti_text_1', 'page': 1, 'quote': 'Previous distribution activity... included the Gozi infostealer and the Nymaim downloader and locker.'}]","{'actors': ['Storm-0324'], 'malware': ['JSSLoader', 'Gozi', 'Nymaim'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
5,guided,"Which ransomware group is described as expanding TTPs and being suggested as potentially connected to other malware/ransomware groups, and what are those hypothesized connections?",True,"Cuba ransomware is described as expanding its TTPs, with researchers suggesting a potential connection between Cuba ransomware actors, RomCom RAT actors, and Industrial Spy ransomware actors.",medium,"[{'source_id': 'cti_text_4', 'page': 1, 'quote': 'By 2022, the threat actors had expanded their tactics... leading security researchers to suggest a potential connection between Cuba ransomware actors, RomCom Remote Access Trojan (RAT) actors, and Industrial Spy ransomware actors.'}]","{'actors': ['Cuba ransomware'], 'malware': ['RomCom RAT', 'Industrial Spy ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
6,guided,"Which sectors are explicitly listed as being targeted by Cuba ransomware, and what file extension is described as used during encryption?",True,"Cuba ransomware is described as targeting government, healthcare, information technology, manufacturing, and finance, and encrypting files using the '.cuba' extension.",high,"[{'source_id': 'cti_text_4', 'page': 1, 'quote': 'The sectors included government, healthcare, information technology, manufacturing, and finance.'}, {'source_id': 'cti_text_4', 'page': 1, 'quote': ""operators were infiltrating networks by encrypting files using the '.cuba' extension.""}]","{'actors': ['Cuba ransomware'], 'malware': [], 'cves': [], 'sectors': ['government', 'healthcare', 'information technology', 'manufacturing', 'finance'], 'regions': [], 'mitre': []}"
7,guided,"Which vulnerabilities are connected through a fake proof-of-concept chain, and what final payload is installed at the end of that chain?",True,A fake PoC purportedly targeting CVE-2023-40477 (WinRAR RCE) was based on a publicly available PoC for CVE-2023-25157 (GeoServer SQL injection); the analyzed infection chain ultimately installed a VenomRAT payload.,high,"[{'source_id': 'cti_text_2', 'page': 1, 'quote': 'fake PoC meant to exploit this WinRAR vulnerability was based on... GeoServer... tracked as CVE-2023-25157.'}, {'source_id': 'cti_text_2', 'page': 1, 'quote': 'infection chain, which ultimately installed a VenomRAT payload.'}]","{'actors': ['whalersplonk'], 'malware': ['VenomRAT'], 'cves': ['CVE-2023-40477', 'CVE-2023-25157'], 'sectors': [], 'regions': [], 'mitre': []}"
8,guided,"Which CVE is described as being exploited as a zero-day against vCenter Server, which threat group used it, and what backdoors were deployed as a result?",True,"CVE-2023-34048 is described as a vCenter Server vulnerability exploited as a zero-day by the UNC3886 Chinese cyber espionage group, which deployed VirtualPita and VirtualPie backdoors on ESXi hosts via maliciously crafted vSphere Installation Bundles (VIBs).",high,"[{'source_id': 'cti_text_6', 'page': 1, 'quote': 'exploiting a critical vCenter Server vulnerability (CVE-2023-34048) as a zero-day'}, {'source_id': 'cti_text_6', 'page': 1, 'quote': 'used by the UNC3886 Chinese cyber espionage group'}, {'source_id': 'cti_text_6', 'page': 1, 'quote': 'deploy VirtualPita and VirtualPie backdoors on ESXi hosts via maliciously crafted vSphere Installation Bundles (VIBs).'}]","{'actors': ['UNC3886'], 'malware': ['VirtualPita', 'VirtualPie'], 'cves': ['CVE-2023-34048'], 'sectors': [], 'regions': ['China'], 'mitre': []}"
9,guided,"What privilege-escalation-related CVE is mentioned in the VMware intrusion sequence, and what post-exploitation actions are described after exploiting it?",True,CVE-2023-20867 (VMware Tools authentication bypass) is described as being exploited to escalate privileges; afterwards the actors harvested files and exfiltrated them from guest VMs.,high,"[{'source_id': 'cti_text_6', 'page': 1, 'quote': 'exploited the CVE-2023-20867 VMware Tools authentication bypass flaw to escalate privileges, harvest files, and exfiltrate them from guest VMs.'}]","{'actors': ['UNC3886'], 'malware': [], 'cves': ['CVE-2023-20867'], 'sectors': [], 'regions': ['China'], 'mitre': []}"
10,guided,"Which Chrome zero-day CVE is described, what vulnerable component is named, and what types of outcomes are stated (e.g., information access, crash, bypass of protections)?",True,"CVE-2024-0519 is described as a Chrome zero-day in the V8 JavaScript engine (out-of-bounds memory access). It can be exploited via a crafted HTML page to gain access to data beyond the memory buffer through heap corruption, potentially access sensitive information or trigger a crash; it could also be used to bypass ASLR to make code execution easier via another weakness.",high,"[{'source_id': 'cti_text_5', 'page': 1, 'quote': 'The high-severity zero-day vulnerability (CVE-2024-0519) is due to... out-of-bounds memory access weakness in the Chrome V8 JavaScript engine'}, {'source_id': 'cti_text_5', 'page': 1, 'quote': 'exploit via a crafted HTML page to gain access to data beyond the memory buffer through heap corruption'}, {'source_id': 'cti_text_5', 'page': 1, 'quote': 'could also be exploited to bypass protection mechanisms such as ASLR'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0519'], 'sectors': [], 'regions': [], 'mitre': []}"
