id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which ransomware operations are described as using phishing as an initial access vector, and what payload or follow-on activity is delivered after successful access?",True,"CTI_TEXTS describe multiple ransomware operations using phishing for initial access. Conti can be delivered via phishing that leads to BazarLoader, which then enables Conti deployment. Kasseika begins with phishing to steal employee credentials for corporate network access. JinxLoader campaigns begin with phishing and then deliver Formbook or XLoader (not explicitly ransomware in CTI_TEXTS, but is a payload delivery chain described after phishing).","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Conti can arrive in the system through BazarLoader, which is delivered via phishing emails containing a Google Drive link'}, {'source_id': 'CTI_TEXTS', 'page': 2, 'quote': 'Kasseika attacks start with a phishing email sent to employees ... attempting to steal their account credentials, which will then be used for initial access'}, {'source_id': 'CTI_TEXTS', 'page': 4, 'quote': 'The attacks begin with phishing emails ... drop the JinxLoader executable ... acts as a gateway for Formbook or XLoader'}]","{'actors': [], 'malware': ['Conti', 'BazarLoader', 'Kasseika', 'JinxLoader', 'Formbook', 'XLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
2,"Which malware or ransomware is linked to exploitation of FortiGate firewall vulnerabilities, and which CVEs are involved?",True,Conti is described as arriving via exploitation of FortiGate firewall vulnerabilities CVE-2018-13379 and CVE-2018-13374.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'the ransomware can arrive via exploiting the the FortiGate firewall vulnerabilities CVE-2018-13379 and CVE-2018-13374'}]","{'actors': ['Conti group'], 'malware': ['Conti'], 'cves': ['CVE-2018-13379', 'CVE-2018-13374'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"What end-to-end intrusion chain is described where exploitation leads to deployment of a post-exploitation framework to establish a foothold, and what are the components in that chain?",True,"CTI_TEXTS describe a chain for Conti where FortiGate vulnerability exploitation is followed by deploying Cobalt Strike to gain a foothold, after which operators proceed with discovery and exfiltration in support of double extortion.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'After successfully exploiting the application, the ransomware deploys Cobalt Strike to gain a foothold on the system.'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Since the operators employ double extortion tactics, they actively look for files to exfiltrate in the discovery stage.'}]","{'actors': ['Conti group'], 'malware': ['Conti', 'Cobalt Strike'], 'cves': ['CVE-2018-13379', 'CVE-2018-13374'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which ransomware operation is described as using a double-extortion model, and what tool is used to identify file shares for exfiltration and deployment?",True,The Conti group is described as employing double extortion and using ShareFinder to identify shares needed for exfiltration and ransomware deployment.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Since the operators employ double extortion tactics, they actively look for files to exfiltrate'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'The threat actors use tools such as ShareFinder to identify the shares needed for exfiltration and ransomware deployment.'}]","{'actors': ['Conti group'], 'malware': ['Conti', 'ShareFinder'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which ransomware operation is described as using BYOVD to disable antivirus, and what vulnerable driver is abused?",True,Kasseika is described as using BYOVD to disable antivirus by abusing the Martini driver (Martini.sys/viragt64.sys) associated with TG Soft's VirtIT Agent System.,"[{'source_id': 'CTI_TEXTS', 'page': 2, 'quote': ""Kasseika' has joined the club of threat actors that employs Bring Your Own Vulnerable Driver (BYOVD) tactics to disable antivirus software""}, {'source_id': 'CTI_TEXTS', 'page': 2, 'quote': ""Kasseika abuses the Martini driver (Martini.sys/viragt64.sys), part of TG Soft's VirtIT Agent System, to disable antivirus products""}]","{'actors': [], 'malware': ['Kasseika', 'Martini.sys', 'viragt64.sys', 'VirtIT Agent System'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which tool is described as being abused for lateral movement or remote execution in a ransomware operation, and what file type is executed?",True,Kasseika operators are described as abusing Windows PsExec to execute malicious .bat files on the infected system and others accessed through lateral movement.,"[{'source_id': 'CTI_TEXTS', 'page': 2, 'quote': 'Kasseika operators abuse the Windows PsExec tool to execute malicious .bat files on the infected system and others they have accessed through lateral movement.'}]","{'actors': [], 'malware': ['Kasseika', 'PsExec'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which ransomware operation is described as terminating large numbers of security-related processes before encryption, and how many processes are mentioned?",True,"Kasseika is described as gaining privileges (via the vulnerable driver) to terminate 991 processes, including many antivirus and security tools, before encryption activity.","[{'source_id': 'CTI_TEXTS', 'page': 2, 'quote': 'the malware gains the privileges to terminate 991 processes from a hardcoded list, many of which correspond to antivirus products'}]","{'actors': [], 'malware': ['Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which ransomware family is described as written in a cross-platform language enabling customization for multiple operating systems, and what operating systems are explicitly mentioned?",True,"BlackCat (also tracked as AlphaVM/AlphaV/ALPHV) is described as written in Rust, enabling customization for Windows and Linux.","[{'source_id': 'CTI_TEXTS', 'page': 5, 'quote': 'BlackCat ... written in Rust ... customize malware with ease for different operating systems like Windows and Linux'}]","{'actors': [], 'malware': ['BlackCat', 'ALPHV', 'AlphaV', 'AlphaVM'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
9,"Which ransomware operation is described as using triple extortion, and what additional coercive activity is mentioned beyond data exposure?",True,"BlackCat is described as using triple extortion; beyond exposing exfiltrated data, the actors threaten to launch DDoS attacks against victims' infrastructure to pressure payment.","[{'source_id': 'CTI_TEXTS', 'page': 5, 'quote': 'its use of triple extortion'}, {'source_id': 'CTI_TEXTS', 'page': 5, 'quote': ""threaten to launch distributed denial-of-service (DDoS) attacks on their victims' infrastructure to coerce them to pay""}]","{'actors': [], 'malware': ['BlackCat', 'ALPHV'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
10,"Which ransomware variant is described as maintaining a leak site for publishing stolen data, and what types of victim organizations are explicitly mentioned as having been targeted?",True,"RansomExx (initially Defray777) is described as having started a leak site for publishing stolen data. Victim types explicitly mentioned include government agencies, manufacturers, and a mental health charity.","[{'source_id': 'CTI_TEXTS', 'page': 3, 'quote': 'in 2020, the group also started a leak site for publishing stolen data'}, {'source_id': 'CTI_TEXTS', 'page': 3, 'quote': 'widely reported attacks on government agencies, manufacturers'}, {'source_id': 'CTI_TEXTS', 'page': 3, 'quote': 'an attack on a Scottish mental health charity ... they published 12GB worth of data'}]","{'actors': [], 'malware': ['RansomExx', 'Defray777'], 'cves': [], 'sectors': ['government', 'manufacturing', 'healthcare'], 'regions': ['Scotland'], 'mitre': []}","{'from': '2018-01-01', 'to': '2022-03-31'}",medium
