q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What CVSS score is quoted for CVE-2023-7028?,10.0,The CVSS score quoted for CVE-2,0.0,0.0,0.0,0.0,0.0,0.0,0.8623549342155457,0.0,0.0,1.0,0.7536721471697092
1,simple,GRAG,What CVSS score is quoted for CVE-2023-7028?,10.0,"I'm unable to provide the CVSS score for CVE-2023-7028 because the question you provided does not pertain to CTI (Cyber Threat Intelligence). I can assist you with questions related to CTI, though. Let me know if you have another question on that topic.",0.0,0.0,0.0,0.0,0.0,0.0,0.8240469098091125,0.0,0.0,1.0,2.330422974191606
1,simple,AGRAG,What CVSS score is quoted for CVE-2023-7028?,10.0,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.8560643792152405,0.0,0.0,1.0,4.723382905125618
1,simple,HRAG,What CVSS score is quoted for CVE-2023-7028?,10.0, The CVSS score quoted for CVE-2,0.0,0.0,0.0,0.0,0.0,0.0,0.8623549342155457,0.0,0.0,1.0,12.278563987463713
2,simple,RAG,What framework is listed for the Patch Management mitigation?,General,The context does not provide information about any specific framework for the Patch Management mitigation.,0.0,0.0,0.0,0.0,0.0,0.0,0.8054232001304626,0.0,0.0,1.0,0.763261522166431
2,simple,GRAG,What framework is listed for the Patch Management mitigation?,General,"I'm unable to provide the information you're looking for because the question you've asked doesn't seem to be related to the CTI (Cyber Threat Intelligence) field, which is my area of expertise. The question asks about a framework for Patch Management mitigation, but unfortunately, I don't have any data or context about this topic to give a definitive answer. I would recommend checking other sources or databases related to IT management and security practices.",0.0,0.0,0.0,0.0,0.0,0.0,0.788748025894165,0.0,0.0,1.0,2.628196352161467
2,simple,AGRAG,What framework is listed for the Patch Management mitigation?,General,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.48395909089595
2,simple,HRAG,What framework is listed for the Patch Management mitigation?,General," I don't know. The graph query failed to execute, and the document context does not specify the framework for the Patch Management mitigation.",0.0,0.0,0.0,0.0,0.0,0.0,0.8095636963844299,0.0,0.0,1.0,6.774803270585835
3,simple,RAG,What control_id is assigned to Patch Management?,PATCH,The context does not provide information on what control_id is assigned to Patch Management.,1.0,0.0,0.13333333333333333,0.0,0.125,0.125,0.8082113862037659,0.07142857142857142,0.0,1.0,0.8043946558609605
3,simple,GRAG,What control_id is assigned to Patch Management?,PATCH,"I am unable to provide the specific control ID for Patch Management as the question you provided is not related to the Contextual Terminology Index (CTI). The CTI is a controlled vocabulary used to describe and categorize various aspects of information technology. If you have a question related to CTI, I would be happy to help with that.",1.0,0.0,0.03389830508474576,0.0,0.03389830508474576,0.03389830508474576,0.7882971167564392,0.017241379310344827,0.0,1.0,2.1623670486733317
3,simple,AGRAG,What control_id is assigned to Patch Management?,PATCH,PATCH,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1617189245298505
3,simple,HRAG,What control_id is assigned to Patch Management?,PATCH, I don't know. The GRAPH_ROWS evidence is not successful in providing the control_id for Patch Management due to a graph query failure.,1.0,0.0,0.08695652173913045,0.0,0.07692307692307693,0.07692307692307693,0.8051919341087341,0.045454545454545456,0.0,1.0,7.9437315203249454
4,simple,RAG,What control_id is assigned to Disable or Restrict Internet Exposure?,EXPOSURE,I don't know. The provided context does not include information about a control_id assigned to Disable or Restrict Internet Exposure.,1.0,0.0,0.0,0.0,0.08695652173913045,0.08695652173913045,0.7726064324378967,0.0,0.0,1.0,1.1004788344725966
4,simple,GRAG,What control_id is assigned to Disable or Restrict Internet Exposure?,EXPOSURE,"I am unable to provide the control_id for ""Disable or Restrict Internet Exposure"" as the question you've asked does not seem to be related to CTI (Computer-Telephony Integration). The data I have is related to CTI, and it does not contain any information about controlling internet exposure. I'm here to help, so please feel free to ask another question related to CTI or the information I do have.",1.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.7593793272972107,0.0,0.0,1.0,2.382622441276908
4,simple,AGRAG,What control_id is assigned to Disable or Restrict Internet Exposure?,EXPOSURE,EXPOSURE,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.4908130513504148
4,simple,HRAG,What control_id is assigned to Disable or Restrict Internet Exposure?,EXPOSURE," The control_id assigned to Disable or Restrict Internet Exposure is 'EXPOSURE'.

This is based on the GRAPH_ROWS evidence, where one of the rows has 'control_id' set to 'EXPOSURE'. The DOC_CONTEXT snippets do not provide any conflicting information, and instead support this conclusion by mentioning ""Disable or Restrict Internet Exposure"" as a way to reduce attack surface and mitigate the risk of internet-based exploitation.",1.0,0.0,0.03125,0.0,0.028985507246376812,0.028985507246376812,0.7873405814170837,0.015873015873015872,0.0,1.0,5.821989702060819
5,simple,RAG,What sponsor is stated for Pensive Ursa?,FSB,The context does not provide information about a sponsor for Pensive Ursa.,0.0,0.0,0.0,0.0,0.0,0.0,0.7854542136192322,0.0,0.0,1.0,0.7511974014341831
5,simple,GRAG,What sponsor is stated for Pensive Ursa?,FSB,"I regret to inform you that I cannot provide an answer to your question since the records I have access to do not include any information about a sponsor for an item called ""Pensive Ursa."" My apologies for any inconvenience this may cause. If you have any other questions related to CTI, I would be happy to help.",0.0,0.0,0.0,0.0,0.0,0.0,0.7790003418922424,0.0,0.0,1.0,1.897613288834691
5,simple,AGRAG,What sponsor is stated for Pensive Ursa?,FSB,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.7973189949989319,0.0,0.0,1.0,3.7049897955730557
5,simple,HRAG,What sponsor is stated for Pensive Ursa?,FSB, The Russian Federal Security Service (FSB) is stated as the sponsor for Pensive Ursa.,1.0,0.0,0.0,2.2869567780619007,0.13333333333333333,0.13333333333333333,0.8014748692512512,0.0,0.0,1.0,8.536474384367466
6,simple,RAG,What country name corresponds to iso2 UA?,Ukraine,The ISO 2 code UA corresponds to Ukraine.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8305378556251526,0.0,0.0,1.0,0.7009146325290203
6,simple,GRAG,What country name corresponds to iso2 UA?,Ukraine,"The ISO 2 code ""UA"" corresponds to the country Ukraine. However, since you asked about CTI (which I assume stands for Computer-Telephony Integration), it's worth noting that Ukraine has been taking steps to regulate and modernize its telecommunications industry, including CTI. But to answer your question directly, ""UA"" is the ISO 2 code for Ukraine.",1.0,0.0,0.03571428571428572,0.5317343965184799,0.034482758620689655,0.034482758620689655,0.7886438965797424,0.01818181818181818,0.0,1.0,2.132898529060185
6,simple,AGRAG,What country name corresponds to iso2 UA?,Ukraine,Ukraine,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1539485715329647
6,simple,HRAG,What country name corresponds to iso2 UA?,Ukraine, Ukraine,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.3312562508508563
7,simple,RAG,What incident type is recorded for ua-2023-07-kazuar-variant-targeting?,intrusion,"The incident type is a cyber attack, specifically targeting the Ukrainian defense sector with a new variant of the Kazuar malware.",0.0,0.0,0.0,0.0,0.0,0.0,0.8008957505226135,0.0,0.0,1.0,0.9691644106060266
7,simple,GRAG,What incident type is recorded for ua-2023-07-kazuar-variant-targeting?,intrusion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7728991862386465
7,simple,AGRAG,What incident type is recorded for ua-2023-07-kazuar-variant-targeting?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,5.3292240761220455
7,simple,HRAG,What incident type is recorded for ua-2023-07-kazuar-variant-targeting?,intrusion, intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,20.19167774077505
8,simple,RAG,What date is set on incident jupyter-targeting-since-2020?,2020-01-01,I don't know. The provided context does not include information about the date set on incident 'jupyter-targeting-since-2020'.,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.7568854689598083,0.0,0.0,1.0,1.1809143051505089
8,simple,GRAG,What date is set on incident jupyter-targeting-since-2020?,2020-01-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,598.8793135685846
8,simple,AGRAG,What date is set on incident jupyter-targeting-since-2020?,2020-01-01,2020-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,3.610578262247145
8,simple,HRAG,What date is set on incident jupyter-targeting-since-2020?,2020-01-01," I don't know. The graph query for getting the date associated with the incident jupyter-targeting-since-2000 failed, and the provided DOC_CONTEXT does not include information about the date of the incident.",0.0,0.0,0.0,0.0,0.0,0.0,0.7575492858886719,0.0,0.0,1.0,9.064666045829654
9,simple,RAG,What family is recorded for Jupyter malware?,Information Stealer,The context does not provide information about the family of Jupyter malware.,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8176676630973816,0.08333333333333333,0.0,1.0,0.7803743863478303
9,simple,GRAG,What family is recorded for Jupyter malware?,Information Stealer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7780476724728942
9,simple,AGRAG,What family is recorded for Jupyter malware?,Information Stealer,Information Stealer,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,5.028482770547271
