id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What sponsor value is set for Sea Turtle?,True,state-sponsored,,,
2,simple,What date is stored for incident blackcat-observed-2021-11?,True,2021-11-01,,,
3,simple,What type is set for incident INC-CVE-2023-7028-GITLAB-EXPOSED?,True,vulnerability_exposure,,,
4,simple,What tactic is recorded for technique T1486?,True,Impact,,,
5,simple,What family is assigned to malware BlackCat?,True,Ransomware,,,
6,simple,What is the technique name for ID DNS_HIJACKING?,True,DNS hijacking,,,
7,simple,What publisher is set for source cisco-talos-2019-04-sea-turtle?,True,Cisco Talos,,,
8,simple,What published_on date is set for source cisco-talos-2019-04-sea-turtle?,True,2019-04-01,,,
9,simple,What motivation value is set for Pensive Ursa?,True,espionage,,,
10,simple,What sponsor value is set for Pensive Ursa?,True,Russia,,,
11,simple,What sector property is set for victim Ukrainian defense sector?,True,Government,,,
12,simple,What country_iso2 is stored on victim Ukrainian defense sector?,True,UA,,,
13,simple,What technique tactic is recorded for T1203?,True,Execution,,,
14,simple,What date is set for incident fancy-bear-follina-jul-2022?,True,2022-07-01,,,
15,simple,What ISO2 code is stored for the country named Ukraine?,True,UA,,,
16,single_hop,What capability does BlackCat malware leverage?,True,Automation,,,
17,single_hop,What malware is Sea Turtle reported to use starting 2021-01-01?,True,SnappyTCP,,,
18,single_hop,What C2 service is abused by SnappyTCP?,True,Reverse TCP,,,
19,single_hop,What region did incident sea-turtle-dns-hijacking-mena-2017 occur in?,True,Middle East and North Africa,,,
20,single_hop,Which technique did incident sea-turtle-dns-hijacking-mena-2017 use for initial access?,True,DNS hijacking,,,
21,single_hop,Which CVE is linked via exploited_in from INC-CVE-2023-7028-GITLAB-EXPOSED?,True,CVE-2023-7028,,,
22,single_hop,Which technique is associated to INC-CVE-2023-7028-GITLAB-EXPOSED via used_technique?,True,Phishing,,,
23,single_hop,Which technique did incident inc:cve-2023-22527-exploitation-attempts use in Initial Access?,True,Exploit Public-Facing Application,,,
24,single_hop,Which technique did incident inc:cve-2023-22527-exploitation-attempts use in Execution?,True,Command and Scripting Interpreter,,,
25,single_hop,Which threat actor is incident ua-defense-kazuar-2023-07 attributed to?,True,Pensive Ursa,,,
26,single_hop,Which malware is involved in incident ua-defense-kazuar-2023-07?,True,Kazuar,,,
27,single_hop,Which victim is targeted by incident fancy-bear-dnc-2016?,True,Democratic National Committee,,,
28,single_hop,Which victim is targeted by incident fancy-bear-wada-2016?,True,World Anti-Doping Agency,,,
29,single_hop,Which sector is targeted by incident fancy-bear-activity-2008 besides Government?,True,"Energy, Media, Other",,,
30,single_hop,Which threat actor does campaign TA558 Travel/Reservation Email Campaign include?,True,TA558,,,
31,multi_hop,What malware families are used by actors with sponsor Russia or Russian government?,True,Kazuar,,,
32,multi_hop,How many aliases are defined for Sea Turtle?,True,4,,,
33,multi_hop,How many aliases are defined for Fancy Bear?,True,3,,,
34,multi_hop,How many techniques are linked to incident blackcat-observed-2021-11?,True,2,,,
35,multi_hop,How many incidents are attributed to Fancy Bear?,True,4,,,
36,multi_hop,How many distinct sectors are targeted across all Fancy Bear incidents?,True,4,,,
37,multi_hop,Which CVEs are exploited in incidents attributed to Fancy Bear?,True,CVE-2022-30190,,,
38,multi_hop,Which CVE is associated with techniques T1190 and T1059 in one incident?,True,CVE-2023-22527,,,
39,multi_hop,How many CVEs are exploited across all incidents in the graph?,True,3,,,
40,multi_hop,What is the earliest incident date among those attributed to Fancy Bear?,True,2008-01-01,,,
41,multi_hop,Which victim country is linked to incident ua-defense-kazuar-2023-07?,True,Ukraine,,,
42,multi_hop,Which sources support Sea Turtle and have a published_on date set?,True,cisco-talos-2019-04-sea-turtle,,,
43,multi_hop,How many sources support Sea Turtle?,True,2,,,
44,multi_hop,Which actor uses malware that abuses Reverse TCP infrastructure?,True,Sea Turtle,,,
45,multi_hop,How many techniques use the tactic Impact across the dataset?,True,2,,,
46,unanswerable,What CVSS score is recorded for CVE-2023-7028?,False,,,,
47,unanswerable,What specific GitLab version range is vulnerable to CVE-2023-7028?,False,,,,
48,unanswerable,Which file hashes are associated with the SnappyTCP malware samples?,False,,,,
49,unanswerable,What URL is provided for the Proofpoint TA558 reservation email report?,False,,,,
50,unanswerable,What DDoS target service was threatened in BlackCat triple extortion?,False,,,,
1,guided,"Which threat actor targets the travel and hospitality sector using fake reservation lures, and what attachment types are used to deliver the payload?",True,TA558 targets the travel and hospitality industries using fake reservation emails. The messages use links and are associated with RAR and ISO attachments to deliver a malicious malware payload.,high,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'TA558 has ramped up efforts to target the travel and hospitality industries... fake reservation emails... use of RAR and ISO file attachments'}]","{'actors': ['TA558'], 'malware': [], 'cves': [], 'sectors': ['Travel', 'Hospitality'], 'regions': [], 'mitre': []}"
2,guided,"Which ransomware family is written in Rust for cross-platform targeting, and what multi-pronged coercion tactic does it use beyond data exposure?",True,"BlackCat (ALPHV/AlphaV) is a Rust-written ransomware family designed for cross-platform customization (e.g., Windows and Linux). It uses triple extortion; beyond exposing exfiltrated data, it threatens distributed denial-of-service (DDoS) attacks to coerce payment.",high,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'BlackCat... first major professional ransomware family to be written in Rust... different operating systems like Windows and Linux'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'triple extortion... threaten to launch distributed denial-of-service (DDoS) attacks'}]","{'actors': [], 'malware': ['BlackCat', 'ALPHV'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
3,guided,"Which state-sponsored threat group is associated with DNS hijacking for credential harvesting, and what Linux/Unix reverse shell tool is reported for persistence?",True,"Sea Turtle (also tracked as Cosmic Wolf, Marbled Dust, Teal Kurma, UNC1326) is associated with DNS hijacking to redirect targets to actor-controlled servers that harvest credentials. It was also reported using a Linux/Unix reverse TCP shell called SnappyTCP, likely for establishing persistence.",high,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'primarily leveraging DNS hijacking... redirect... to an actor-controlled server capable of harvesting their credentials'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'reverse TCP shell for Linux (and Unix) systems called SnappyTCP... likely used for establishing persistence'}]","{'actors': ['Sea Turtle', 'Cosmic Wolf', 'Marbled Dust', 'Teal Kurma', 'UNC1326'], 'malware': ['SnappyTCP'], 'cves': [], 'sectors': [], 'regions': ['Middle East', 'North Africa'], 'mitre': []}"
4,guided,"Which CVE enables zero-click account takeover in GitLab, and what downstream risks to software supply chains are described?",True,"CVE-2023-7028 is a zero-click account takeover flaw in internet-exposed GitLab instances. The described downstream risks include supply chain attacks, proprietary code disclosure, and API key leaks.",high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'vulnerable to CVE-2023-7028, a zero-click account takeover flaw'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'at risk of supply chain attacks, proprietary code disclosure, API key leaks'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7028'], 'sectors': ['Software Development'], 'regions': [], 'mitre': []}"
5,guided,"Which threat group is linked to the Russian Federal Security Service (FSB), and what backdoor does it use as a second-stage payload to access sensitive assets?",True,Pensive Ursa (Turla/Uroburos) is linked to the Russian Federal Security Service (FSB) and uses the Kazuar .NET backdoor as a second-stage payload to target sensitive assets (including Signal messages and source control/cloud platform data).,high,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Pensive Ursa... is linked to the Russian Federal Security Service (FSB)'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Kazuar... an advanced and stealthy .NET backdoor that Pensive Ursa usually uses as a second stage payload'}]","{'actors': ['Pensive Ursa', 'Turla', 'Uroburos'], 'malware': ['Kazuar'], 'cves': [], 'sectors': [], 'regions': ['Russia', 'Europe', 'Ukraine'], 'mitre': []}"
6,guided,"Which cyberespionage actor targets multiple sectors via phishing and credential harvesting, and what Microsoft zero-day exploit is referenced in its documented activity?",True,"Fancy Bear (APT28/Sofacy/Swallowtail) is described as targeting sectors including energy, government, media, aerospace, and defense via phishing campaigns and credential harvesting. Its activity is referenced as using a malicious document containing an exploit for the Microsoft zero-day Follina (CVE-2022-30190).",high,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Fancy Bear... targeting the energy, government, media, aerospace, and defense sectors via phishing campaigns and credential harvesting'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'malicious documents that contained an exploit for the Microsoft zero-day, Follina (CVE-2022-30190)'}]","{'actors': ['Fancy Bear', 'APT28', 'Sofacy', 'Swallowtail'], 'malware': [], 'cves': ['CVE-2022-30190'], 'sectors': ['Energy', 'Government', 'Media', 'Aerospace', 'Defense'], 'regions': ['Russia', 'Europe', 'Ukraine'], 'mitre': []}"
