id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actor is described as an initial access broker, and which ransomware-linked group are they assessed to be working with?",True,EXOTIC LILY is described as an Initial Access Broker (IAB) and is assessed as working with the Russian cyber crime gang FIN12 (also tracked as WIZARD SPIDER).,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'we determined they are an Initial Access Broker (IAB) who appear to be working with the Russian cyber crime gang known as FIN12 ... / WIZARD SPIDER'}]","{'actors': ['EXOTIC LILY', 'FIN12', 'WIZARD SPIDER'], 'malware': ['Conti', 'Diavol'], 'cves': ['CVE-2021-40444'], 'sectors': [], 'regions': ['Russia'], 'mitre': []}","{'from': '2021-09-01', 'to': None}",high
2,"What exploitation-based initial access method is attributed to EXOTIC LILY, and which vulnerability identifier is named?",True,"EXOTIC LILY is observed exploiting a Microsoft MSHTML zero-day vulnerability for initial access, identified as CVE-2021-40444.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'observed ... EXOTIC LILY, exploiting a 0day in Microsoft MSHTML (CVE-2021-40444)'}]","{'actors': ['EXOTIC LILY'], 'malware': [], 'cves': ['CVE-2021-40444'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-09-01', 'to': None}",high
3,"Which malware families are delivered by the loader tracked as Win/TrojanDownloader.Rugmi, and what delivery role does Rugmi play?",True,"Win/TrojanDownloader.Rugmi is described as a malware loader used to deliver multiple information stealer families including Lumma Stealer (LummaC2), Vidar, RecordBreaker (Raccoon Stealer V2), and Rescoms.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Win/TrojanDownloader.Rugmi ... deliver a wide range of information stealers such as Lumma Stealer (aka LummaC2), Vidar, RecordBreaker (aka Raccoon Stealer V2), and Rescoms'}]","{'actors': [], 'malware': ['Win/TrojanDownloader.Rugmi', 'Lumma Stealer', 'LummaC2', 'Vidar', 'RecordBreaker', 'Raccoon Stealer V2', 'Rescoms'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-10-01', 'to': '2023-11-30'}",high
4,What are the named component functions of Win/TrojanDownloader.Rugmi that support its payload delivery chain?,True,"Win/TrojanDownloader.Rugmi is described as having: (1) a downloader that downloads an encrypted payload, (2) a loader that runs the payload from internal resources, and (3) another loader that runs the payload from an external file on disk.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'a loader with three types of components: a downloader that downloads an encrypted payload, a loader that runs the payload from internal resources, and another loader that runs the payload from an external file on the disk'}]","{'actors': [], 'malware': ['Win/TrojanDownloader.Rugmi'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-10-01', 'to': '2023-11-30'}",high
5,"Which operating system platforms are named as affected by the Bluetooth keystroke-injection vulnerability CVE-2023-45866, and what attacker capability does it enable?",True,"CVE-2023-45866 is described as affecting macOS, iOS, Android, and Linux platforms, enabling keystroke injection that lets an attacker control the targeted device as if a Bluetooth keyboard were attached.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'critical Bluetooth security vulnerability ... on macOS, iOS, Android, and Linux ... allows an attacker to control the targeted device as if they were attached by a Bluetooth keyboard'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-45866'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"What protocol-implementation weakness is described for CVE-2023-45866, and what user interaction is explicitly bypassed?",True,"CVE-2023-45866 is described as a flaw in Bluetooth protocol implementation that tricks the Bluetooth host state-machine into pairing with a fake keyboard, bypassing user confirmation for pairing.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'works by tricking the Bluetooth host state-machine into pairing with a fake keyboard without user confirmation'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-45866'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which zero-day vulnerability is described as actively exploited in Chrome, and who is credited for reporting it?",True,"Chrome zero-day CVE-2022-2856 is described as actively exploited, and Ashley Shen and Christian Resell of Google TAG are credited for reporting it.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'bug, tracked as CVE-2022-2856 ... Google credits Ashley Shen and Christian Resell of its Google Threat Analysis Group (TAG) for reporting'}]","{'actors': ['Google Threat Analysis Group'], 'malware': [], 'cves': ['CVE-2022-2856'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-07-19', 'to': None}",high
8,"Which threat group is described as abusing chained Microsoft Exchange Server vulnerabilities, and what exploit chain name is provided?",True,"APT35 is described as abusing Microsoft Exchange Server vulnerabilities chained together, referred to as ProxyShell.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'By 2021, APT35 was abusing Microsoft Exchange Server vulnerabilities that were chained together (ProxyShell).'}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': ['Hyperscrape'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-01-01', 'to': None}",high
9,"Which tool is attributed to APT35 for extracting emails, and what target data source is specified?",True,APT35 is described as using a tool named Hyperscrape to quietly extract emails from victims' mailboxes.,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': ""seen using a new tool called Hyperscrape to quietly extract emails from victim's mailboxes""}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': ['Hyperscrape'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which industries are targeted by the threat group TA558, and what phishing lure theme is used to deliver malware?",True,TA558 is described as targeting the travel and hospitality industries using fake reservation emails that contain links delivering a malicious malware payload.,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'TA558 has ramped up efforts to target the travel and hospitality industries ... fake reservation emails that contain links ... deliver a malicious malware payload'}]","{'actors': ['TA558'], 'malware': [], 'cves': [], 'sectors': ['travel', 'hospitality'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
