id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which vulnerability is reported as being exploited in the wild against an email server product, and what types of data were stolen by multiple exploiting groups?",True,"Google TAG reported an in-the-wild 0-day exploit against Zimbra Collaboration, later patched as CVE-2023-37580. TAG observed four different groups exploiting it to steal email data, user credentials, and authentication tokens.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'TAG discovered an in-the-wild 0-day exploit targeting Zimbra Collaboration... now patched as CVE-2023-37580'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'observed four different groups exploiting the same bug to steal email data, user credentials, and authentication tokens'}]","{'actors': ['Google Threat Analysis Group (TAG)'], 'malware': [], 'cves': ['CVE-2023-37580'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-06-01', 'to': '2023-06-30'}",high
2,"Which exploit is described as a reflected cross-site scripting issue, and how is the vulnerable parameter handled by the affected application?",True,"CVE-2023-37580 affecting Zimbra Collaboration is described as a reflected XSS vulnerability. The vulnerable parameter in the URL was injected directly into the webpage, causing the malicious script to execute.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'CVE-2023-37580 is a reflected cross-site scripting (XSS) vulnerability'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'injected the parameter within the URL directly into the webpage, causing the script to be executed'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-37580'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-06-01', 'to': '2023-06-30'}",high
3,"Which ransomware actor is described as distributing victim data via torrents after stealing data from a large number of companies, and what external visibility implication is noted?",True,"The CL0P ransomware group is described as using torrents to distribute victim data after a campaign stealing data from thousands of companies. The text notes this shift has implications for ""visibility to the outside world"" (without further detail in the provided excerpt).","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'The CL0P ransomware group recently began using torrents to distribute victim data after a successful campaign stealing data from thousands of companies.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'what this means for visibility to the outside world'}]","{'actors': ['CL0P'], 'malware': ['CL0P ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which threat group is characterized as credential-phishing focused and aligned with the interests of a national government, and what social engineering approach does it use to build target trust?",True,"COLDRIVER (also known as UNC4057, Star Blizzard and Callisto) is described as a Russian threat group conducting credential phishing aligned with the interests of the Russian government. It uses impersonation accounts that pretend to be an expert or affiliated with the target to establish rapport before sending a phishing link or document containing a link.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'COLDRIVER... a Russian threat group focused on credential phishing activities'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'conduct espionage aligned with the interests of the Russian government'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'utilizes impersonation accounts... establish a rapport... and eventually sends a phishing link or document'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academia'], 'regions': ['Russia', 'Ukraine', 'NATO countries'], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which APT group primarily targets online gambling sites, and what malware families and operating systems are associated with it?",True,"Earth Berberoka (aka GamblingPuppet) primarily targets online gambling sites. It uses upgraded PlugX and Gh0st RAT as well as a newer multistage malware family dubbed PuppetLoader, and these malware families are described as targeting Windows, Linux, and macOS.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Earth Berberoka (aka GamblingPuppet), uses... PlugX and Gh0st RAT... brand-new multistage malware... PuppetLoader'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'multiplatform, targeting the Windows, Linux, and macOS operating systems'}]","{'actors': ['Earth Berberoka', 'GamblingPuppet'], 'malware': ['PlugX', 'Gh0st RAT', 'PuppetLoader'], 'cves': [], 'sectors': ['Online gambling'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which Iranian-linked espionage actor is reported targeting the telecommunications sector, what countries are mentioned, and which tools/infrastructure are listed as used in that activity?",True,"Seedworm (aka Muddywater), described as believed subordinate to Iran's MOIS, targeted telecommunications sector organizations in Egypt, Sudan, and Tanzania. Tools/infrastructure mentioned include MuddyC2Go, a MuddyC2Go PowerShell launcher, SimpleHelp remote access tool, Venom Proxy, a custom keylogging tool, and living-off-the-land tools.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Seedworm (aka Muddywater) has been targeting organizations operating in the telecommunications sector in Egypt, Sudan, and Tanzania.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': ""believed to be a subordinate part of Iran's Ministry of Intelligence and Security (MOIS)""}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'including leveraging the MuddyC2Go infrastructure... SimpleHelp remote access tool and Venom Proxy... custom keylogging tool, and other publicly available and living-off-the-land tools'}]","{'actors': ['Seedworm', 'Muddywater', 'Iran Ministry of Intelligence and Security (MOIS)'], 'malware': ['MuddyC2Go', 'SimpleHelp', 'Venom Proxy'], 'cves': [], 'sectors': ['Telecommunications'], 'regions': ['Iran', 'Egypt', 'Sudan', 'Tanzania', 'Middle East'], 'mitre': []}","{'from': '2023-11-01', 'to': '2023-11-30'}",high
7,"Which remote code execution vulnerability affects outdated Atlassian Confluence servers, and what command are attackers reported executing to assess privileges?",True,CVE-2023-22527 is a remote code execution flaw affecting outdated Atlassian Confluence servers. Attackers are reported executing the 'whoami' command to gather information about access level and privileges.,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'CVE-2023-22527 remote code execution flaw... affects outdated versions of Atlassian Confluence servers'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': ""executing the 'whoami' command to gather information about the level of access and privileges""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-22527'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which Windows botnet malware is described as modular and capable of DDoS, what stealth-related C2 change is noted, and what initial infection methods are described?",True,"PurpleFox (DirtyMoe) is described as a modular Windows botnet malware that can act as a DDoS bot. A stealth-related change noted is switching to WebSocket for C2 communications. Initial infection methods described include victims launching laced MSI installers; it also self-propagates using exploits for known flaws and password brute-forcing, and was also spread under the guise of a Telegram desktop app in one campaign.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'PurpleFox... modular Windows botnet malware... can also act as a distributed denial of service (DDoS) bot.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'new versions of PurpleFox switched to using WebSocket for command and control (C2) communications for stealth'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'typically infects systems when victims launch laced MSI installers'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'self-propagation capabilities using exploits for known flaws and password brute-forcing'}]","{'actors': ['CERT-UA', 'UAC-0027'], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2018-01-01', 'to': '2022-01-31'}",high
9,"Multi-hop: Which actor is linked to malware designed to target air-gapped networks, and what exfiltration mechanism and exploit re-use linkage to another operation is described?",True,"Equation is linked to W32.Fanni (Fanny worm), described as targeting air-gapped networks. It can receive commands and exfiltrate data via infected USB sticks. Fanny used two zero-day exploits that were also used in Stuxnet, and those exploits were used in Fanny prior to Stuxnet, suggesting Equation had prior knowledge of the vulnerabilities.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""W32.Fanni... worm's chief purpose appears to be the targeting of air-gapped networks. It can receive commands and exfiltrate data through infected USB sticks.""}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Fanny used two zero day exploits that were also used in the Stuxnet attacks... used in Fanny prior to Stuxnet'}]","{'actors': ['Equation'], 'malware': ['W32.Fanni', 'Fanny worm', 'Trojan.Grokey', 'Grok', 'Stuxnet'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Multi-hop: Which actor is associated with a custom keylogger and a worm, and what are the names of those tools as stated?",True,Equation is stated to have employed specialist tools including a custom keylogger named Trojan.Grokey (also known as Grok) and a worm named W32.Fanni (also known as Fanny worm).,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""Equation has employed a number of specialist tools. Among these are Trojan.Grokey... custom keylogger (also known as 'Grok') and W32.Fanni... 'Fanny worm'.""}]","{'actors': ['Equation'], 'malware': ['Trojan.Grokey', 'Grok', 'W32.Fanni', 'Fanny worm'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
