id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which malware families are delivered via Discord-hosted payload URLs, and what initial delivery mechanism leads to infection?",True,"AveMaria and AgentTesla are delivered via Discord CDN attachment URLs. Infection is initiated by malicious spam emails (e.g., delivery notifications or invoices) containing DHL/TNT-themed attachments with embedded links that point to a Discord URL hosting an executable; clicking the executable infects the machine.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'malicious actors are using Discord... malicious spam emails that eventually end in an AveMaria or AgentTesla malware infection'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""embedded links... point to a Discord URL... used to host AveMaria and AgentTesla, which will then infect the users' machines once they click on the executable""}]","{'actors': [], 'malware': ['AveMaria', 'AgentTesla'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2019-01-01', 'to': None}",high
2,"Which threat actor is attributed to exploiting an Internet Explorer JScript engine zero-day embedded in malicious documents, and which CVE is involved?",True,"APT37 (North Korean government-backed) is attributed to targeting users using malicious documents that exploited an Internet Explorer JScript engine zero-day, CVE-2022-41128.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'We attribute this activity to a group of North Korean government-backed actors known as APT37.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'exploited an Internet Explorer 0-day vulnerability in the JScript engine, CVE-2022-41128'}]","{'actors': ['APT37'], 'malware': [], 'cves': ['CVE-2022-41128'], 'sectors': [], 'regions': ['South Korea', 'North Korea'], 'mitre': []}","{'from': '2022-10-01', 'to': '2022-10-31'}",high
3,Which distinct victim groups are targeted by APT37 according to observed campaigns using Internet Explorer zero-day exploits?,True,"APT37 targets South Korean users, North Korean defectors, policy makers, journalists, and human rights activists.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'The group has historically focused their targeting on South Korean users, North Korean defectors, policy makers, journalists and human rights activists.'}]","{'actors': ['APT37'], 'malware': [], 'cves': ['CVE-2022-41128'], 'sectors': [], 'regions': ['South Korea', 'North Korea'], 'mitre': []}","{'from': '2022-10-01', 'to': '2022-10-31'}",high
4,"Which vulnerability in Chrome's WebRTC framework is reported as exploited in the wild, and what impact can exploitation cause?",True,"CVE-2023-7024 (heap-based buffer overflow in WebRTC) is reported as exploited in the wild, and exploitation can cause program crashes or arbitrary code execution.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'vulnerability... CVE-2023-7024... heap-based buffer overflow bug in the WebRTC framework'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'could be exploited to result in program crashes or arbitrary code execution'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7024'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-12-19', 'to': None}",high
5,"Which Apple CVE is described as a kernel out-of-bounds write that enables arbitrary code execution with kernel privileges, and which platforms are affected?",True,CVE-2022-32894 is described as a kernel out-of-bounds write that enables an application to execute arbitrary code with kernel privileges; it is present in both iOS and macOS.,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'One of the flaws is a kernel bug (CVE-2022-32894), which is present both in iOS and macOS.'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'allows an application to execute arbitrary code with kernel privileges'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2022-32894'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which ransomware operation was initially attributed by Microsoft to a temporary actor name, and what actor name was used?",True,Royal ransomware was initially attributed by Microsoft to the temporary actor name DEV-0569.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Initially, Microsoft attributed the distribution of Royal ransomware to DEV-0569'}]","{'actors': ['DEV-0569', 'Royal (group)'], 'malware': ['Royal ransomware'], 'cves': [], 'sectors': [], 'regions': ['United States'], 'mitre': []}","{'from': '2022-01-01', 'to': None}",high
7,What distribution techniques are used to deliver Royal ransomware malware to victims?,True,Royal ransomware campaigns distribute the malware via malicious attachments and via malicious advertisements.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Some Royal ransomware campaigns distribute the malware via malicious attachments, and some distribute the malware via malicious advertisements.'}]","{'actors': ['Royal (group)'], 'malware': ['Royal ransomware'], 'cves': [], 'sectors': [], 'regions': ['United States'], 'mitre': []}","{'from': '2022-01-01', 'to': None}",high
8,"Which ransomware operation was observed using another ransomware operation's encryptors, and which encryptor was cited as an example?",True,Royal ransomware operators were observed using other ransomware operation's encryptors; BlackCat was cited as an example.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': ""utilizing other ransomware operation's encryptors, such as BlackCat""}]","{'actors': ['Royal (group)'], 'malware': ['Royal ransomware', 'BlackCat'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-09-01', 'to': '2022-11-30'}",high
9,"Which sector categories are explicitly listed as targets of FROZENBARENTS campaigns, and what overarching operational focus is described?",True,"FROZENBARENTS targets government, defense, energy, transportation/logistics, education, and humanitarian organizations. Their described overarching operational focus is heavily on the war in Ukraine, spanning intelligence collection, information operations (IO), and leaking hacked data via Telegram.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'continues to focus heavily on the war in Ukraine with campaigns spanning intelligence collection, IO, and leaking hacked data through Telegram'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'They target sectors of interest... including government, defense, energy, transportation/logistics, education and humanitarian organizations.'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': ['government', 'defense', 'energy', 'transportation/logistics', 'education', 'humanitarian organizations'], 'regions': ['Ukraine', 'Russia'], 'mitre': []}","{'from': '2019-08-01', 'to': None}",high
10,"Which actor is attributed to the Russian Armed Forces’ GRU Unit 74455, and what exploitation target is repeatedly noted as part of its operational pattern?",True,"FROZENBARENTS (aka Sandworm) is attributed to GRU Unit 74455, and it is repeatedly noted as exploiting EXIM mail servers globally and using compromised hosts as part of its operational network.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'FROZENBARENTS (aka Sandworm), a group attributed to Russian Armed Forces’... (GRU) Unit 74455'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'continues to exploit EXIM mail servers globally and use these compromised hosts as part of their operational network'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Russia'], 'mitre': []}","{'from': '2019-08-01', 'to': None}",high
