q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What is the incident type for inc-zimbra-cve-2023-37580-gov-global-2023-06?,intrusion,"I don't have enough information in the provided context to determine the specific incident type classification for ""inc-zimbra-cve-2023-37580-gov-global-2023-06"". The context describes the CVE-2023-37580 vulnerability and related attacks but doesn't explicitly state incident types or classifications for specific incident IDs.",0.0,0.0,0.0,0.0,0.0,0.0,0.7770751118659973,0.0,0.0,1.0,3.173448492772877
1,simple,GRAG,What is the incident type for inc-zimbra-cve-2023-37580-gov-global-2023-06?,intrusion,The incident type for inc-zimbra-cve-2023-37580-gov-global-2023-06 is **intrusion**.,1.0,0.0,0.0,2.1476912089159055,0.125,0.125,0.77781081199646,0.0,0.0,1.0,17.58431615214795
1,simple,AGRAG,What is the incident type for inc-zimbra-cve-2023-37580-gov-global-2023-06?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,7.891276186332107
1,simple,HRAG,What is the incident type for inc-zimbra-cve-2023-37580-gov-global-2023-06?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,22.70978715084493
2,simple,RAG,What date is stored for incident microsoft-corp-email-breach-2024-01?,2024-01-12,"I don't know. The context mentions the breach occurred in November 2023 but doesn't provide a specific stored date for the incident ""microsoft-corp-email-breach-2024-01"". The incident ID suggests January 2024, but the text doesn't confirm what date is stored in the system.",0.0,0.0,0.0,1.6479140828425145,0.07692307692307691,0.07692307692307691,0.7811251878738403,0.0,0.0,1.0,3.280971293337643
2,simple,GRAG,What date is stored for incident microsoft-corp-email-breach-2024-01?,2024-01-12,"January 12, 2024",0.0,0.0,0.0,14.794015674776452,0.6666666666666666,0.3333333333333333,0.8395994305610657,0.0,0.0,1.0,23.360620549879968
2,simple,AGRAG,What date is stored for incident microsoft-corp-email-breach-2024-01?,2024-01-12,2024-01-12,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,6.090357298031449
2,simple,HRAG,What date is stored for incident microsoft-corp-email-breach-2024-01?,2024-01-12,2024-01-12,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,37.259223813191056
3,simple,RAG,What sponsor is set for threat actor Midnight Blizzard?,Russia,Russian state-sponsored,1.0,0.0,0.0,0.0,0.0,0.0,0.8621212840080261,0.0,0.0,1.0,2.1938718603923917
3,simple,GRAG,What sponsor is set for threat actor Midnight Blizzard?,Russia,Russia,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,12.74321386218071
3,simple,AGRAG,What sponsor is set for threat actor Midnight Blizzard?,Russia,Russia,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,8.286747792735696
3,simple,HRAG,What sponsor is set for threat actor Midnight Blizzard?,Russia,Russia,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,25.885363466106355
4,simple,RAG,What motivation property is set for Storm-1113?,financial,Financially motivated.,1.0,0.0,0.0,0.0,0.0,0.0,0.8176032304763794,0.0,0.0,1.0,2.4134434424340725
4,simple,GRAG,What motivation property is set for Storm-1113?,financial,The motivation property for Storm-1113 is set to **financial**.,1.0,0.0,0.0,2.8398387225677895,0.18181818181818182,0.18181818181818182,0.8233574032783508,0.0,0.0,1.0,24.304632504470646
4,simple,AGRAG,What motivation property is set for Storm-1113?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.360476138070226
4,simple,HRAG,What motivation property is set for Storm-1113?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,22.394094126299024
5,simple,RAG,What framework is recorded for mitigation Patching?,General,"Based on the provided context, there is no specific framework recorded for mitigation patching. The documents only mention CISA advising federal agencies to patch CVE-2022-22047 by August 2, and Zimbra patching CVE-2023-37580 on July 25, but do not reference any named patching framework.",0.0,0.0,0.0,0.0,0.0,0.0,0.788990318775177,0.0,0.0,1.0,2.990826366469264
5,simple,GRAG,What framework is recorded for mitigation Patching?,General,The framework recorded for mitigation Patching is General.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8159488439559937,0.0,0.0,1.0,19.070414654910564
5,simple,AGRAG,What framework is recorded for mitigation Patching?,General,General,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998211860657,1.0,0.0,1.0,5.661313703283668
5,simple,HRAG,What framework is recorded for mitigation Patching?,General,General,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998211860657,1.0,0.0,1.0,13.885250238701701
6,simple,RAG,What status is set on the mitigation Disable ms-appinstaller protocol handler by default?,applied,Disabled by default.,0.0,0.0,0.0,0.0,0.0,0.0,0.8566891551017761,0.0,0.0,1.0,2.687989697791636
