q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What sponsor is listed for Kimsuky?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.010576302185655
1,simple,GRAG,What sponsor is listed for Kimsuky?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.669461912475526
1,simple,AGRAG,What sponsor is listed for Kimsuky?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.415738932788372
1,simple,HRAG,What sponsor is listed for Kimsuky?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,29.174262813292444
2,simple,RAG,What motivation is set on Fancy Bear’s node?,intelligence gathering,Intelligence gathering.,1.0,0.0,0.5,0.0,1.0,1.0,0.9544011950492859,0.5,0.0,1.0,3.5722902920097113
2,simple,GRAG,What motivation is set on Fancy Bear’s node?,intelligence gathering,The motivation set on Fancy Bear's node is intelligence gathering.,1.0,0.0,0.16666666666666669,7.495553473355842,0.3076923076923077,0.3076923076923077,0.8417316675186157,0.1,0.0,1.0,35.16124916635454
2,simple,AGRAG,What motivation is set on Fancy Bear’s node?,intelligence gathering,intelligence gathering,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,5.404275848530233
2,simple,HRAG,What motivation is set on Fancy Bear’s node?,intelligence gathering,intelligence gathering (conflict: DOC_CONTEXT espionage),1.0,0.0,0.5714285714285715,8.392229812593097,0.5,0.5,0.8696714043617249,0.4,0.0,1.0,30.87236667610705
3,simple,RAG,What date is stored for incident fancybear-2022-07-follina-maldocs?,2022-07-01,"I don't know. The provided context doesn't contain specific information about a stored date for an incident named ""fancybear-2022-07-follina-maldocs"".",0.0,0.0,0.0,5.166045454134253,0.14285714285714285,0.14285714285714285,0.7977163791656494,0.0,0.0,1.0,2.4702135967090726
3,simple,GRAG,What date is stored for incident fancybear-2022-07-follina-maldocs?,2022-07-01,"July 1, 2022",0.0,0.0,0.0,12.44023474812678,0.3333333333333333,0.3333333333333333,0.8230639696121216,0.0,0.0,1.0,16.659985618665814
3,simple,AGRAG,What date is stored for incident fancybear-2022-07-follina-maldocs?,2022-07-01,2022-07-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,6.609455528669059
3,simple,HRAG,What date is stored for incident fancybear-2022-07-follina-maldocs?,2022-07-01,2022-07-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,18.29038945119828
4,simple,RAG,What technique tactic is assigned to T1110?,Credential Access,I don't know. The provided context does not contain any information about MITRE ATT&CK technique T1110 or its associated tactic.,0.0,0.0,0.0,0.0,0.0,0.0,0.7781524062156677,0.0,0.0,1.0,2.2890266962349415
4,simple,GRAG,What technique tactic is assigned to T1110?,Credential Access,T1110 is assigned to the **Credential Access** tactic.,1.0,0.0,0.0,6.178110636313396,0.4,0.4,0.8584845066070557,0.0,0.0,1.0,19.03678003512323
4,simple,AGRAG,What technique tactic is assigned to T1110?,Credential Access,Credential Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,5.732629699632525
4,simple,HRAG,What technique tactic is assigned to T1110?,Credential Access,Credential Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,24.988823522813618
5,simple,RAG,What exfiltration value is recorded for incident fancybear-2016-wada?,true,"I don't have enough information in the provided context to determine the exfiltration value for the fancybear-2016-wada incident. The context mentions that Fancy Bear attacked WADA in 2016 and leaked confidential drug testing information, but it does not provide any specific quantitative data about the amount of information exfiltrated.",0.0,0.0,0.0,0.0,0.0,0.0,0.7901988625526428,0.0,0.0,1.0,2.969342812895775
5,simple,GRAG,What exfiltration value is recorded for incident fancybear-2016-wada?,true,The exfiltration value recorded for incident fancybear-2016-wada is True.,1.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.7980194687843323,0.0,0.0,1.0,17.44670397695154
5,simple,AGRAG,What exfiltration value is recorded for incident fancybear-2016-wada?,true,The exfiltration value is true.,1.0,0.0,0.0,8.116697886877475,0.33333333333333337,0.33333333333333337,0.8292880654335022,0.0,0.0,1.0,5.252704855054617
5,simple,HRAG,What exfiltration value is recorded for incident fancybear-2016-wada?,true,True,1.0,1.0,1.0,0.0,1.0,1.0,0.9997830986976624,1.0,0.0,1.0,13.773881524801254
6,simple,RAG,What incident type is recorded for hikvision-cve-2021-36260-report?,intrusion,Command Injection Vulnerability,0.0,0.0,0.0,0.0,0.0,0.0,0.8382053971290588,0.0,0.0,1.0,2.364683455787599
6,simple,GRAG,What incident type is recorded for hikvision-cve-2021-36260-report?,intrusion,The incident type recorded for hikvision-cve-2021-36260-report is **intrusion**.,1.0,0.0,0.0,2.2869567780619007,0.15384615384615385,0.15384615384615385,0.7797958254814148,0.0,0.0,1.0,12.367479152977467
6,simple,AGRAG,What incident type is recorded for hikvision-cve-2021-36260-report?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,7.480169185437262
6,simple,HRAG,What incident type is recorded for hikvision-cve-2021-36260-report?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,19.419522871263325
7,simple,RAG,What NIST score is stated in the CVE-2021-36260 summary?,9.8/10,9.8 out of 10,0.0,0.0,0.0,18.99589214128981,0.7499999999999999,0.7499999999999999,0.9579071998596191,0.0,0.0,1.0,1.5433003148064017
7,simple,GRAG,What NIST score is stated in the CVE-2021-36260 summary?,9.8/10,9.8/10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.06450822111219
7,simple,AGRAG,What NIST score is stated in the CVE-2021-36260 summary?,9.8/10,The NIST score stated is 9.8/10.,1.0,0.0,0.0,17.747405280050266,0.5454545454545454,0.5454545454545454,0.9127914905548096,0.0,0.0,1.0,11.892971733585
7,simple,HRAG,What NIST score is stated in the CVE-2021-36260 summary?,9.8/10,9.8/10,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,50.805962735787034
8,simple,RAG,What date is stored on incident text-1-inc-1?,2024-01-01,"I don't know. The provided context does not mention any incident with the ID ""text-1-inc-1"".",0.0,0.0,0.0,1.8160849415439309,0.0,0.0,0.7808535099029541,0.0,0.0,1.0,2.3670771354809403
8,simple,GRAG,What date is stored on incident text-1-inc-1?,2024-01-01,"January 1, 2024",0.0,0.0,0.0,12.44023474812678,0.3333333333333333,0.3333333333333333,0.83067786693573,0.0,0.0,1.0,18.06461867969483
8,simple,AGRAG,What date is stored on incident text-1-inc-1?,2024-01-01,2024-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,4.228976373560727
8,simple,HRAG,What date is stored on incident text-1-inc-1?,2024-01-01,2024-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,30.505355348810554
9,simple,RAG,What publisher is recorded for source unit42_munchkin_blackcat?,Unit 42,Unit 42 (Palo Alto Networks),1.0,0.0,0.5714285714285715,13.134549472120788,0.5714285714285715,0.5714285714285715,0.8936544060707092,0.4,0.0,1.0,4.124406126327813
9,simple,GRAG,What publisher is recorded for source unit42_munchkin_blackcat?,Unit 42,The publisher recorded for source unit42_munchkin_blackcat is **Unit 42**.,1.0,0.0,0.0,4.295382417831811,0.3076923076923077,0.3076923076923077,0.8228262662887573,0.0,0.0,1.0,13.29454967752099
9,simple,AGRAG,What publisher is recorded for source unit42_munchkin_blackcat?,Unit 42,Unit 42,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,8.648849384859204
9,simple,HRAG,What publisher is recorded for source unit42_munchkin_blackcat?,Unit 42,Unit 42,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,19.916323913261294
10,simple,RAG,What tactic is assigned to technique T1578?,Defense Evasion,I don't know. The provided context does not contain information about MITRE ATT&CK technique T1578 or its associated tactic.,0.0,0.0,0.0,0.0,0.0,0.0,0.8058675527572632,0.0,0.0,1.0,1.9737655315548182
10,simple,GRAG,What tactic is assigned to technique T1578?,Defense Evasion,Defense Evasion,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.290657822974026
10,simple,AGRAG,What tactic is assigned to technique T1578?,Defense Evasion,Defense Evasion,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.32639679685235
10,simple,HRAG,What tactic is assigned to technique T1578?,Defense Evasion,Defense Evasion,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,14.886732192710042
11,simple,RAG,What date is stored on incident rapid7-activemq-cve-2023-46604-1?,2023-10-27,"I don't know. The provided context mentions that CVE-2023-46604 was disclosed on Oct. 27, but it does not contain information about a specific incident named ""rapid7-activemq-cve-2023-46604-1"" or any date stored for that incident.",0.0,0.0,0.0,1.022951633574269,0.0909090909090909,0.0909090909090909,0.7874342203140259,0.0,0.0,1.0,2.973739957436919
11,simple,GRAG,What date is stored on incident rapid7-activemq-cve-2023-46604-1?,2023-10-27,"October 27, 2023",0.0,0.0,0.0,14.794015674776452,0.6666666666666666,0.3333333333333333,0.827069878578186,0.0,0.0,1.0,9.829833316616714
11,simple,AGRAG,What date is stored on incident rapid7-activemq-cve-2023-46604-1?,2023-10-27,2023-10-27,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,11.59496964327991
11,simple,HRAG,What date is stored on incident rapid7-activemq-cve-2023-46604-1?,2023-10-27,2023-10-27,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,18.77930446062237
12,simple,RAG,What incident type is stored for rapid7-activemq-cve-2023-46604-2?,ransomware,"I don't know. The provided context discusses CVE-2023-46604 (an Apache ActiveMQ vulnerability) but does not contain any information about Rapid7's specific incident type classifications or the identifier ""rapid7-activemq-cve-2023-46604-2"".",0.0,0.0,0.0,0.0,0.0,0.0,0.7712462544441223,0.0,0.0,1.0,2.643779614008963
12,simple,GRAG,What incident type is stored for rapid7-activemq-cve-2023-46604-2?,ransomware,Ransomware,1.0,1.0,1.0,0.0,1.0,1.0,0.8156494498252869,1.0,0.0,1.0,16.143688071519136
12,simple,AGRAG,What incident type is stored for rapid7-activemq-cve-2023-46604-2?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,11.684311289340258
12,simple,HRAG,What incident type is stored for rapid7-activemq-cve-2023-46604-2?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,20.87162247672677
13,simple,RAG,What published_date is set for CVE-2023-46604?,2023-10-27,I don't know. The provided context does not contain information about CVE-2023-46604 or its published_date.,0.0,0.0,0.0,1.8160849415439309,0.09090909090909091,0.09090909090909091,0.7768406867980957,0.0,0.0,1.0,2.010687748901546
13,simple,GRAG,What published_date is set for CVE-2023-46604?,2023-10-27,"October 27, 2023",0.0,0.0,0.0,14.794015674776452,0.6666666666666666,0.3333333333333333,0.827069878578186,0.0,0.0,1.0,9.042300315573812
13,simple,AGRAG,What published_date is set for CVE-2023-46604?,2023-10-27,2023-10-27,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,7.022820923477411
13,simple,HRAG,What published_date is set for CVE-2023-46604?,2023-10-27,2023-10-27,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,12.703563148155808
14,simple,RAG,What sector is set on victim Democratic National Committee (DNC)?,Government,"I don't know. The context mentions Fancy Bear attacked the DNC and lists sectors Fancy Bear targets (energy, government, media, aerospace, defense), but it doesn't explicitly state which sector the Democratic National Committee belongs to.",1.0,0.0,0.0,0.0,0.052631578947368425,0.052631578947368425,0.7945435047149658,0.0,0.0,1.0,3.53665442019701
