q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What is the type of incident whatsapp-phishing-banking-trojan-telemetry?,intrusion,"Based on the context, the incident type is a **WhatsApp phishing campaign delivering a banking trojan** (malware). Specifically, it's a social engineering attack where malicious APK files are shared via WhatsApp messages, which when installed, deploy a fraudulent banking application to steal credentials.",0.0,0.0,0.0,0.0,0.0,0.0,0.7864437103271484,0.0,0.0,1.0,5.496828138828278
1,simple,GRAG,What is the type of incident whatsapp-phishing-banking-trojan-telemetry?,intrusion,"The incident ""whatsapp-phishing-banking-trojan-telemetry"" is classified as an **intrusion** type incident.",1.0,0.0,0.0,2.2869567780619007,0.13333333333333333,0.13333333333333333,0.8033248782157898,0.0,0.0,1.0,18.755665755830705
1,simple,AGRAG,What is the type of incident whatsapp-phishing-banking-trojan-telemetry?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,13.278015024028718
1,simple,HRAG,What is the type of incident whatsapp-phishing-banking-trojan-telemetry?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,12.16108878608793
2,simple,RAG,What country ISO2 is stored for victim Bank customers (India)?,IN,"I don't know. The provided context does not specify what ISO2 country code is stored for victim bank customers. While the documents mention India-specific elements like PANCARD and KYC processes, they do not explicitly state the ISO2 code used in the system.",1.0,0.0,0.046511627906976744,0.0,0.044444444444444446,0.044444444444444446,0.8125906586647034,0.023809523809523808,0.0,1.0,3.3217052277177572
2,simple,GRAG,What country ISO2 is stored for victim Bank customers (India)?,IN,**IN**,1.0,0.0,0.0,10.682175159905848,1.0,1.0,0.7981677651405334,0.0,0.0,1.0,24.76369660999626
2,simple,AGRAG,What country ISO2 is stored for victim Bank customers (India)?,IN,IN,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,9.14759429357946
2,simple,HRAG,What country ISO2 is stored for victim Bank customers (India)?,IN,IN,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,21.556762969121337
3,simple,RAG,What sector is stored for victim Bank customers (India)?,Finance,The provided context does not contain information about the sector stored for victim Bank customers in India.,0.0,0.0,0.0,0.0,0.0,0.0,0.8052919507026672,0.0,0.0,1.0,2.7003196394070983
3,simple,GRAG,What sector is stored for victim Bank customers (India)?,Finance,The sector stored for victim Bank customers (India) is **Finance**.,1.0,0.0,0.0,2.2869567780619007,0.18181818181818182,0.18181818181818182,0.8119849562644958,0.0,0.0,1.0,13.016214969567955
