id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,Which malware is described as being primarily distributed via phishing emails and what delivery mechanisms are mentioned for those phishing messages?,True,"BazarLoader (also known as BazarBackdoor) is described as primarily distributed via phishing emails. The phishing emails contain either malicious attachments or links to websites (typically free, online file-hosting solutions) that host malware.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'BazarLoader is also primarily distributed via phishing emails that contain either malicious attachments or links to websites (typically free, online file-hosting solutions) that host malware.'}]","{'actors': [], 'malware': ['BazarLoader', 'BazarBackdoor'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
2,What relationship is stated between the threat actor behind TrickBot and BazarLoader?,True,The text states that the threat actor behind TrickBot is connected to BazarLoader.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'According to the advisory, the threat actor behind TrickBot is also connected to BazarLoader.'}]","{'actors': ['TrickBot threat actor'], 'malware': ['TrickBot', 'BazarLoader', 'BazarBackdoor'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
3,"Which malware is described as using PowerShell in a way that could enable follow-on malicious activity, and what follow-on activities are explicitly mentioned?",True,"ChromeLoader is described as using PowerShell, which could lead to follow-on malicious activity including propagation of ransomware or spyware, or theft of browser-session data.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'its use of PowerShell could pose a greater risk by leading to further and advanced malicious activity, such as the propagation of ransomware or spyware or theft of browser-session data.'}]","{'actors': [], 'malware': ['ChromeLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
4,"How is ChromeLoader described as infecting Windows victims, and what user-facing lure content is mentioned?",True,ChromeLoader is described as infecting Windows victims through ISO files that pose as cracked video games or pirated films or TV programs.,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'On Windows machines, victims become infected with the malware through ISO files that poses as a cracked video game or pirated films or TV programs.'}]","{'actors': [], 'malware': ['ChromeLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which ransomware operation is described as using BYOVD tactics to disable antivirus software, and what driver is abused?",True,"The ransomware operation 'Kasseika' is described as using BYOVD tactics and it abuses the Martini driver (Martini.sys/viragt64.sys), part of TG Soft's VirtIT Agent System, to disable antivirus products.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""A recently uncovered ransomware operation named 'Kasseika'... employs Bring Your Own Vulnerable Driver (BYOVD) tactics... Kasseika abuses the Martini driver (Martini.sys/viragt64.sys)... to disable antivirus products""}]","{'actors': [], 'malware': ['Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,What initial access method is described for the Kasseika ransomware operation before corporate network access is obtained?,True,"Kasseika attacks are described as starting with a phishing email sent to employees, attempting to steal account credentials which are then used for initial access to the corporate network.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Kasseika attacks start with a phishing email sent to employees... attempting to steal their account credentials, which will then be used for initial access to the corporate network.'}]","{'actors': [], 'malware': ['Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,What tooling is described as being used by Kasseika operators for remote execution and how is it used in the attack workflow?,True,Kasseika operators are described as abusing the Windows PsExec tool to execute malicious .bat files on the infected system and other systems accessed through lateral movement.,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Kasseika operators abuse the Windows PsExec tool to execute malicious .bat files on the infected system and others they have accessed through lateral movement.'}]","{'actors': [], 'malware': ['Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,What sequence of defensive impairment steps is described in the Kasseika BYOVD flow involving Martini.exe and the Martini.sys driver?,True,"The described sequence is: (1) a batch file checks for a process named 'Martini.exe' and terminates it; (2) it then downloads the vulnerable 'Martini.sys' driver; (3) by exploiting flaws in the loaded driver, the malware gains privileges to terminate many security-related processes.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""The batch file checks for the presence of a process named 'Martini.exe' and terminates it... Next, it downloads the vulnerable 'Martini.sys' driver... the malware gains the privileges to terminate 991 processes""}]","{'actors': [], 'malware': ['Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which CVE is cited as being exploited via malicious Excel attachments to deliver spyware, and what is the stated end-goal payload?",True,"CVE-2017-11882 is cited as being exploited via malicious Excel attachments, with the end goal described as loading Agent Tesla (a RAT and keylogger) and exfiltrating credentials and other data via a Telegram bot.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'deliver files that contain CVE-2017-11882... The end goal of the attack is to load Agent Tesla... and exfiltrate credentials and other data... via a Telegram bot'}]","{'actors': [], 'malware': ['Agent Tesla'], 'cves': ['CVE-2017-11882'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"What exfiltration channel is explicitly mentioned for the Agent Tesla delivery chain described, and what type of data is said to be exfiltrated?",True,"The exfiltration channel explicitly mentioned is a Telegram bot run by the attackers, and the data described as exfiltrated includes credentials and other data from an infected system.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'exfiltrate credentials and other data from an infected system via a Telegram bot run by the attackers.'}]","{'actors': [], 'malware': ['Agent Tesla'], 'cves': ['CVE-2017-11882'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
11,"Which vulnerability is described as enabling an attacker with root access to bypass System Integrity Protection on macOS, and what disclosure channel is mentioned?",True,The vulnerability identified as CVE-2023-32369 (referred to as “Migraine”) is described as allowing an attacker with root access to bypass SIP on macOS. The disclosure channel mentioned is Coordinated Vulnerability Disclosure (CVD) via Microsoft Security Vulnerability Research (MSVR).,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'identified as CVE-2023-32369... allow an attacker with root access to automatically bypass System Integrity Protection (SIP)... through Coordinated Vulnerability Disclosure (CVD) via Microsoft Security Vulnerability Research (MSVR).'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-32369'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-05-18', 'to': '2023-05-18'}",high
12,"In the described web-compromise operation, which vulnerable software component is referenced as being weaponized, and what downstream effect on victim machines is reported?",True,"A proof of concept for the Google Chrome vulnerability CVE-2019-5782 is described as being weaponized, and the exploit is reported as infecting the victim machine with three separate malware samples.","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'redirected to a weaponized version of a proof of concept (POC) for the CVE-2019-5782 Google Chrome vulnerability... the exploit was infecting the victim machine with three separate malware samples.'}]","{'actors': ['Operation Earth Kitsune'], 'malware': [], 'cves': ['CVE-2019-5782'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
13,How many command-and-control servers are stated to be used in the described Operation Earth Kitsune activity?,True,Operation Earth Kitsune is stated as using a total of five C&C servers.,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'We found Operation Earth Kitsune using a total of five C&C servers'}]","{'actors': ['Operation Earth Kitsune'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
14,"Which named websites are described in the redirection chain used in the Operation Earth Kitsune investigation, and what was the purpose of the compromise?",True,The Korean American National Coordinating Council (KANCC) website is described as redirecting visitors to the Hanseattle website. The purpose is described as aiming to compromise websites to host malware.,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'KANCC) website was redirecting visitors to the Hanseattle website... aiming to compromise websites to host malware.'}]","{'actors': ['Operation Earth Kitsune'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
15,"Which malware is described as using a command-and-control server to deploy and install a backdoor, and what earlier-stage delivery vector is described for that malware?",True,"BazarLoader (BazarBackdoor) is described as using a command-and-control server to deploy and install the backdoor, and it is described as being delivered primarily via phishing emails containing malicious attachments or links to malware-hosting websites.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Once the payload is distributed, a command-and-control (C&C) server is used to deploy and install the backdoor... primarily distributed via phishing emails that contain either malicious attachments or links to websites'}]","{'actors': [], 'malware': ['BazarLoader', 'BazarBackdoor'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
16,"Across the described intrusion chains, which ones explicitly include phishing as an initial delivery method and what payloads or objectives are associated with those phishing campaigns?",True,"Two described chains explicitly include phishing: (1) BazarLoader is primarily distributed via phishing emails to deliver malware, followed by C&C deployment of the backdoor; (2) Kasseika ransomware starts with phishing emails to steal employee account credentials for initial access, then proceeds to execution and disabling defenses before encryption.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'BazarLoader is also primarily distributed via phishing emails... a command-and-control (C&C) server is used to deploy and install the backdoor.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Kasseika attacks start with a phishing email... attempting to steal their account credentials, which will then be used for initial access to the corporate network.'}]","{'actors': [], 'malware': ['BazarLoader', 'BazarBackdoor', 'Kasseika'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
