id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are explicitly linked to nation-states, and what operational objectives are attributed to them?",True,Kimsuky is attributed to North Korea and described as conducting intelligence collection to support North Korea's strategic objectives. Fancy Bear (APT28/Sofacy/Swallowtail) is linked to the Russian government and described as motivated by intelligence gathering (cyberespionage).,"[{'source_id': 'cti_text_1', 'page': 1, 'quote': ""AhnLab attributed the activity to an advanced persistent threat group known as Kimsuky... for amassing intelligence to support North Korea's strategic objectives.""}, {'source_id': 'cti_text_2', 'page': 1, 'quote': 'Fancy Bear... is a cyberespionage group that is linked to the Russian government... motivated by intelligence gathering.'}]","{'actors': ['Kimsuky', 'APT28', 'Fancy Bear', 'Sofacy', 'Swallowtail'], 'malware': ['AppleSeed', 'Meterpreter', 'TinyNuke'], 'cves': [], 'sectors': ['Energy', 'Government', 'Media', 'Aerospace', 'Defense'], 'regions': ['North Korea', 'Russia', 'South Korea', 'Europe', 'Ukraine'], 'mitre': []}","{'from': None, 'to': None}",high
2,"What initial access technique is described for Kimsuky operations, and which malware families are delivered via that technique?",True,"Kimsuky operations are described as using spear-phishing to deliver backdoors/tools including AppleSeed, Meterpreter, and TinyNuke via malicious lure documents.","[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'using spear-phishing attacks to deliver... AppleSeed, Meterpreter, and TinyNuke'}, {'source_id': 'cti_text_1', 'page': 1, 'quote': 'espionage campaigns are realized through spear-phishing attacks containing malicious lure documents'}]","{'actors': ['Kimsuky'], 'malware': ['AppleSeed', 'Meterpreter', 'TinyNuke'], 'cves': [], 'sectors': [], 'regions': ['South Korea', 'North Korea'], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which malware is stated to have remained largely unchanged over an extended period, and which actor is associated with using it?",True,"AppleSeed is stated to have been used with similar methods for many years with no significant changes to the malware used together, and it is associated with Kimsuky operations.","[{'source_id': 'cti_text_1', 'page': 1, 'quote': 'attacks that use AppleSeed... used for many years with no significant changes... Kimsuky'}]","{'actors': ['Kimsuky'], 'malware': ['AppleSeed'], 'cves': [], 'sectors': [], 'regions': ['South Korea', 'North Korea'], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which threat actor group is described as using phishing campaigns and credential harvesting, and what sectors are named as targets?",True,"Fancy Bear (APT28/Sofacy/Swallowtail) is described as targeting the energy, government, media, aerospace, and defense sectors via phishing campaigns and credential harvesting.","[{'source_id': 'cti_text_2', 'page': 1, 'quote': 'targeting the energy, government, media, aerospace, and defense sectors via phishing campaigns and credential harvesting'}]","{'actors': ['APT28', 'Fancy Bear', 'Sofacy', 'Swallowtail'], 'malware': [], 'cves': ['CVE-2022-30190'], 'sectors': ['Energy', 'Government', 'Media', 'Aerospace', 'Defense'], 'regions': ['Russia'], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which vulnerability is mentioned as exploited via malicious documents, and which actor is linked to that activity?",True,CVE-2022-30190 (Follina) is mentioned as being exploited via malicious documents by Fancy Bear (APT28).,"[{'source_id': 'cti_text_2', 'page': 1, 'quote': 'sending malicious documents that contained an exploit for the Microsoft zero-day, Follina (CVE-2022-30190)'}]","{'actors': ['APT28', 'Fancy Bear'], 'malware': [], 'cves': ['CVE-2022-30190'], 'sectors': [], 'regions': ['Ukraine', 'Russia'], 'mitre': []}","{'from': '2022-07-01', 'to': '2022-07-31'}",high
6,"Which vulnerabilities are described as enabling remote code execution or privilege escalation on GitHub Enterprise Server, and what preconditions are stated?",True,CVE-2024-0200 is described as an unsafe reflection vulnerability that can allow attackers to access credentials within production containers via environment variables and can allow remote code execution on unpatched servers. CVE-2024-0507 is described as a high-severity command injection vulnerability allowing attackers with a Management Console user account with an editor role to escalate privileges.,"[{'source_id': 'cti_text_5', 'page': 1, 'quote': 'unsafe reflection vulnerability (tracked as CVE-2024-0200)... allow attackers to gain remote code execution on unpatched servers'}, {'source_id': 'cti_text_5', 'page': 1, 'quote': 'command injection vulnerability (CVE-2024-0507)... Management Console user account with an editor role to escalate privileges'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0200', 'CVE-2024-0507'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which ransomware family is linked to exploitation of Apache ActiveMQ, and which CVE is the exploited access vector?",True,HelloKitty ransomware is linked to exploitation activity targeting Apache ActiveMQ via CVE-2023-46604.,"[{'source_id': 'cti_text_7', 'page': 1, 'quote': 'critical remote code execution vulnerability... tracked as CVE-2023-46604... deploy ransomware... attributed... to the HelloKitty ransomware family'}]","{'actors': ['HelloKitty'], 'malware': ['HelloKitty ransomware'], 'cves': ['CVE-2023-46604'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which ransomware family is described as using double-extortion, and what additional leverage beyond encryption is stated?",True,HelloKitty ransomware is described as favoring double-extortion where operators encrypt data and also steal it to increase leverage for ransom demands.,"[{'source_id': 'cti_text_7', 'page': 1, 'quote': 'favor double-extortion attacks in which they have not just encrypted the data but also stolen it as additional leverage'}]","{'actors': ['HelloKitty'], 'malware': ['HelloKitty ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2020-01-01', 'to': None}",medium
9,"What tooling is described as enabling lateral propagation of a ransomware payload across a victim network, and which ransomware operation is associated with it?",True,A utility called Munchkin is described as allowing attackers to propagate the BlackCat ransomware payload to remote machines and shares on a victim organization network; it is associated with BlackCat ransomware operators.,"[{'source_id': 'cti_text_6', 'page': 1, 'quote': 'utility called Munchkin that allows attackers to propagate the BlackCat payload to remote machines and shares'}]","{'actors': ['BlackCat'], 'malware': ['BlackCat ransomware', 'Munchkin'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which ransomware operation is described as using a customized virtual machine to deploy malware, and what defensive rationale is given for this approach?",True,"BlackCat ransomware operators are described as leveraging a customized Alpine virtual machine to deploy malware, with the rationale that using VMs can help circumvent security solutions when deploying malware payloads.","[{'source_id': 'cti_text_6', 'page': 1, 'quote': 'loaded in a customized Alpine virtual machine (VM)... use VMs to circumvent security solutions in deploying their malware payloads'}]","{'actors': ['BlackCat'], 'malware': ['BlackCat ransomware', 'Munchkin'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
11,"Which GPU vulnerability is described as enabling recovery of sensitive data from local memory, and what types of victim data can be exposed?",True,"LeftoverLocals (CVE-2023-4969) is described as enabling retrieval of data from uninitialized local GPU memory; recovered data can reveal model inputs, outputs, weights, and intermediate computations.","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'Tracked as CVE-2023-4969... allows retrieving data from the local memory space... reveal... model inputs, outputs, weights, and intermediate computations.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4969'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
12,Which hardware or technology vendors are named as affected by the LeftoverLocals vulnerability?,True,"The vulnerability LeftoverLocals is described as affecting GPUs from AMD, Apple, Qualcomm, and Imagination Technologies.","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'affecting graphics processing units from AMD, Apple, Qualcomm, and Imagination Technologies'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4969'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
13,"Which vulnerable device type and CVE are described as remaining widely unpatched, and what collaboration signals among attackers are mentioned around exploiting it?",True,"Hikvision cameras affected by the command injection vulnerability CVE-2021-36260 are described as remaining widely unpatched (over 80,000 devices). Researchers also describe multiple instances of hackers looking to collaborate on exploiting these cameras, specifically in Russian dark web forums.","[{'source_id': 'cti_text_4', 'page': 1, 'quote': 'command injection flaw... CVE-2021-36260... over 80,000 affected devices remain unpatched'}, {'source_id': 'cti_text_4', 'page': 1, 'quote': 'multiple instances of hackers looking to collaborate on exploiting Hikvision cameras... in Russian dark web forums'}]","{'actors': ['APT41', 'MISSION2025/APT41', 'APT10'], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': [], 'regions': ['China', 'Russia', 'United States'], 'mitre': []}","{'from': None, 'to': None}",medium
14,"Which potential threat actor sets are speculated as candidates to exploit Hikvision camera vulnerabilities, and what uncertainty is stated?",True,"The text speculates that Chinese threat groups such as MISSION2025/APT41 and APT10 and its affiliates, as well as unknown Russian threat actor groups, could potentially exploit vulnerabilities in Hikvision devices; it also states the extent of damage is unclear and this is speculative.","[{'source_id': 'cti_text_4', 'page': 1, 'quote': ""could only speculate that 'Chinese threat groups such as MISSION2025/APT41, APT10... as well as unknown Russian threat actor groups could potentially exploit'""}, {'source_id': 'cti_text_4', 'page': 1, 'quote': 'The extent of the damage done already is unclear.'}]","{'actors': ['MISSION2025/APT41', 'APT41', 'APT10'], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': [], 'regions': ['China', 'Russia'], 'mitre': []}","{'from': None, 'to': None}",low
15,"How does the Apache ActiveMQ vulnerability disclosure-to-exploitation timeline illustrate operational risk, and what evidence indicates rapid attacker action?",True,"The text indicates rapid attacker action by stating that Rapid7 observed exploit activity starting the same day the Apache Software Foundation disclosed CVE-2023-46604, with adversaries attempting to deploy ransomware binaries.","[{'source_id': 'cti_text_7', 'page': 1, 'quote': 'Rapid7 reported observing exploit activity... starting the same day that ASF disclosed the threat... attempted to deploy ransomware binaries'}]","{'actors': ['HelloKitty'], 'malware': ['HelloKitty ransomware'], 'cves': ['CVE-2023-46604'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
16,"Which actor is described as targeting both computers and mobile devices, and what operational characteristic is stated about their campaign concurrency?",True,Fancy Bear (APT28/Sofacy/Swallowtail) is described as targeting both computers and mobile devices and running multiple intrusion operations concurrently.,"[{'source_id': 'cti_text_2', 'page': 1, 'quote': 'known to target both computers and mobile devices, running multiple intrusion operations concurrently'}]","{'actors': ['APT28', 'Fancy Bear', 'Sofacy', 'Swallowtail'], 'malware': [], 'cves': [], 'sectors': ['Energy', 'Government', 'Media', 'Aerospace', 'Defense'], 'regions': ['Russia'], 'mitre': []}","{'from': '2008-01-01', 'to': None}",high
