id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are reported to abuse the ms-appinstaller URI scheme to distribute malware, and what downstream impact can that access vector lead to?",True,"Microsoft observed multiple threat actors abusing the ms-appinstaller URI scheme (App Installer) as an access vector to distribute malware; this access vector may lead to ransomware distribution. Actors named include Storm-0569, Storm-1113, Sangria Tempest, and Storm-1674.","[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'Microsoft Threat Intelligence has observed threat actors... Storm-0569, Storm-1113, Sangria Tempest, and Storm-1674, utilizing the ms-appinstaller URI scheme (App Installer) to distribute malware... may lead to ransomware distribution.'}]","{'actors': ['Storm-0569', 'Storm-1113', 'Sangria Tempest', 'Storm-1674'], 'malware': ['Malware (unspecified)', 'Ransomware (unspecified)'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-11-01', 'to': None}",high
2,"What delivery mechanisms are described for distributing signed malicious MSIX application packages when abusing ms-appinstaller, and which actors are linked to a secondary phishing vector?",True,"Signed malicious MSIX packages were distributed using websites reached through malicious advertisements for legitimate popular software, leveraging the MSIX format and the ms-appinstaller protocol handler. A secondary vector described is phishing via Microsoft Teams, linked to Storm-1674.","[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'These threat actors distribute signed malicious MSIX application packages using websites accessed through malicious advertisements for legitimate popular software. A second vector of phishing through Microsoft Teams is also in use by Storm-1674.'}]","{'actors': ['Storm-1674'], 'malware': ['Malware kit (MSIX/ms-appinstaller abuse)'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-11-01', 'to': None}",high
3,"Which Iranian nation-state threat actor is linked to password spray activity, which sectors are reported as targeted, and what assessed objective is stated for the campaign?",True,"Peach Sandstorm (also referred to as HOLMIUM; formerly Holmium; also known as APT33/Elfin/Refined Kitten in a related description) is described as an Iranian nation-state actor observed conducting password spray activity against thousands of organizations, targeting the satellite, defense, and pharmaceutical sectors. Microsoft assesses the objective is likely intelligence collection in support of Iranian state interests.","[{'source_id': 'CTI_TEXTS-10', 'page': 1, 'quote': 'Microsoft has observed password spray activity... by an actor we track as Peach Sandstorm (HOLMIUM)... pursued organizations in the satellite, defense, and pharmaceutical sectors... likely used to facilitate intelligence collection in support of Iranian state interests.'}, {'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'Microsoft... tracking the activity... Peach Sandstorm (formerly Holmium), which is also known as APT33, Elfin, and Refined Kitten... The end goal... is to facilitate intelligence collection in support of Iranian state interests.'}]","{'actors': ['Peach Sandstorm', 'HOLMIUM', 'APT33', 'Elfin', 'Refined Kitten'], 'malware': [], 'cves': [], 'sectors': ['Satellite', 'Defense', 'Pharmaceutical'], 'regions': ['Iran'], 'mitre': []}","{'from': '2023-02-01', 'to': None}",high
4,"Which malware (backdoor) is attributed to the Iranian threat actor targeting the Defense Industrial Base, and what capabilities are described for it?",True,"The backdoor is FalseFont. It is described as a custom backdoor that allows operators to remotely access an infected system, launch additional files, and send information to command-and-control servers.","[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'deliver a never-before-seen backdoor called FalseFont... allow operators to remotely access an infected system, launch additional files, and send information to its command-and-control servers.'}]","{'actors': ['Peach Sandstorm'], 'malware': ['FalseFont'], 'cves': [], 'sectors': ['Defense Industrial Base'], 'regions': ['Iran'], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which China-based nation-state activity group is reported as targeting organizations in Taiwan, and what intent and tradecraft are described?",True,"Flax Typhoon is reported as a China-based nation-state activity group targeting dozens of organizations in Taiwan with likely intent to perform espionage. The tradecraft described is maintaining long-term access with minimal malware use, relying on operating-system built-in tools and some normally benign software to remain quietly in networks.","[{'source_id': 'CTI_TEXTS-3', 'page': 1, 'quote': 'group tracked as Flax Typhoon, based in China, that is targeting dozens of organizations in Taiwan with the likely intention of performing espionage... with minimal use of malware, relying on tools built into the operating system, along with some normally benign software.'}]","{'actors': ['Flax Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['China', 'Taiwan'], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which ransomware operation is reported as exploiting CVE-2021-40539 for initial access, and what victim-facing extortion mechanics are described?",True,"Trigona ransomware is reported as exploiting CVE-2021-40539 for initial access. After encryption, victims are provided an authorization key to register to a negotiation portal; the actors published stolen data on a leak site with bidding options for access and a countdown timer to pressure victims to pay.","[{'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'Trigona had been observed exploiting CVE-2021-40539 for initial access... provide an authorization key for victims to register to the negotiation portal... published critical data... on their leak site... bidding options... contained a countdown timer.'}]","{'actors': [], 'malware': ['Trigona'], 'cves': ['CVE-2021-40539'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"What relationship is described between Trigona and BlackCat, and what caveat is provided about similarities between the groups?",True,"Trigona is described as being linked to BlackCat (aka AlphaVM/AlphaV/ALPHV), but with a caveat that there are currently no known similarities between the two groups; it is suggested BlackCat may have only utilized or collaborated with the threat actors deploying Trigona.","[{'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'The Trigona ransomware is also linked to BlackCat... however, there are currently no known similarities between the two groups. It is possible that BlackCat only utilized or collaborated with the threat actors deploying Trigona.'}]","{'actors': ['BlackCat', 'ALPHV', 'AlphaVM', 'AlphaV'], 'malware': ['Trigona', 'BlackCat ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,Which extortion/ransomware operation is reported as being run by Snakefly and what vulnerability exploitation behavior is described for this operation?,True,"Clop is described as an extortion and ransomware operation run by the cyber-crime group Snakefly (aka TA505, FIN11). It is described as having a track record of exploiting zero-day vulnerabilities, including exploitation of vulnerabilities in Accellion FTA and a zero-day in GoAnywhere MFT (CVE-2023-0669).","[{'source_id': 'CTI_TEXTS-6', 'page': 1, 'quote': 'Clop is an extortion and ransomware operation run by a cyber-crime group known as Snakefly (aka TA505, FIN11)... track record in exploiting zero-day vulnerabilities... exploiting a zero-day vulnerability (CVE-2023-0669) in the GoAnywhere MFT platform.'}]","{'actors': ['Clop', 'Snakefly', 'TA505', 'FIN11'], 'malware': ['Ransom.Clop'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which organizations, software, and vulnerability are described in relation to authentication bypass in an ERP system, and what effect does exploitation enable?",True,"Apache OFBiz (an open-source ERP system) is described as having an authentication bypass vulnerability CVE-2023-51467 in login functionality, stemming from an incomplete patch for CVE-2023-49070. Exploitation of CVE-2023-51467 can return an authentication success message using empty/invalid credentials, enabling access to otherwise unauthorized internal resources.","[{'source_id': 'CTI_TEXTS-8', 'page': 1, 'quote': 'Apache OfBiz... ERP... vulnerability... CVE-2023-51467... bypass authentication... triggered using empty and invalid USERNAME and PASSWORD... return an authentication success message... enabling a threat actor to access otherwise unauthorized internal resources.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-51467', 'CVE-2023-49070'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which vulnerability is described as enabling remote code execution on unpatched GitHub Enterprise Server, and what type of credential exposure risk is also described?",True,CVE-2024-0200 is described as an unsafe reflection vulnerability that can allow attackers to gain remote code execution on unpatched servers. GitHub also rotated keys potentially exposed because the vulnerability could let attackers access credentials within production containers via environment variables.,"[{'source_id': 'CTI_TEXTS-9', 'page': 1, 'quote': 'unsafe reflection vulnerability (tracked as CVE-2024-0200) can allow attackers to gain remote code execution on unpatched servers... access credentials within production containers via environment variables.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0200'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
11,"What privilege requirement is described for exploiting GitHub Enterprise Server CVE-2024-0507, and what is the described impact on privileges?",True,CVE-2024-0507 is described as a command injection vulnerability that would allow attackers who have a Management Console user account with an editor role to escalate privileges.,"[{'source_id': 'CTI_TEXTS-9', 'page': 1, 'quote': 'fixed a second high-severity Enterprise Server command injection vulnerability (CVE-2024-0507) that would allow attackers using a Management Console user account with an editor role to escalate privileges.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0507'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
12,"Which ransomware family is described as using triple extortion, and what additional coercive technique beyond data exposure is explicitly mentioned?",True,"BlackCat (aka AlphaVM/AlphaV/ALPHV) is described as using triple extortion. Beyond exposing exfiltrated data, the group threatens to launch distributed denial-of-service (DDoS) attacks on victims' infrastructure to coerce payment.","[{'source_id': 'CTI_TEXTS-10b', 'page': 1, 'quote': ""BlackCat ransomware... use of triple extortion... Aside from exposing exfiltrated data... threaten to launch distributed denial-of-service (DDoS) attacks on their victims' infrastructure.""}]","{'actors': ['BlackCat', 'ALPHV', 'AlphaVM', 'AlphaV'], 'malware': ['BlackCat ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
