q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What published date is set for CVE-2023-36460?,2023-07-01,I don't know. The provided context does not contain information about CVE-2023-36460 or its published date.,0.0,0.0,0.0,1.9146030690102511,0.09090909090909091,0.09090909090909091,0.7760894894599915,0.0,0.0,1.0,2.795816213823855
1,simple,GRAG,What published date is set for CVE-2023-36460?,2023-07-01,"The published date for CVE-2023-36460 is **July 1, 2023**.",0.0,0.0,0.0,2.719665272174911,0.14285714285714288,0.14285714285714288,0.7885827422142029,0.0,0.0,1.0,10.782912160269916
1,simple,AGRAG,What published date is set for CVE-2023-36460?,2023-07-01,2023-07-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.000000238418579,1.0,0.0,1.0,7.0313426181674
1,simple,HRAG,What published date is set for CVE-2023-36460?,2023-07-01,2023-07-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.000000238418579,1.0,0.0,1.0,13.887949720956385
2,simple,RAG,What published date is set for CVE-2023-32369?,2023-05-18,"I don't know. The context only mentions that a fix for CVE-2023-32369 was included in Apple's security updates on May 18, 2023, but does not provide the specific published date of the CVE entry itself.",0.0,0.0,0.0,1.1784531110724779,0.09523809523809523,0.09523809523809523,0.787868320941925,0.0,0.0,1.0,2.239652500487864
2,simple,GRAG,What published date is set for CVE-2023-32369?,2023-05-18,"The published date for CVE-2023-32369 is **May 18, 2023**.",0.0,0.0,0.0,3.0098043843528286,0.28571428571428575,0.28571428571428575,0.7944093942642212,0.0,0.0,1.0,14.797562669031322
2,simple,AGRAG,What published date is set for CVE-2023-32369?,2023-05-18,The published date for CVE-2023-32369 is 2023-05-18.,1.0,0.0,0.0,26.58483576665878,0.42857142857142855,0.42857142857142855,0.8440119624137878,0.0,0.0,1.0,4.759466379880905
2,simple,HRAG,What published date is set for CVE-2023-32369?,2023-05-18,2023-05-18,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,15.020078358240426
3,simple,RAG,What motivation type is linked to Yanluowang?,financial,Financial (ransomware/criminal extortion),1.0,0.0,0.5,0.0,0.4,0.4,0.8497461080551147,0.3333333333333333,0.0,1.0,2.8866336531937122
3,simple,GRAG,What motivation type is linked to Yanluowang?,financial,Yanluowang is linked to a financial motivation type.,1.0,0.0,0.2222222222222222,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8133088946342468,0.125,0.0,1.0,10.896687982603908
3,simple,AGRAG,What motivation type is linked to Yanluowang?,financial,Financial.,1.0,0.0,0.0,0.0,1.0,1.0,0.9460834264755249,0.0,0.0,1.0,10.573773346841335
3,simple,HRAG,What motivation type is linked to Yanluowang?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,20.432281696237624
4,simple,RAG,What motivation type is linked to LockBit?,financial,"Financial motivation. The context describes LockBit operating a ransomware-as-a-service (RaaS) model with double extortion methods, marketing to affiliates, hiring network access brokers, and competing with other groups - all indicating profit-driven criminal activity.",1.0,0.0,0.05882352941176471,0.0,0.05405405405405406,0.05405405405405406,0.81308913230896,0.030303030303030304,0.0,1.0,4.657341439276934
4,simple,GRAG,What motivation type is linked to LockBit?,financial,Financial.,1.0,0.0,0.0,0.0,1.0,1.0,0.9460834264755249,0.0,0.0,1.0,18.93347117304802
4,simple,AGRAG,What motivation type is linked to LockBit?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.950304275378585
4,simple,HRAG,What motivation type is linked to LockBit?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,30.17487945407629
5,simple,RAG,What motivation string is stored on the BlackCat threat actor node?,financial,I don't know. The provided context does not mention any motivation string stored on a BlackCat threat actor node.,0.0,0.0,0.0,0.0,0.0,0.0,0.8118668794631958,0.0,0.0,1.0,2.459476607851684
5,simple,GRAG,What motivation string is stored on the BlackCat threat actor node?,financial,"The motivation string stored on the BlackCat threat actor node is ""financial"".",1.0,0.0,0.0,2.627961710408444,0.15384615384615385,0.15384615384615385,0.8033698201179504,0.0,0.0,1.0,21.522567276842892
5,simple,AGRAG,What motivation string is stored on the BlackCat threat actor node?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.7113613598048687
5,simple,HRAG,What motivation string is stored on the BlackCat threat actor node?,financial,financial,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12.094562648795545
6,simple,RAG,What malware family is assigned to Trigona?,ransomware,"Based on the provided context, Trigona is identified as ransomware, but no specific malware family assignment is mentioned. The text notes it's ""linked to BlackCat"" but states ""there are currently no known similarities between the two groups,"" suggesting they are distinct entities rather than family variants. I don't have sufficient information to identify a specific malware family for Trigona.",1.0,0.0,0.0,0.5238546714708301,0.03225806451612903,0.03225806451612903,0.7878310680389404,0.0,0.0,1.0,4.172157824970782
6,simple,GRAG,What malware family is assigned to Trigona?,ransomware,Trigona is classified as **ransomware**.,1.0,0.0,0.0,4.196114906296549,0.33333333333333337,0.33333333333333337,0.7926163673400879,0.0,0.0,1.0,17.812520458362997
6,simple,AGRAG,What malware family is assigned to Trigona?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,5.019901195541024
6,simple,HRAG,What malware family is assigned to Trigona?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,36.55468846298754
7,simple,RAG,What malware family is assigned to Wipers (various)?,Wiper,"I don't know. The context mentions ""various wipers"" but does not assign a specific malware family name to them.",1.0,0.0,0.0,0.0,0.0,0.0,0.8026593923568726,0.0,0.0,1.0,3.7228769520297647
7,simple,GRAG,What malware family is assigned to Wipers (various)?,Wiper,Wiper,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,19.8466968704015
7,simple,AGRAG,What malware family is assigned to Wipers (various)?,Wiper,Wiper,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,5.017852782271802
7,simple,HRAG,What malware family is assigned to Wipers (various)?,Wiper,Wiper,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,33.35897934343666
8,simple,RAG,What incident type is stored for unit42-il-destructive-series-2023?,destructive,Destructive cyberattacks,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.8053505420684814,0.5,0.0,1.0,3.0668387105688453
8,simple,GRAG,What incident type is stored for unit42-il-destructive-series-2023?,destructive,destructive,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,14.710753368213773
8,simple,AGRAG,What incident type is stored for unit42-il-destructive-series-2023?,destructive,destructive,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,4.0897147580981255
8,simple,HRAG,What incident type is stored for unit42-il-destructive-series-2023?,destructive,destructive,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,21.632391000166535
9,simple,RAG,What incident type is stored for lockbit-ops-2021-10?,ransomware,"I don't know. The provided context mentions LockBit 2.0 release and expansion to Linux hosts in October 2021, but it doesn't specify what incident type is stored for the identifier ""lockbit-ops-2021-10"".",0.0,0.0,0.0,0.0,0.0,0.0,0.7945425510406494,0.0,0.0,1.0,2.5710026416927576
9,simple,GRAG,What incident type is stored for lockbit-ops-2021-10?,ransomware,Ransomware,1.0,1.0,1.0,0.0,1.0,1.0,0.8156494498252869,1.0,0.0,1.0,13.177062117494643
9,simple,AGRAG,What incident type is stored for lockbit-ops-2021-10?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,5.3563712779432535
9,simple,HRAG,What incident type is stored for lockbit-ops-2021-10?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,21.8118283636868
10,simple,RAG,What is the incident date for symantec-yanluowang-us-2021-10-attempted-deploy?,2021-10-01,"Based on the provided context, the incident date is **October 2021**. The specific day is not mentioned.",0.0,0.0,0.0,1.5732934811145336,0.1,0.1,0.7640395164489746,0.0,0.0,1.0,5.073408437892795
10,simple,GRAG,What is the incident date for symantec-yanluowang-us-2021-10-attempted-deploy?,2021-10-01,"October 1, 2021",0.0,0.0,0.0,12.44023474812678,0.3333333333333333,0.3333333333333333,0.8195739984512329,0.0,0.0,1.0,19.367970761843026
10,simple,AGRAG,What is the incident date for symantec-yanluowang-us-2021-10-attempted-deploy?,2021-10-01,2021-10-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,5.227577189914882
10,simple,HRAG,What is the incident date for symantec-yanluowang-us-2021-10-attempted-deploy?,2021-10-01,2021-10-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,36.01363311428577
