id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are explicitly linked to password spraying as an initial access technique, and what victim environments were targeted?",True,"Midnight Blizzard (also known as Nobelium/APT29) is explicitly linked to password spraying, which was used to access a legacy non-production test tenant account in Microsoft’s environment, leading to breach of some corporate email accounts and theft of emails and attachments.","[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'the attack was conducted by Russian threat actors known more commonly as Nobelium or APT29... conducted a password spray attack to access a legacy non-production test tenant account'}]","{'actors': ['Midnight Blizzard', 'Nobelium', 'APT29'], 'malware': [], 'cves': [], 'sectors': ['Information Technology'], 'regions': ['Russia'], 'mitre': []}","{'from': '2023-11-01', 'to': '2024-01-12'}",high
2,What actor-to-initial-access-to-credential-theft chain is described where exploitation of internet-facing devices leads to Active Directory credential extraction and subsequent lateral authentication attempts?,True,"Volt Typhoon is described as achieving initial access through internet-facing Fortinet FortiGuard devices, then leveraging device privileges to extract credentials to an Active Directory account used by the device, and then attempting to authenticate to other devices on the network using those credentials.","[{'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'achieves initial access... through internet-facing Fortinet FortiGuard devices... extracts credentials to an Active Directory account used by the device, and then attempts to authenticate to other devices on the network with those credentials'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which actor is reported to proxy operational traffic through compromised SOHO edge devices, and which device manufacturers are explicitly listed as involved?",True,"Volt Typhoon is reported to proxy network traffic through compromised SOHO network edge devices. The explicitly listed manufacturers include ASUS, Cisco, D-Link, NETGEAR, and Zyxel.","[{'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'Volt Typhoon proxies all its network traffic... through compromised SOHO network edge devices... devices... manufactured by ASUS, Cisco, D-Link, NETGEAR, and Zyxel'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
4,"Which malware families are associated with Chinese-speaking actors in the described targeting of online gambling sites, and what operating systems are targeted?",True,"Earth Berberoka (aka GamblingPuppet) is reported to use malware families attributed to Chinese-speaking actors, including PlugX and Gh0st RAT. The group’s malware is described as multiplatform, targeting Windows, Linux, and macOS.","[{'source_id': 'CTI_TEXTS-8', 'page': 1, 'quote': 'targets online gambling sites... uses... malware families... attributed to Chinese-speaking actors, including PlugX and Gh0st RAT... multiplatform, targeting the Windows, Linux, and macOS operating systems'}]","{'actors': ['Earth Berberoka', 'GamblingPuppet'], 'malware': ['PlugX', 'Gh0st RAT', 'PuppetLoader'], 'cves': [], 'sectors': ['Online Gambling'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which vulnerability is described as enabling remote code execution in GitHub Enterprise Server via unsafe reflection, and what other vulnerability enables privilege escalation for Management Console editor-role users?",True,CVE-2024-0200 is described as an unsafe reflection vulnerability that can allow attackers to gain remote code execution on unpatched servers. CVE-2024-0507 is described as a command injection vulnerability that can allow attackers with a Management Console user account (editor role) to escalate privileges.,"[{'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'unsafe reflection vulnerability (tracked as CVE-2024-0200) can allow attackers to gain remote code execution... command injection vulnerability (CVE-2024-0507)... escalate privileges'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0200', 'CVE-2024-0507'], 'sectors': ['Software Development Platforms'], 'regions': [], 'mitre': []}","{'from': None, 'to': '2024-12-31'}",high
6,"Which actor exploited a Windows vulnerability in order to escalate privileges and then enable kernel-level manipulation via a rootkit, and what is the CVE identifier of the vulnerability?",True,Lazarus (North Korean threat group) exploited CVE-2024-21338 for privilege escalation and used the resulting elevated access to establish kernel read/write primitives enabling direct kernel object manipulation via the FudModule rootkit.,"[{'source_id': 'CTI_TEXTS-3', 'page': 1, 'quote': 'Lazarus exploited a Windows zero-day vulnerability for privilege escalation in attacks involving a rootkit named FudModule... vulnerability is tracked as CVE-2024-21338'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': ['North Korea'], 'mitre': []}","{'from': '2023-08-01', 'to': '2024-02-29'}",high
7,"What is the described exploit chain for Xamalicious from initial permission abuse to second-stage payload execution, and what financially motivated actions can result?",True,"Xamalicious abuses Android accessibility permissions, gathers device metadata, and contacts a command-and-control server to fetch a second-stage payload after checking suitability; the second stage is dynamically injected as an assembly DLL at runtime to take full control of the device. Potential financially motivated actions include clicking on ads and installing apps without user consent.","[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': ""abuses the operating system's accessibility permissions... contacting a command-and-control (C2) server to fetch a second-stage payload... second stage is dynamically injected as an assembly DLL... perform fraudulent actions such as clicking on ads, installing apps""}]","{'actors': [], 'malware': ['Xamalicious'], 'cves': [], 'sectors': ['Mobile'], 'regions': [], 'mitre': []}","{'from': '2020-07-01', 'to': None}",high
8,"Which malware is reported to modify browser settings and redirect traffic, and what scripting mechanism is highlighted as increasing its risk of leading to follow-on advanced activity?",True,ChromeLoader is reported to modify Chrome settings and redirect victims to advertisement websites. Its use of PowerShell is highlighted as increasing the risk of follow-on advanced malicious activity such as ransomware or spyware propagation or theft of browser-session data.,"[{'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'ChromeLoader... browser extension, modifying victims’ Chrome settings and redirecting user traffic... its use of PowerShell could pose a greater risk by leading to... ransomware or spyware or theft of browser-session data'}]","{'actors': [], 'malware': ['ChromeLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-01-01', 'to': None}",high
9,"Which threat actor is associated with exploitation of an internet-facing Fortinet device for initial access and then proxying traffic through compromised SOHO devices, and what defensive recommendation is given to reduce exposure?",True,Volt Typhoon is associated with initial access via internet-facing Fortinet FortiGuard devices and proxying through compromised SOHO edge devices. The defensive recommendation is to ensure SOHO edge-device management interfaces are not exposed to the public internet to reduce attack surface.,"[{'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'achieves initial access... through internet-facing Fortinet FortiGuard devices... proxies all its network traffic... through compromised SOHO... Owners of network edge devices should ensure that management interfaces are not exposed to the public internet'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which vulnerability is described as a WebKit confusion issue enabling code execution after a user opens a malicious web page, and which Apple device platforms are explicitly stated as impacted?",True,"CVE-2024-23222 is described as a WebKit confusion issue that can be exploited for code execution after opening a malicious web page. The impacted platforms are iOS, macOS, and tvOS (iPhones, Macs, and Apple TVs).","[{'source_id': 'CTI_TEXTS-9', 'page': 1, 'quote': 'tracked as CVE-2024-23222 and is a WebKit confusion issue... gain code execution... after opening a malicious web page... devices running vulnerable iOS, macOS, and tvOS'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-23222'], 'sectors': ['Consumer Electronics'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
11,"Which operation is described as compromising a website to host malware and delivering multiple malware samples by redirecting users to a weaponized proof-of-concept exploit, and what CVE is explicitly cited?",True,"Operation Earth Kitsune is described as compromising websites to host malware and redirecting users to a weaponized proof-of-concept exploit for CVE-2019-5782, which then infected victim machines with three separate malware samples.","[{'source_id': 'CTI_TEXTS-6', 'page': 1, 'quote': 'Operation Earth Kitsune... aiming to compromise websites to host malware... redirected to a weaponized version of a proof of concept (POC) for the CVE-2019-5782 Google Chrome vulnerability... infecting the victim machine with three separate malware samples'}]","{'actors': ['Operation Earth Kitsune'], 'malware': [], 'cves': ['CVE-2019-5782'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
12,"Which ransomware operation is described as using multiple distribution vectors and also using another ransomware operation’s encryptors, and what notable disruption impact is described on a victim organization?",True,Royal ransomware is described as being distributed via malicious attachments and malicious advertisements and as having used other ransomware operations’ encryptors (example given: BlackCat). A notable impact described is a ransomware attack on Silverstone Circuit that held up dozens of Formula One races and motorcycle events.,"[{'source_id': 'CTI_TEXTS-6', 'page': 1, 'quote': 'Some Royal ransomware campaigns distribute the malware via malicious attachments, and some... via malicious advertisements'}, {'source_id': 'CTI_TEXTS-6', 'page': 1, 'quote': ""utilizing other ransomware operation's encryptors, such as BlackCat... took responsibility for a ransomware attack... Silverstone Circuit... held up dozens of Formula One races and motorcycle events""}]","{'actors': ['Royal'], 'malware': ['Royal ransomware', 'BlackCat encryptor'], 'cves': [], 'sectors': ['Sports and Entertainment'], 'regions': ['United States', 'United Kingdom'], 'mitre': []}","{'from': '2022-01-01', 'to': '2022-11-30'}",high
13,"Which malware is described as contacting a command-and-control server to fetch a second-stage payload only after checking device suitability, and what development framework is it associated with?",True,Xamalicious is described as gathering device metadata and contacting a C2 server to fetch a second-stage payload only after determining the device 'fits the bill'. It is associated with the Xamarin open-source mobile app framework.,"[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'developed using an open-source mobile app framework called Xamarin... contacting a command-and-control (C2) server to fetch a second-stage payload, but only after determining if it fits the bill'}]","{'actors': [], 'malware': ['Xamalicious'], 'cves': [], 'sectors': ['Mobile'], 'regions': [], 'mitre': []}","{'from': '2020-07-01', 'to': None}",high
14,"What distinct privilege-escalation paths are described across the texts, and which actors or products are associated with each path?",True,Two privilege-escalation paths are described: (1) Lazarus exploiting a Windows kernel driver vulnerability (CVE-2024-21338 in appid.sys/AppLocker context) for privilege escalation and kernel manipulation; (2) GitHub Enterprise Server vulnerability CVE-2024-0507 enabling privilege escalation for attackers who have a Management Console editor-role user account.,"[{'source_id': 'CTI_TEXTS-3', 'page': 1, 'quote': 'Lazarus... exploited... CVE-2024-21338... for privilege escalation... establish a kernel read/write primitive'}, {'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'Enterprise Server command injection vulnerability (CVE-2024-0507) that would allow attackers using a Management Console user account with an editor role to escalate privileges'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338', 'CVE-2024-0507'], 'sectors': ['Software Development Platforms'], 'regions': ['North Korea'], 'mitre': []}","{'from': '2023-08-01', 'to': '2024-02-29'}",high
15,"Which threat actor incident explicitly involved the compromise of corporate email accounts and theft of emails and attachments, and which internal teams were among the compromised accounts?",True,Midnight Blizzard (Nobelium/APT29) is explicitly described as breaching some of Microsoft’s corporate email accounts and stealing emails and attachments; compromised accounts included members of Microsoft’s leadership team and employees in the cybersecurity and legal departments.,"[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': ""some of its corporate email accounts were breached and data stolen by... Midnight Blizzard... breached email accounts included members of Microsoft's leadership team and employees in the cybersecurity and legal departments, from which the hackers stole emails and attachments""}]","{'actors': ['Midnight Blizzard', 'Nobelium', 'APT29'], 'malware': [], 'cves': [], 'sectors': ['Information Technology'], 'regions': ['Russia'], 'mitre': []}","{'from': '2023-11-01', 'to': '2024-01-12'}",high
16,"Which question set from the report about sector targeting, ransomware prevalence, DDoS volume, or critical infrastructure impacts can be answered using only the provided CTI_TEXTS?",False,,"[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'some of its corporate email accounts were breached and data stolen by a Russian state-sponsored hacking group known as Midnight Blizzard'}]","{'actors': [], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",low
