id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What is Magnet Goblin's stated motivation?,True,financial,,,
2,simple,What type is incident checkpoint_magnetgoblin_ivanti_flaws?,True,intrusion,,,
3,simple,What date is set for incident checkpoint_2022_attack_magento_servers?,True,2022-01-01,,,
4,simple,What technique_id corresponds to Exploit Public-Facing Application?,True,T1190,,,
5,simple,What is the published_on date for the TeamCity disclosure source?,True,2024-03-06,,,
6,simple,What date is assigned to incident inc-teamcity-cve-2024-27198-mass-exploitation-2024-03-06?,True,2024-03-06,,,
7,simple,What confidence is recorded for inc_mispadu_ursa_spam_001 attribution?,True,low,,,
8,simple,What sponsor is recorded for Lazarus?,True,North Korea,,,
9,simple,What motivation type is linked to Lazarus?,True,espionage,,,
10,simple,What sector is assigned to victim Engineers?,True,Technology,,,
11,simple,What is the incident type for operation-interception-incident-1?,True,cyberespionage,,,
12,simple,What is the incident type for mallox-activity-increase-2023?,True,ransomware,,,
13,simple,Does mallox-activity-increase-2023 mark exfiltration as true or false?,True,true,,,
14,simple,What is the tactic for technique T1059.001?,True,Execution,,,
15,simple,What is the published_date for CVE-2023-32369?,True,2023-05-18,,,
16,single_hop,Which malware are involved in operation-interception-incident-1?,True,"FinderFontsUpdater.app, safarifontagent",,,
17,single_hop,Which tool is involved in incident-cve-2022-34713-active-exploitation?,True,Microsoft Windows Support Diagnostic Tool,,,
18,single_hop,Which CVEs are exploited in checkpoint_magnetgoblin_qlik_sense_targeting?,True,"CVE-2023-41265, CVE-2023-41266, CVE-2023-48365",,,
19,single_hop,Which technique is used by inc_mispadu_ursa_spam_001?,True,T1566,,,
20,single_hop,Which victims are targeted by inc_mispadu_ursa_spam_001?,True,"Spanish-language Windows systems, Portuguese-language Windows systems",,,
21,single_hop,Which countries does inc_mispadu_ursa_spam_001 occur in?,True,"Mexico, Spain, Portugal",,,
22,single_hop,Which CVE is exploited in incident-cve-2022-34713-active-exploitation?,True,CVE-2022-34713,,,
23,single_hop,Which mitigation mitigates incident-cve-2022-34713-active-exploitation?,True,Patch Management,,,
24,single_hop,Which CVEs are exploited in inc-teamcity-cve-2024-27198-mass-exploitation-2024-03-06?,True,CVE-2024-27198,,,
