q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,The publisher listed for source cisa-fivehands-2021-05-06 is CISA.,1.0,0.0,0.0,3.0890553181566975,0.15384615384615385,0.15384615384615385,0.8072174787521362,0.0,0.0,1.0,0.9919474432244897
1,simple,GRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,The publisher listed for source cisa-fivehands-2021-05-06 is CISA.,1.0,0.0,0.0,3.0890553181566975,0.15384615384615385,0.15384615384615385,0.8072174787521362,0.0,0.0,1.0,4.386636003851891
1,simple,AGRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,CISA,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,2.275141231715679
1,simple,HRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,CISA,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,3.344631944783032
2,simple,RAG,What date is stored on incident inc-fivehands-2021-05-06-1?,2021-05-06,"The date stored on incident inc-fivehands-2021-05-06-1 is May 6, 2021.",1.0,0.0,0.0,14.216645907653843,0.33333333333333337,0.33333333333333337,0.825648307800293,0.0,0.0,1.0,1.0735575100407004
2,simple,GRAG,What date is stored on incident inc-fivehands-2021-05-06-1?,2021-05-06,"The date stored on incident inc-fivehands-2021-05-06-1 is May 6, 2021.",1.0,0.0,0.0,14.216645907653843,0.33333333333333337,0.33333333333333337,0.825648307800293,0.0,0.0,1.0,3.9892533598467708
2,simple,AGRAG,What date is stored on incident inc-fivehands-2021-05-06-1?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.814010982401669
2,simple,HRAG,What date is stored on incident inc-fivehands-2021-05-06-1?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,3.7373542236164212
3,simple,RAG,What family classification is set for malware FiveHands?,Ransomware,FiveHands is classified as a completely new malware family.,0.0,0.0,0.0,0.0,0.0,0.0,0.8407326340675354,0.0,0.0,1.0,0.929460852406919
3,simple,GRAG,What family classification is set for malware FiveHands?,Ransomware,The malware FiveHands is classified under the Ransomware family.,1.0,0.0,0.19999999999999998,4.196114906296549,0.19999999999999998,0.19999999999999998,0.8779548406600952,0.1111111111111111,0.0,1.0,3.2025855826213956
