id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are associated with credential phishing, and which target types (sectors or victim groups) do they pursue?",True,"Two actors in the provided texts are explicitly associated with credential phishing: (1) COLDRIVER, a Russian threat group, which conducts credential phishing against high-profile individuals (NGOs, former intelligence and military officers) and also targets NATO governments, academic institutions, and NGOs; and (2) Fancy Bear (APT28), which has used phishing campaigns and credential harvesting while targeting multiple sectors including energy, government, media, aerospace, and defense.","[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'COLDRIVER ... focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Fancy Bear ... targeting the energy, government, media, aerospace, and defense sectors via phishing campaigns and credential harvesting.'}]","{'actors': ['COLDRIVER', 'Fancy Bear'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academia', 'Energy', 'Media', 'Aerospace', 'Defense'], 'regions': ['Russia'], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which malware families are described as being delivered via phishing, and what intermediate delivery mechanisms (attachments, links, or file-hosting services) are used?",True,BazarLoader is described as primarily distributed via phishing emails using either malicious attachments or links to websites (often free online file-hosting solutions) hosting the malware. Conti is described as arriving through BazarLoader delivered via phishing emails containing a Google Drive link that downloads the malware.,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'BazarLoader is also primarily distributed via phishing emails that contain either malicious attachments or links to websites (typically free, online file-hosting solutions) that host malware.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Conti can arrive in the system through BazarLoader, which is delivered via phishing emails containing a Google Drive link that downloads the malware.'}]","{'actors': [], 'malware': ['BazarLoader', 'Conti'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which ransomware families are linked through shared delivery or operational lineage, and what evidence supports that linkage?",True,"Quantum ransomware is described as operationally linked to Conti: AdvIntel confirmed Quantum is a splinter group from Conti and that the operation was taken over by 'Conti Team Two' while retaining Quantum’s name. Separately, Ryuk is described as using BazarLoader, and the text notes a connection between the actor behind TrickBot and BazarLoader, implying ecosystem linkages between these delivery frameworks and ransomware operations.","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'AdvIntel, confirmed that Quantum is a splinter group from Conti and that the ransomware operation was taken over by Conti Team Two'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Starting this year, Ryuk began using another dropper called BazarLoader'}]","{'actors': ['Conti'], 'malware': ['Quantum ransomware', 'Conti', 'Ryuk', 'BazarLoader', 'TrickBot'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-01-01', 'to': '2022-12-31'}",medium
4,"Which actors or malware use command-and-control (C2) infrastructure to deploy additional payloads or maintain remote access, and what capabilities are described?",True,"Multiple entries describe C2 usage: BazarLoader uses a C&C server to deploy and install its backdoor after initial delivery. LONEPAGE is described as contacting a C2 server to retrieve additional payloads (e.g., keyloggers, stealers, screenshot malware). FalseFont is described as sending information to its command-and-control servers and enabling remote access and file execution. ToddyCat’s backdoors (Samurai and Ninja) are described as enabling complete control of victim hardware and networks within Exchange environments.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'a command-and-control (C&C) server is used to deploy and install the backdoor'}, {'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'LONEPAGE ... capable of contacting a command-and-control (C2) server to retrieve additional payloads such as keyloggers, stealers, and screenshot malware.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'FalseFont is a custom backdoor with a wide range of functionalities that allow operators to remotely access an infected system, launch additional files, and send information to its [command-and-control] servers.'}, {'source_id': 'CTI_TEXTS_9B', 'page': 1, 'quote': 'compromised with Samurai, a sophisticated passive backdoor'}]","{'actors': ['ToddyCat', 'UAC-0099', 'Peach Sandstorm'], 'malware': ['BazarLoader', 'LONEPAGE', 'FalseFont', 'Samurai', 'Ninja'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2020-12-01', 'to': None}",high
5,"Which vulnerabilities (CVEs) are explicitly tied to specific malware deployment or exploitation chains, and which malware or affected products are associated with each CVE?",True,The texts link several CVEs to exploitation or compromise chains: CVE-2023-38831 is used via booby-trapped ZIP files to distribute the LONEPAGE malware (WinRAR vulnerability). CVE-2018-13379 and CVE-2018-13374 (FortiGate firewall vulnerabilities) are described as alternative exploit paths used for Conti ransomware delivery. ProxyShell (Microsoft Exchange vulnerabilities) is also cited as an arrival path for Conti. CVE-2022-30190 (Follina) is described as used in malicious documents sent by Fancy Bear (APT28). CVE-2024-23832 and CVE-2023-36460 are described as Mastodon vulnerabilities enabling account takeover/impersonation and web shell creation respectively.,"[{'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'ZIP files exploit the WinRAR vulnerability (CVE-2023-38831 ... ) to distribute LONEPAGE.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'the ransomware can arrive via exploiting the the FortiGate firewall vulnerabilities CVE-2018-13379 and CVE-2018-13374.'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'malicious documents that contained an exploit for the Microsoft zero-day, Follina (CVE-2022-30190).'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'fixed a critical vulnerability ... tracked as CVE-2024-23832 ... allowing attackers to impersonate users and take over their accounts.'}]","{'actors': ['Fancy Bear'], 'malware': ['LONEPAGE', 'Conti'], 'cves': ['CVE-2023-38831', 'CVE-2018-13379', 'CVE-2018-13374', 'CVE-2022-30190', 'CVE-2024-23832', 'CVE-2023-36460'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which actors are described as targeting Microsoft Exchange servers, and what malware or backdoors are used in those Exchange-focused campaigns?",True,"ToddyCat is described as targeting Microsoft Exchange servers of high-profile government and military installations, compromising Exchange servers with a passive backdoor called Samurai (and also using Ninja in the Exchange environment). Conti is described as arriving via exploitation of the ProxyShell Microsoft Exchange vulnerabilities, but the text does not name a specific Exchange-resident backdoor for Conti in that path.","[{'source_id': 'CTI_TEXTS_9B', 'page': 1, 'quote': 'ToddyCat ... attacks targeting Microsoft Exchange servers of high-profile government and military installations'}, {'source_id': 'CTI_TEXTS_9B', 'page': 1, 'quote': 'Microsoft Exchange Servers ... compromised with Samurai'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Conti can also arrive as a result of the exploitation of the ProxyShell Microsoft Exchange vulnerabilities.'}]","{'actors': ['ToddyCat', 'Conti'], 'malware': ['Samurai', 'Ninja'], 'cves': [], 'sectors': ['Government', 'Military'], 'regions': ['Asia', 'Europe'], 'mitre': []}","{'from': '2020-12-01', 'to': None}",high
7,"Which actors or malware are linked to credential access or harvesting, and what delivery mechanisms are associated with that credential access?",True,"Fancy Bear (APT28) is described as using phishing campaigns and credential harvesting. COLDRIVER is described as focused on credential phishing, using impersonation accounts to build trust and then sending phishing links/documents. Peach Sandstorm is linked to password spray attacks (a credential access method). Conti is described as harvesting credentials as part of its operations after initial access, and it may seek domain admin credentials.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'targeting ... via phishing campaigns and credential harvesting.'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'COLDRIVER ... focused on credential phishing activities'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'Microsoft linked the group to password spray attacks carried out against thousands of organizations globally'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'they actively look for files to exfiltrate in the discovery stage... rely on finding the domain admin credentials to gain full access to the domain'}]","{'actors': ['Fancy Bear', 'COLDRIVER', 'Peach Sandstorm', 'Conti'], 'malware': [], 'cves': [], 'sectors': ['Government', 'NGO', 'Academia'], 'regions': ['Russia', 'Iran'], 'mitre': []}","{'from': None, 'to': None}",medium
8,"Which malware or actor workflows include data exfiltration or extortion, and what stages or tools are described as supporting exfiltration?",True,"Conti is explicitly described as using double extortion tactics, stealing files prior to (or alongside) ransomware actions; it uses ShareFinder to identify shares for exfiltration and ransomware deployment. Quantum’s description focuses on initial access via BazarCall but does not explicitly mention exfiltration; Mastodon vulnerability 'TootRoot' enables compromise and access to sensitive user information and communications, which could enable data theft, but extortion is not stated.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Since the operators employ double extortion tactics, they actively look for files to exfiltrate'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'use tools such as ShareFinder to identify the shares needed for exfiltration and ransomware deployment.'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'completely compromise Mastodon servers, allowing them to access sensitive user information, communications, and plant backdoors.'}]","{'actors': ['Conti'], 'malware': ['Conti'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which actor is described as specializing in telecommunications targeting, and what initial intrusion technique and post-compromise capabilities are described?",True,"Grayfly (aka GREF, Wicked Panda) is described as focusing on telecommunications (and also targeting media, finance, and IT service providers). Its typical initial intrusion method is targeting publicly facing web servers to install web shells. Post-compromise, it installs custom backdoors (Backdoor.Motnug/TOMMYGUN/CROSSWALK) and can proxy connections to reach harder-to-access network segments, enabling comprehensive remote access.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Grayfly has continued with its focus on telecommunications'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Typically Grayfly targets publicly facing web servers to install web shells for initial intrusion'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'These tools allow the attackers to have comprehensive remote access to the network and proxy connections allowing them to access hard-to-reach segments'}]","{'actors': ['Grayfly'], 'malware': ['Backdoor.Motnug', 'Trojan.Chattak', 'Cobalt Strike'], 'cves': [], 'sectors': ['Telecommunications', 'Media', 'Finance', 'IT service provider'], 'regions': ['Asia', 'Europe', 'North America'], 'mitre': []}","{'from': '2017-03-01', 'to': None}",high
10,"Which actors are linked to Iranian state interests, and what sectors are described as being targeted to support those interests?",True,"Peach Sandstorm (also known as APT33, Elfin, Refined Kitten) is described as delivering the FalseFont backdoor and conducting activity intended to facilitate intelligence collection in support of Iranian state interests. The sectors singled out include satellite, defense, and pharmaceutical, and a campaign is described against organizations in the Defense Industrial Base (DIB).","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'The end goal ... is to facilitate intelligence collection in support of Iranian state interests.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'The intrusions primarily singled out satellite, defense, and pharmaceutical sectors.'}]","{'actors': ['Peach Sandstorm'], 'malware': ['FalseFont'], 'cves': [], 'sectors': ['Defense Industrial Base', 'Satellite', 'Defense', 'Pharmaceutical'], 'regions': ['Iran'], 'mitre': []}","{'from': '2013-01-01', 'to': '2023-07-31'}",high
