id,category,question,answerable,answer
1,simple,What motivation is set for threat actor UAC-0099?,True,espionage
2,simple,What type is recorded for incident INC_UAC-0099_CERT-UA_2023-06?,True,intrusion
3,simple,What date is set on incident cert-ua_uac-0050_remcos_phishing_2023-02?,True,2023-02-01
4,simple,What family value is set for malware FudModule?,True,Rootkit
5,simple,What sponsor value is set for threat actor Lazarus?,True,North Korea
6,simple,What tactic is set for technique T1068?,True,Privilege Escalation
7,simple,What CVSS score is stated in the summary of CVE-2023-49070?,True,9.8
8,simple,What software version boundary is mentioned for CVE-2023-49070?,True,prior to 18.12.10
9,simple,What publisher is set for source unit42-contagious-interview-wagemole?,True,Unit 42
10,simple,What sponsor is set for threat actor Snakefly?,True,cyber-crime
11,simple,What motivation is set for threat actor Snakefly?,True,financial
12,simple,What technique name is set for technique T1003?,True,OS Credential Dumping
13,simple,What ISO2 code is set for country Poland?,True,PL
14,simple,What published_on date is set for source google-chrome-advisory-cve-2022-2856?,True,2022-01-01
15,simple,What summary describes capability Automation?,True,Automated fraud/credential theft at scale.
16,single_hop,Which malware does threat actor UAC-0050 use?,True,Remcos RAT
17,single_hop,Which CVE does incident avast-lazarus-cve-2024-21338-observed-2023 exploit?,True,CVE-2024-21338
18,single_hop,Which technique does Dyre use for credential access?,True,T1555
19,single_hop,Which capability does Dyre leverage?,True,Automation
20,single_hop,Which country is US-based organizations located in?,True,United States
21,single_hop,Which sector is targeted by incident symantec-broadcom-budworm-aug2023-2?,True,Government
22,single_hop,Which threat actor is incident clop-goanywhere-mft-cve-2023-0669 attributed to?,True,Snakefly
23,single_hop,Which CVE is exploited in incident clop-goanywhere-mft-cve-2023-0669?,True,CVE-2023-0669
24,single_hop,Which country is Ukraine media entities located in?,True,Ukraine
25,single_hop,Which motivation node is UAC-0099 linked to?,True,espionage
26,single_hop,Which malware does Ryuk use per the advisory excerpt?,True,BazarLoader
27,single_hop,Which infrastructure does BazarLoader abuse?,True,C&C server
28,single_hop,Which technique does BazarLoader use with ID T1566.002?,True,Spearphishing Link
29,single_hop,Which campaign includes Unspecified malware (installed via interview process)?,True,Contagious Interview
30,single_hop,Which malware does threat actor Budworm use?,True,SysUpdate
31,multi_hop,Which CVE is exploited by malware used by UAC-0099?,True,CVE-2023-38831
32,multi_hop,Which technique IDs are used by malware used by Dyre?,True,"T1555, T1204"
33,multi_hop,Which countries are linked to victims attacked by Dyre?,True,"United States, United Kingdom"
34,multi_hop,Which countries contain victims targeted in incident cert-ua_uac-0050_remcos_phishing_2023-02?,True,"Ukraine, Poland"
35,multi_hop,Which technique is used by incident attributed to Lazarus?,True,T1068
36,multi_hop,Which CVE is exploited by malware involved in the Lazarus observed-2023 incident?,True,CVE-2024-21338
37,multi_hop,How many motivations are linked to the North Korea state-sponsored threat actor?,True,2
38,multi_hop,Which motivations are linked to the North Korea state-sponsored threat actor?,True,"financial, espionage"
39,multi_hop,How many campaigns include the North Korea state-sponsored threat actor?,True,2
40,multi_hop,Which victims are targeted by campaigns that include the North Korea state-sponsored threat actor?,True,"Job-seeking software developers, US-based organizations"
41,multi_hop,How many aliases are recorded for threat actor Snakefly?,True,2
42,multi_hop,List Snakefly aliases recorded via has_alias relationships.,True,"TA505, FIN11"
43,multi_hop,How many incidents are attributed to Snakefly in the data?,True,2
44,multi_hop,How many incidents involve SysUpdate malware?,True,2
45,multi_hop,Which sectors are targeted by incidents involving SysUpdate?,True,"Technology, Government"
46,unanswerable,What is the CVSS score of CVE-2024-21338?,False,
47,unanswerable,What is the published_date value for CVE-2023-38831?,False,
48,unanswerable,What URL is set for source CERT-UA_2023-06_UAC-0099?,False,
49,unanswerable,What is the exact year referenced by Ryuk starting this year?,False,
50,unanswerable,Which specific malware does Wagemole campaign include besides the actor?,False,
