id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actor is linked to rapid exploitation of publicly disclosed vulnerabilities in public-facing services, and what malware or tools are reported as deployed during those exploit chains?",True,"Magnet Goblin is reported as rapidly exploiting publicly disclosed (one-day) vulnerabilities in public-facing services and deploying multiple components including the Nerbian custom malware family (Linux backdoors such as NerbianRAT and MiniNerbian), a JavaScript credential stealer (Warpwire), and the open-source tunneling tool Ligolo.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Tracked as Magnet Goblin, the adversary was seen quickly adopting one-day vulnerabilities, often in edge devices, and relying on the Nerbian custom malware family'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'observed deploying a JavaScript credential stealer called Warpwire... and the open source tunneling tool Ligolo'}]","{'actors': ['Magnet Goblin'], 'malware': ['Nerbian', 'NerbianRAT', 'MiniNerbian', 'Warpwire', 'Ligolo'], 'cves': ['CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21888', 'CVE-2024-21893', 'CVE-2022-24086', 'CVE-2023-41265', 'CVE-2023-41266', 'CVE-2023-48365'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which CVEs are reported as targeted by Magnet Goblin, and which affected technologies are associated with those CVEs?",True,"Magnet Goblin is reported as targeting vulnerabilities in Ivanti VPNs (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, CVE-2024-21893), Magento (CVE-2022-24086), and Qlik Sense (CVE-2023-41265, CVE-2023-41266, CVE-2023-48365).","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'targeting publicly disclosed vulnerabilities in Ivanti VPNs (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, and CVE-2024-21893), Magento (CVE-2022-24086), Qlik Sense (CVE-2023-41265, CVE-2023-41266, and CVE-2023-48365)'}]","{'actors': ['Magnet Goblin'], 'malware': [], 'cves': ['CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21888', 'CVE-2024-21893', 'CVE-2022-24086', 'CVE-2023-41265', 'CVE-2023-41266', 'CVE-2023-48365'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"What relationships are reported between Warpwire, Ivanti exploitation activity, and the use of compromised Magento servers for command-and-control?",True,"Warpwire is reported as deployed during exploitation of Ivanti vulnerabilities and is also reported in a prior attack where compromised Magento servers were used as command-and-control servers for the Windows variant of NerbianRAT and for Warpwire, suggesting reuse of tooling and infrastructure patterns across campaigns.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'As part of an attack exploiting the recent Ivanti flaws, the threat actor was observed deploying a JavaScript credential stealer called Warpwire'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'The tool was also seen in a 2022 attack against Magento servers, which were used as command-and-control (C&C) servers for the Windows variant of NerbianRAT and for Warpwire.'}]","{'actors': ['Magnet Goblin'], 'malware': ['Warpwire', 'NerbianRAT'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-01-01', 'to': '2022-12-31'}",medium
4,"Which actor is reported to have exploited a Windows zero-day for privilege escalation, and what rootkit capability did that exploitation enable?",True,Lazarus is reported to have exploited Windows CVE-2024-21338 for privilege escalation; the exploitation enabled elevation of privileges and establishment of a kernel read/write primitive used for direct kernel object manipulation in an updated FudModule rootkit.,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'The notorious North Korean threat group known as Lazarus exploited a Windows zero-day vulnerability for privilege escalation'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'By exploiting CVE-2024-21338, Lazarus hackers were able to elevate their privileges... establish a kernel read/write primitive... perform direct kernel object manipulation in an updated version of the FudModule rootkit'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': ['North Korea'], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which vulnerability is reported as enabling a living-off-the-land style kernel attack, and what Windows component is described as being impacted?",True,CVE-2024-21338 is reported as enabling a living-off-the-land style kernel attack by targeting a driver present on many systems; it impacts the 'appid.sys' driver associated with Microsoft AppLocker.,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'By targeting a vulnerability in a driver that is present on many systems... the attacker benefits from a higher degree of stealth.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'The vulnerability impacts the ‘appid.sys’ driver associated with Microsoft’s AppLocker security feature.'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-08-01', 'to': '2024-02-29'}",high
6,"Which malware family is described as a modular Windows botnet with rootkit capabilities, and what command-and-control communication change was reported for stealth?",True,PurpleFox (DirtyMoe) is described as a modular Windows botnet malware with a rootkit module for hiding and persistence; newer versions reportedly switched to using WebSocket for command-and-control communications for stealth.,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': ""PurpleFox (or 'DirtyMoe') is a modular Windows botnet malware... with a rootkit module allowing it to hide and persist""}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'new versions of PurpleFox switched to using WebSocket for command and control (C2) communications for stealth'}]","{'actors': ['UAC-0027'], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2021-10-01', 'to': '2021-10-31'}",high
7,"Which distributor technique is reported for PurpleFox, and which organization is reported to have used shared indicators to identify infections?",True,PurpleFox is reported as typically infecting systems when victims launch laced MSI installers; CERT-UA is reported to have used IoCs shared by Avast and TrendMicro to identify PurpleFox infections and track the activity as UAC-0027.,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'PurpleFox typically infects systems when victims launch laced MSI installers'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': ""CERT-UA used IoCs shared by Avast and TrendMicro to identify PurpleFox malware infections... under the identifier 'UAC-0027'.""}]","{'actors': ['UAC-0027'], 'malware': ['PurpleFox'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2022-01-01', 'to': '2022-01-31'}",high
8,"Which threat group is reported as focusing on credential phishing aligned with Russian government interests, and what social engineering method is described for building trust with targets?",True,COLDRIVER is reported as a Russian threat group focused on credential phishing aligned with Russian government interests; it is described as using impersonation accounts (pretending to be an expert or affiliated with the target) to build rapport before sending phishing links or documents containing links.,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'COLDRIVER... a Russian threat group focused on credential phishing activities... aligned with the interests of the Russian government.'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'COLDRIVER often utilizes impersonation accounts... establish a rapport with the target... and eventually sends a phishing link or document containing a link.'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academic Institution'], 'regions': ['Russia', 'Ukraine'], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which victim segments are reported as targeted by COLDRIVER, and what activity type is emphasized as their focus?",True,"COLDRIVER is reported as targeting high-profile individuals in NGOs, former intelligence and military officers, and NATO governments, with a focus on credential phishing activity.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments.'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government'], 'regions': ['Russia'], 'mitre': []}","{'from': None, 'to': None}",high
10,"What delivery mechanism is reported for BazarLoader, and what relationship is reported between the BazarLoader-linked actor and TrickBot?",True,BazarLoader is reported as primarily distributed via phishing emails containing malicious attachments or links to file-hosting websites; the advisory reports the threat actor behind TrickBot is also connected to BazarLoader.,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'BazarLoader... is also primarily distributed via phishing emails that contain either malicious attachments or links to websites... that host malware.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'the threat actor behind TrickBot is also connected to BazarLoader.'}]","{'actors': ['TrickBot threat actor'], 'malware': ['BazarLoader', 'BazarBackdoor', 'TrickBot'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
