id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,Which malware uses clipboard monitoring to redirect cryptocurrency transfers by replacing copied wallet addresses with attacker-controlled addresses?,True,"CryptoClippy (a cryptocurrency clipper) monitors the victim’s clipboard for copied cryptocurrency wallet addresses and replaces them with attacker-controlled addresses, redirecting funds to the threat actor.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'uses a type of malware known as a cryptocurrency clipper, which monitors the victim’s clipboard... seeks to replace the user’s actual wallet address with the threat actor’s'}]","{'actors': [], 'malware': ['CryptoClippy'], 'cves': [], 'sectors': ['Manufacturing', 'IT services', 'Real estate'], 'regions': ['Portugal', 'Portuguese speakers'], 'mitre': []}","{'from': None, 'to': None}",high
2,Which delivery channels are used to redirect victims to malicious domains impersonating a legitimate web application in order to distribute a cryptocurrency clipper?,True,"Threat actors used Google Ads and traffic distribution systems (TDS) to redirect victims to malicious domains impersonating WhatsApp Web, where victims were tricked into downloading .zip or .exe files leading to the CryptoClippy payload.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'used both Google Ads and traffic distribution systems (TDS) to redirect victims to malicious domains that are impersonating the legitimate WhatsApp Web application'}]","{'actors': [], 'malware': ['CryptoClippy'], 'cves': [], 'sectors': ['Manufacturing', 'IT services', 'Real estate'], 'regions': ['Portuguese speakers'], 'mitre': []}","{'from': None, 'to': None}",high
3,"Across observed victims, which industries were reported as impacted by the cryptocurrency clipper campaign delivering malware via impersonation of a legitimate web application?",True,"Victims were found across manufacturing, IT services, and real estate industries.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'found victims across manufacturing, IT services, and real estate industries'}]","{'actors': [], 'malware': ['CryptoClippy'], 'cves': [], 'sectors': ['Manufacturing', 'IT services', 'Real estate'], 'regions': ['Portuguese speakers'], 'mitre': []}","{'from': None, 'to': None}",high
4,Which vulnerability affecting Citrix NetScaler products was exploited to enable a breach that exposed customer credentials and other personally identifying data?,True,"CVE-2023-4966 (CitrixBleed) affecting Citrix NetScaler ADC and Gateway was exploited; the disclosed breach exposed usernames and hashed passwords and, for some customers, names, contact information, last four digits of Social Security numbers, dates of birth, and security questions/answers.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'exploiting CVE-2023-4966 (aka CitrixBleed)... breach of its customer data, including usernames and hashed passwords, and, for some, names, contact information, last four digits of Social Security numbers, dates of birth, and security questions and answers'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4966'], 'sectors': ['Telecommunications'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which vulnerability affecting GPUs enables recovery of sensitive machine learning or large language model data from uninitialized local memory, and what types of data can be recovered?",True,"CVE-2023-4969 (LeftoverLocals) allows retrieving data from GPU local memory if it is not cleared. Recovered data can include model inputs, outputs, weights, and intermediate computations (sensitive information about the victim’s computations), particularly in LLM/ML contexts.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'Tracked as CVE-2023-4969... The recovered data can reveal sensitive information... including model inputs, outputs, weights, and intermediate computations.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4969'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which actor is attributed to a Russian military intelligence unit and is reported to exploit EXIM mail servers globally, using compromised hosts for operational activity including sending malicious emails and information operations?",True,"FROZENBARENTS (also known as Sandworm) is attributed to Russian Armed Forces GRU Unit 74455 and is reported to exploit EXIM mail servers globally, using compromised hosts as part of its operational network for activities including accessing victim networks, interacting with victim accounts, sending malicious emails, and conducting information operations via Telegram.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'FROZENBARENTS (aka Sandworm)... attributed to... GRU Unit 74455... continues to exploit EXIM mail servers globally and use these compromised hosts as part of their operational network... sending malicious emails and engaged in information operations (IO) activity.'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': ['Government', 'Defense', 'Energy', 'Transportation/Logistics', 'Education', 'Humanitarian organizations'], 'regions': ['Ukraine', 'Global'], 'mitre': []}","{'from': '2019-08-01', 'to': None}",medium
7,"Which vulnerability affecting Atlassian Confluence servers is exploited for unauthenticated remote code execution, and what command was reported as being executed to test callbacks and gather privilege context?",True,"CVE-2023-22527 is exploited for unauthenticated remote code execution in outdated Atlassian Confluence Server/Data Center versions, and attackers were reported executing the 'whoami' command to test callbacks and learn the access/privilege level.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': ""exploitation attempts for the CVE-2023-22527 remote code execution flaw... unauthenticated remote attackers to execute code... executing the 'whoami' command""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-22527'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which ransomware family is described as being written in Rust and associated with triple extortion, including threatening DDoS attacks to pressure victims?",True,"BlackCat (also known as ALPHV/AlphaV/AlphaVM) is described as a Rust-written ransomware family associated with triple extortion, including threats of DDoS attacks to coerce ransom payment.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'BlackCat... first major professional ransomware family to be written in Rust... use of triple extortion... threaten to launch distributed denial-of-service (DDoS) attacks'}]","{'actors': [], 'malware': ['BlackCat', 'ALPHV', 'AlphaV', 'AlphaVM'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
9,Which malware is identified as a financial trojan that steals banking credentials via major web browsers and can also deliver additional malware such as spam botnet infections?,True,"Dyre (detected as Infostealer.Dyre) is described as a financial trojan that targets Windows, steals banking and other credentials by attacking Internet Explorer, Chrome, and Firefox, and can also be used to infect victims with other malware, including adding them to spam botnets.","[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'Dyre targets Windows computers and can steal banking and other credentials... Internet Explorer, Chrome, and Firefox... it can also be used to infect victims with other types of malware, such as adding them to spam botnets.'}]","{'actors': [], 'malware': ['Dyre', 'Infostealer.Dyre'], 'cves': [], 'sectors': ['Financial services', 'Banking'], 'regions': ['US', 'UK', 'English-speaking countries'], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which vulnerability affecting Hikvision cameras was rated critical and was discussed as being exploited or sought for exploitation via collaboration in Russian dark web forums, including leaked credentials being offered for sale?",True,"CVE-2021-36260 (a command injection flaw in Hikvision cameras) was rated critical (9.8). Researchers reported multiple instances of hackers seeking collaboration to exploit it in Russian dark web forums, where leaked credentials were offered for sale.","[{'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'command injection flaw in Hikvision cameras... CVE-2021-36260... “critical” 9.8... hackers looking to collaborate... in Russian dark web forums, where leaked credentials have been put up for sale'}]","{'actors': ['MISSION2025/APT41', 'APT10'], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': ['Video surveillance'], 'regions': ['Russia', 'United States', 'China'], 'mitre': []}","{'from': None, 'to': None}",medium
