q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What motivation is set for threat actor UAC-0099?,espionage,"The motivation set for threat actor UAC-0099 is to conduct continued attacks aimed at Ukraine, specifically targeting Ukrainian employees working for companies outside of Ukraine.",0.0,0.0,0.0,0.0,0.0,0.0,0.8054428696632385,0.0,0.0,1.0,1.7703893445432186
1,simple,GRAG,What motivation is set for threat actor UAC-0099?,espionage,The motivation set for threat actor UAC-0099 is espionage.,1.0,0.0,0.0,4.196114906296549,0.18181818181818182,0.18181818181818182,0.8133992552757263,0.0,0.0,1.0,5.375965621322393
1,simple,AGRAG,What motivation is set for threat actor UAC-0099?,espionage,espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.9999996423721313,1.0,0.0,1.0,3.0571998739615083
1,simple,HRAG,What motivation is set for threat actor UAC-0099?,espionage,espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.9999996423721313,1.0,0.0,1.0,3.69538264721632
2,simple,RAG,What type is recorded for incident INC_UAC-0099_CERT-UA_2023-06?,intrusion,"The type recorded for incident INC_UAC-0099_CERT-UA_2023-06 is related to attacks by the threat actor UAC-0099 targeting Ukrainian employees, involving a high-severity flaw in WinRAR used to deliver malware.",0.0,0.0,0.0,0.0,0.0,0.0,0.7795419096946716,0.0,0.0,1.0,1.73259920720011
2,simple,GRAG,What type is recorded for incident INC_UAC-0099_CERT-UA_2023-06?,intrusion,There is no recorded type for incident INC_UAC-0099_CERT-UA_2023-06.,0.0,0.0,0.0,0.0,0.0,0.0,0.7823461294174194,0.0,0.0,1.0,3.9187554651871324
2,simple,AGRAG,What type is recorded for incident INC_UAC-0099_CERT-UA_2023-06?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.002080417238176
2,simple,HRAG,What type is recorded for incident INC_UAC-0099_CERT-UA_2023-06?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.645252214744687
3,simple,RAG,What date is set on incident cert-ua_uac-0050_remcos_phishing_2023-02?,2023-02-01,The date set on incident cert-ua_uac-0050_remcos_phishing_2023-02 is February 2023.,0.0,0.0,0.0,7.12695567709093,0.21052631578947367,0.21052631578947367,0.8035485148429871,0.0,0.0,1.0,1.1240108413621783
3,simple,GRAG,What date is set on incident cert-ua_uac-0050_remcos_phishing_2023-02?,2023-02-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.2125200740993
3,simple,AGRAG,What date is set on incident cert-ua_uac-0050_remcos_phishing_2023-02?,2023-02-01,2023-02-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.602598277851939
3,simple,HRAG,What date is set on incident cert-ua_uac-0050_remcos_phishing_2023-02?,2023-02-01,2023-02-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.417556779459119
4,simple,RAG,What family value is set for malware FudModule?,Rootkit,"The family value set for malware FudModule is ""rootkit.""",1.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.8294573426246643,0.0,0.0,1.0,0.9755392950028181
4,simple,GRAG,What family value is set for malware FudModule?,Rootkit,The family value set for the malware FudModule is Rootkit.,1.0,0.0,0.0,3.7477767366779213,0.18181818181818182,0.18181818181818182,0.8267724514007568,0.0,0.0,1.0,4.136640178970993
4,simple,AGRAG,What family value is set for malware FudModule?,Rootkit,Rootkit,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.1237527122721076
4,simple,HRAG,What family value is set for malware FudModule?,Rootkit,Rootkit,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.746811312623322
5,simple,RAG,What sponsor value is set for threat actor Lazarus?,North Korea,The provided context does not specify the sponsor value set for the threat actor Lazarus.,0.0,0.0,0.0,0.0,0.0,0.0,0.8017957806587219,0.0,0.0,1.0,1.0436467099934816
5,simple,GRAG,What sponsor value is set for threat actor Lazarus?,North Korea,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.573500820435584
5,simple,AGRAG,What sponsor value is set for threat actor Lazarus?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.632101969793439
5,simple,HRAG,What sponsor value is set for threat actor Lazarus?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.6643317863345146
6,simple,RAG,What tactic is set for technique T1068?,Privilege Escalation,The provided context does not specify the tactic set for technique T1068.,0.0,0.0,0.0,0.0,0.0,0.0,0.8138393759727478,0.0,0.0,1.0,1.0468028979375958
