id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are evidenced using social engineering for credential theft, and what communication channel is used to deliver the lure?",True,Midnight Blizzard is evidenced conducting highly targeted social engineering using credential theft phishing lures delivered via Microsoft Teams chats.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'highly targeted social engineering attacks using credential theft phishing lures sent as Microsoft Teams chats by the threat actor that Microsoft tracks as Midnight Blizzard'}]","{'actors': ['Midnight Blizzard'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
2,What relationship is described between compromised cloud tenants and the creation of deceptive domains used in a credential theft operation?,True,"The operation uses previously compromised Microsoft 365 tenants owned by small businesses to create new domains that appear as technical support entities, and those domains are then used to send credential-theft lures via Teams messages.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'uses previously compromised Microsoft 365 tenants owned by small businesses to create new domains that appear as technical support entities'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Using these domains from compromised tenants, Midnight Blizzard leverages Teams messages to send lures that attempt to steal credentials'}]","{'actors': ['Midnight Blizzard'], 'malware': [], 'cves': [], 'sectors': ['Small Business'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which actors are evidenced using password spraying as an initial access technique, and what sectors are named as targets of that activity?",True,"Peach Sandstorm (HOLMIUM) is evidenced conducting password spray activity, with targeted sectors including satellite, defense, and pharmaceutical.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Since February 2023, Microsoft has observed password spray activity against thousands of organizations carried out by an actor we track as Peach Sandstorm (HOLMIUM).'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'pursued organizations in the satellite, defense, and pharmaceutical sectors'}]","{'actors': ['Peach Sandstorm', 'HOLMIUM'], 'malware': [], 'cves': [], 'sectors': ['Satellite', 'Defense', 'Pharmaceutical'], 'regions': ['Iran'], 'mitre': []}","{'from': '2023-02-01', 'to': None}",high
4,"Which threat actor is evidenced leveraging internet-facing edge devices for initial access, and what follow-on credential activity is described after that access?",True,"Volt Typhoon is evidenced achieving initial access through internet-facing Fortinet FortiGuard devices, then extracting credentials to an Active Directory account used by the device and attempting authentication to other devices with those credentials.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Volt Typhoon achieves initial access to targeted organizations through internet-facing Fortinet FortiGuard devices.'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'extracts credentials to an Active Directory account used by the device, and then attempts to authenticate to other devices on the network with those credentials'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which threat actor is evidenced using compromised SOHO network edge devices as proxy infrastructure, and which manufacturers are named for those devices?",True,"Volt Typhoon is evidenced proxying traffic through compromised SOHO network edge devices; named manufacturers include ASUS, Cisco, D-Link, NETGEAR, and Zyxel.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Volt Typhoon proxies all its network traffic to its targets through compromised SOHO network edge devices (including routers).'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'devices, which include those manufactured by ASUS, Cisco, D-Link, NETGEAR, and Zyxel'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,What mitigation is evidenced for reducing exposure of network edge devices used in threat actor proxying operations?,True,"A mitigation described is to ensure HTTP or SSH management interfaces on network edge devices are not exposed to the public internet, reducing attack surface.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Owners of network edge devices should ensure that management interfaces are not exposed to the public internet in order to reduce their attack surface.'}]","{'actors': ['Volt Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which actor is evidenced exploiting a vCenter Server vulnerability, and what are the downstream payloads and affected platforms described after credential compromise?",True,UNC3886 is evidenced exploiting CVE-2023-34048 to breach vCenter servers and using compromised credentials to deploy VirtualPita and VirtualPie backdoors on ESXi hosts via malicious vSphere Installation Bundles (VIBs).,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': ""used by the UNC3886 Chinese cyber espionage group... breach their targets' vCenter servers and compromised credentials to deploy VirtualPita and VirtualPie backdoors on ESXi hosts via maliciously crafted vSphere Installation Bundles (VIBs).""}]","{'actors': ['UNC3886'], 'malware': ['VirtualPita', 'VirtualPie'], 'cves': ['CVE-2023-34048'], 'sectors': [], 'regions': ['China'], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
8,"Which additional vulnerability is evidenced in the same intrusion chain for privilege escalation and data theft following vCenter compromise, and what actions are described after exploitation?",True,"CVE-2023-20867 is evidenced as an authentication bypass flaw exploited to escalate privileges, harvest files, and exfiltrate them from guest VMs after vCenter compromise.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'they exploited the CVE-2023-20867 VMware Tools authentication bypass flaw to escalate privileges, harvest files, and exfiltrate them from guest VMs'}]","{'actors': ['UNC3886'], 'malware': ['VirtualPita', 'VirtualPie'], 'cves': ['CVE-2023-20867', 'CVE-2023-34048'], 'sectors': [], 'regions': ['China'], 'mitre': []}","{'from': '2021-11-01', 'to': None}",high
9,"Which vulnerability is evidenced as a zero-day exploited in the wild against VMware vCenter Server, and what patch timing is described?",True,CVE-2023-34048 is evidenced as being exploited as a zero-day and later patched in October; VMware confirmed awareness of in-the-wild exploitation on a Wednesday (no specific date provided in the text beyond the month).,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'exploiting a critical vCenter Server vulnerability (CVE-2023-34048) as a zero-day since at least late 2021. The flaw was patched in October'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': ""VMware confirming ... it's aware of CVE-2023-34048 in-the-wild exploitation""}]","{'actors': ['UNC3886'], 'malware': [], 'cves': ['CVE-2023-34048'], 'sectors': [], 'regions': ['China'], 'mitre': []}","{'from': '2021-11-01', 'to': None}",medium
10,"Which mobile malware delivery vector is evidenced for banking credential theft, and what file type is used to deliver the payload?",True,A WhatsApp phishing campaign is evidenced delivering a malicious APK to install a fraudulent banking app used to collect sensitive information.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'WhatsApp phishing campaign... attacker shares a malicious APK file through WhatsApp'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'includes a APK file named [redacted]-BANK[.]apk'}]","{'actors': [], 'malware': ['Banking Trojan'], 'cves': [], 'sectors': ['Banking'], 'regions': ['India'], 'mitre': []}","{'from': None, 'to': None}",high
11,What is the evidenced exfiltration path for stolen data in the mobile banking trojan campaign (destination types)?,True,Stolen information is sent to a command-and-control (C2) server and also to the attacker’s hard-coded phone number via SMS functionality.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': ""This information is then sent to a command and control (C2) server, as well as to the attacker's hard-coded phone number used in SMS functionality.""}]","{'actors': [], 'malware': ['Banking Trojan'], 'cves': [], 'sectors': ['Banking'], 'regions': ['India'], 'mitre': []}","{'from': None, 'to': None}",high
12,"Which vulnerability is evidenced enabling password leakage via a Linux core utility, and what configuration conditions are required for the described exploit scenario?",True,CVE-2024-28085 (WallEscape) is evidenced impacting the util-linux 'wall' command; the described password leak scenario requires mesg set to 'y' and wall setgid (noted as default on Ubuntu 22.04).,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'security defect, tracked as CVE-2024-28085 and dubbed ‘WallEscape’, impacts the ‘wall’ command'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'leak user passwords on Ubuntu 22.04 with default configurations, where ‘wall’ is installed with the special setgid permissions and mesg is set to y'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-28085'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
13,Which operating system distributions are evidenced as affected versus not affected by the Linux 'wall' escape-sequence vulnerability?,True,Ubuntu 22.04 and Debian Bookworm are evidenced as affected; CentOS and Red Hat products are evidenced as not affected.,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Debian Bookworm is also affected, but CentOS and Red Hat products are not.'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'can be exploited to leak user passwords on Ubuntu 22.04'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-28085'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
14,"Which browser component vulnerability is evidenced as having a publicly available exploit, and what impact is described when the renderer process is compromised?",True,"CVE-2023-6345 in Skia (Chrome) is evidenced as having a publicly available exploit; if the renderer process is compromised, it can potentially enable a sandbox escape via a malicious file.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'CVE-2023-6345... stems from an integer overflow issue in Skia'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'an exploit for it is publicly available'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'allowing a remote attacker who has compromised the renderer process to potentially perform a sandbox escape via a malicious file'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-6345'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
15,"Which threat actor is evidenced using multifactor authentication prompt approval as part of credential theft, and what precondition is described for the lure infrastructure?",True,"Midnight Blizzard is evidenced attempting to elicit approval of MFA prompts as part of credential theft, using domains created from previously compromised Microsoft 365 tenants owned by small businesses.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'lures that attempt to steal credentials... by engaging a user and eliciting approval of multifactor authentication (MFA) prompts'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'uses previously compromised Microsoft 365 tenants owned by small businesses to create new domains'}]","{'actors': ['Midnight Blizzard'], 'malware': [], 'cves': [], 'sectors': ['Small Business'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
16,"Which nation-state actor is evidenced conducting an initial access campaign likely used to facilitate intelligence collection, and what post-compromise activities are described when authentication succeeds?",True,"Peach Sandstorm (HOLMIUM), an Iranian nation-state actor, is evidenced conducting password spraying likely to facilitate intelligence collection; when successful, it uses publicly available and custom tools for discovery, persistence, and lateral movement, and in some intrusions exfiltrates data.","[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Peach Sandstorm is an Iranian nation-state threat actor'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'this initial access campaign is likely used to facilitate intelligence collection in support of Iranian state interests'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'using a combination of publicly available and custom tools for discovery, persistence, and lateral movement'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Peach Sandstorm was observed exfiltrating data from the compromised environment'}]","{'actors': ['Peach Sandstorm', 'HOLMIUM'], 'malware': [], 'cves': [], 'sectors': ['Satellite', 'Defense', 'Pharmaceutical'], 'regions': ['Iran'], 'mitre': []}","{'from': '2023-02-01', 'to': None}",high
