id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are linked to specific malware families, and what operating systems are those malware families described as targeting?",True,"TA444 (a North Korean state-backed actor) is linked to the backdoor malware family SpectralBlur, which is described as targeting macOS users. APT37 (North Korean government-backed) is linked to malicious documents exploiting an Internet Explorer JScript 0-day (CVE-2022-41128), targeting Internet Explorer users (Windows).","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'North Korean state-backed threat actor known as TA444 ... targeting macOS users, dubbed ""SpectralBlur.""'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'attribute this activity to ... APT37 ... exploited an Internet Explorer 0-day vulnerability ... CVE-2022-41128.'}]","{'actors': ['TA444', 'APT37'], 'malware': ['SpectralBlur'], 'cves': ['CVE-2022-41128'], 'sectors': [], 'regions': ['North Korea', 'South Korea'], 'mitre': []}","{'from': '2017-01-01', 'to': None}",medium
2,"Which threat actors have multiple aliases documented, and what are those aliases?",True,"TA444 is documented with aliases APT38, BlueNoroff, BlackAlicanto, Coperenicum, Sapphire Sleet, and Stardust Chollima. Budworm is documented with aliases LuckyMouse, Emissary Panda, and APT27. Star Blizzard is documented with aliases Seaborgium, BlueCharlie, Callisto Group, and Coldriver.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'TA444 (aka APT38, BlueNoroff, BlackAlicanto, Coperenicum, Sapphire Sleet, and Stardust Chollima)'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Budworm (aka LuckyMouse, Emissary Panda, APT27)'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'Star Blizzard (aka Seaborgium, BlueCharlie, Callisto Group, and Coldriver)'}]","{'actors': ['TA444', 'Budworm', 'Star Blizzard'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2017-01-01', 'to': None}",high
3,"Which malware or exploit campaigns are associated with command-and-control infrastructure, and how many C2 servers are described?",True,Xamalicious is described as contacting a command-and-control (C2) server to fetch a second-stage payload. Operation Earth Kitsune is described as using a total of five C&C servers.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'capable of ... contacting a command-and-control (C2) server to fetch a second-stage payload'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'Operation Earth Kitsune using a total of five C&C servers'}]","{'actors': ['Operation Earth Kitsune'], 'malware': ['Xamalicious'], 'cves': ['CVE-2019-5782'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which threat actors are linked to the exploitation of specific CVEs, and what are the targeted victim populations or geographies described?",True,"APT37 (North Korean government-backed) is linked to exploitation of CVE-2022-41128 (Internet Explorer JScript 0-day) via malicious documents, targeting users in South Korea and historically focusing on South Korean users, North Korean defectors, policy makers, journalists, and human rights activists. Operation Earth Kitsune is linked to weaponizing a proof-of-concept for CVE-2019-5782 (Google Chrome vulnerability) to infect victim machines.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'used to target users in South Korea ... APT37 ... CVE-2022-41128'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'historically focused their targeting on South Korean users, North Korean defectors, policy makers, journalists and human rights activists'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'redirected to a weaponized version of a proof of concept (POC) for the CVE-2019-5782 Google Chrome vulnerability'}]","{'actors': ['APT37', 'Operation Earth Kitsune'], 'malware': [], 'cves': ['CVE-2022-41128', 'CVE-2019-5782'], 'sectors': [], 'regions': ['South Korea'], 'mitre': []}","{'from': '2022-10-01', 'to': '2022-10-31'}",medium
5,"Which actor–sector targeting relationships are described, and what tools or techniques are mentioned as used in those targeting?",True,"Budworm targeted a Middle Eastern telecommunications organization and an Asian government, deploying a SysUpdate backdoor variant and using living-off-the-land and publicly available tools; the only malicious activity observed was credential harvesting. Star Blizzard targets public and private organizations in NATO member countries, especially those supporting Ukraine, and uses password-protected PDF lures (with passwords provided in the phishing emails) to aid bypassing email filters as part of email credential theft.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'target a Middle Eastern telecommunications organization and an Asian government ... deployed ... SysUpdate backdoor'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'used a variety of living-off-the-land and publicly available tools ... only malicious activity seen ... is credential harvesting'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'focused ... on public and private organizations in NATO member countries ... especially targeted ... support for Ukraine'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'started using password-protected PDF lure documents ... passwords ... packaged in the same phishing email'}]","{'actors': ['Budworm', 'Star Blizzard'], 'malware': ['SysUpdate'], 'cves': [], 'sectors': ['Telecommunications', 'Government'], 'regions': ['Middle East', 'Asia', 'NATO member countries', 'Ukraine'], 'mitre': []}","{'from': '2017-01-01', 'to': None}",medium
6,"Which malware is described as having multi-stage execution, and what decision or gating logic is described before later-stage execution?",True,Xamalicious is described as contacting a C2 server to fetch a second-stage payload only after determining whether the device 'fits the bill'. The second stage is then dynamically injected as an assembly DLL at runtime to take full control of the device.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'contacting a command-and-control (C2) server to fetch a second-stage payload, but only after determining if it fits the bill'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'second stage is dynamically injected as an assembly DLL at runtime level to take full control of the device'}]","{'actors': [], 'malware': ['Xamalicious'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which ransomware ecosystem element is described as enabling propagation within a victim network, and what is the named utility involved?",True,The BlackCat ransomware operators (operating under a ransomware-as-a-service model) are described as updating their tooling with a utility named Munchkin that allows attackers to propagate the BlackCat payload to remote machines and shares on a victim organization network.,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'utility called Munchkin that allows attackers to propagate the BlackCat payload to remote machines and shares on a victim organization network'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'BlackCat ransomware operators ... ransomware-as-a-service (RaaS) business model'}]","{'actors': ['BlackCat'], 'malware': ['BlackCat', 'Munchkin'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which malware delivery chains are described as using a legitimate internet service for hosting malicious payloads, and what malware families are delivered via that service?",True,"A campaign is described using Discord (cdn.discordapp.com attachment URLs) to host executables delivered via malicious spam emails, leading to AveMaria or AgentTesla infections.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'using Discord as part of a campaign ... end in an AveMaria or AgentTesla malware infection'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'embedded links ... point to a Discord URL ... used to host AveMaria and AgentTesla'}]","{'actors': [], 'malware': ['AveMaria', 'AgentTesla'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2019-01-01', 'to': None}",medium
9,"What vulnerabilities are described as enabling account takeover or server compromise, and what impacts are explicitly stated?",True,"Mastodon CVE-2024-23832 is described as allowing attackers to impersonate and take over any remote account due to insufficient origin validation. Mastodon CVE-2023-36460 ('TootRoot') is described as allowing attackers to send content that would create web shells on target instances, enabling complete compromise of Mastodon servers, access to sensitive user information and communications, and planting backdoors.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'CVE-2024-23832 ... allowing attackers to impersonate users and take over their accounts'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': ""CVE-2023-36460 ... allowed attackers to send 'toots' ... create web shells ... completely compromise Mastodon servers ... access sensitive user information, communications, and plant backdoors""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-23832', 'CVE-2023-36460'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which threat actors are described as conducting credential theft, and what delivery or evasion mechanisms are described for obtaining credentials?",True,Star Blizzard is described as carrying out email credential theft and using password-protected PDF lure documents (or links to cloud-based file sharing platforms containing protected PDFs) to help bypass email filters; the passwords are provided in the phishing email or shortly afterward. Budworm activity is described as being stopped early with the only malicious activity observed being credential harvesting.,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'Star Blizzard ... carrying out email credential theft'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'using password-protected PDF lure documents ... To aid in sneaking past email filters'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'only malicious activity seen on infected machines is credential harvesting'}]","{'actors': ['Star Blizzard', 'Budworm'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['NATO member countries', 'Ukraine'], 'mitre': []}","{'from': '2017-01-01', 'to': None}",medium
