id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What family is assigned to Magniber malware?,True,Ransomware,,,
2,simple,What is the published date for CVE-2022-44698?,True,2022-12-01,,,
3,simple,What tactic is recorded for technique T1566?,True,Initial Access,,,
4,simple,What is the incident type for inc-clop-servu-2021-11?,True,ransomware,,,
5,simple,What value is stored in incident inc-clop-servu-2021-11 exfiltration?,True,true,,,
6,simple,What sponsor is set for Flax Typhoon?,True,China,,,
7,simple,What motivation is set for Flax Typhoon?,True,espionage,,,
8,simple,What technique ID corresponds to Network Sniffing?,True,T1040,,,
9,simple,What is the incident date for inc-zuorat-soho-routers-2020-04?,True,2020-04-01,,,
10,simple,What is the summary publisher for source NVD-CVE-2023-6345?,True,NIST,,,
11,simple,What sector is set for the victim Maritime services giant (Singapore HQ)?,True,Transportation,,,
12,simple,What is the NIST score mentioned in CVE-2021-36260 summary?,True,9.8/10,,,
13,simple,What family is recorded for malware Rhysida?,True,ransomware,,,
14,simple,What ransomware note filename is stated in Rhysida malware summary?,True,CriticalBreachDetected.pdf,,,
15,simple,What is the published date for CVE-2022-22047?,True,2022-01-01,,,
16,single_hop,Which country is Organizations in South Korea located in?,True,South Korea,,,
17,single_hop,Which tool did incident magniber-2017-targeted-south-korea-via-magnitude-ek involve?,True,Magnitude Exploit Kit,,,
18,single_hop,Which CVE was exploited in incident magniber-2022-10-phishing-js-cve-2022-44698?,True,CVE-2022-44698,,,
19,single_hop,Which technique was used by incident vultur-sms-callback-and-modified-mcafee-delivery?,True,Phishing,,,
20,single_hop,Which C2 service is abused by Vultur?,True,FCM,,,
21,single_hop,Which malware does ToddyCat use dated 2020-12-01?,True,"Samurai, Ninja",,,
22,single_hop,Which victim is targeted by incident inc-clop-servu-2021-11?,True,Maritime services giant (Singapore HQ),,,
23,single_hop,Which country did incident inc-clop-servu-2021-11 occur in?,True,Singapore,,,
24,single_hop,Which CVE does SolarWinds Serv-U exploit?,True,CVE-2021-35211,,,
25,single_hop,Which sector is targeted by incident inc:hikvision:cve-2021-36260:collaboration-darkweb?,True,Technology,,,
26,single_hop,Which CVE is mitigated by Patch Management?,True,CVE-2022-22047,,,
27,single_hop,Which technique is used by incident inc-zuorat-soho-routers-2020-04 for packet capture?,True,Network Sniffing,,,
28,single_hop,Which source supports CVE-2023-6345 with a public exploit quote?,True,GOOGLE-ADV-CVE-2023-6345,,,
29,single_hop,Which malware is involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity?,True,RansomExx,,,
30,single_hop,Which country is Prospect Medical Holdings located in?,True,United States,,,
31,multi_hop,How many distinct tools does Rhysida threat actor use?,True,3,,,
32,multi_hop,List tools involved in rhysida_prospect_medical_holdings_2023-05 incident.,True,"Cobalt Strike, PsExec, PowerShell",,,
33,multi_hop,How many techniques are used in inc-clop-servu-2021-11 incident?,True,3,,,
34,multi_hop,Which tactics are covered by techniques used in inc-clop-servu-2021-11?,True,"Initial Access, Impact, Exfiltration",,,
35,multi_hop,Which CVE is exploited via a tool used by Clop actor?,True,CVE-2021-35211,,,
36,multi_hop,How many victims are targeted by Flax Typhoon activity incident?,True,4,,,
37,multi_hop,Which sectors do Flax Typhoon targeted victims belong to?,True,"Government, Education, Manufacturing, Technology",,,
38,multi_hop,How many distinct techniques are used in flax-typhoon-activity-2021?,True,7,,,
39,multi_hop,How many tools are both used by and involved in flax-typhoon-activity-2021?,True,5,,,
40,multi_hop,Which malware used by ToddyCat also attacked the campaign’s targeted victim?,True,"Samurai, Ninja",,,
41,multi_hop,How many malware are included in ToddyCat Exchange Server Campaign?,True,2,,,
42,multi_hop,What is the earliest incident date involving Magniber malware?,True,2017-01-01,,,
43,multi_hop,How many CVEs are exploited by Magniber across incidents and malware links?,True,2,,,
44,multi_hop,Which victims are connected to Magniber via attacked relationship?,True,Organizations in South Korea,,,
45,multi_hop,How many incidents are attributed_to a threat actor with confidence reported?,True,2,,,
46,unanswerable,What CVSS score is stored as a numeric property for CVE-2021-35211?,False,,,,
47,unanswerable,What phone number was used in the Vultur SMS callback lure?,False,,,,
48,unanswerable,Which specific SOHO router brands were targeted in the ZuoRAT incident?,False,,,,
49,unanswerable,What is the URL for the Google advisory source on CVE-2023-6345?,False,,,,
50,unanswerable,Which malware file hash is associated with the Magniber JavaScript payload?,False,,,,
1,guided,"Which malware families are described as ransomware, and what initial access vectors are explicitly associated with each?",True,"CTI_TEXTS describes multiple ransomware families and their associated initial access vectors: (1) Magniber ransomware: distributed via phishing using standalone JavaScript files; historically distributed via the Magnitude exploit kit and later via exploitation of CVE-2018-8174 for initial access. (2) Clop ransomware: delivered after exploiting a SolarWinds Serv-U remote code execution vulnerability (CVE-2021-35211). (3) Rhysida ransomware: typically gains access through phishing tactics. (4) RansomExx is described as ransomware, but CTI_TEXTS does not state a specific initial access vector for it.",medium,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'phishing attacks were reported to distribute the Magniber ransomware'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'it expanded its targets across Asia using CVE-2018-8174 for initial access'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'exploited a SolarWinds Serv-U vulnerability to breach corporate networks and deliver the Clop ransomware'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': ""Rhysida typically gains access to a victim's system through phishing tactics""}]","{'actors': ['Clop operators', 'Rhysida (threat actor)', 'FIN11', 'TA505', 'DEV-0950'], 'malware': ['Magniber', 'Clop', 'Rhysida', 'RansomExx', 'Cerber', 'Magnitude exploit kit', 'Raspberry Robin'], 'cves': ['CVE-2022-44698', 'CVE-2018-8174', 'CVE-2021-35211'], 'sectors': [], 'regions': ['South Korea', 'Asia'], 'mitre': []}"
2,guided,"Which actors are explicitly linked to living-off-the-land techniques, and what other tools or access methods are mentioned alongside that tradecraft?",True,"Flax Typhoon is explicitly described as primarily relying on living-off-the-land techniques and hands-on-keyboard activity. Alongside this, it is known to use tools including China Chopper web shell, Metasploit, Juicy Potato, Mimikatz, and SoftEther VPN client, and it achieves initial access by exploiting known vulnerabilities in public-facing servers and deploying web shells (e.g., China Chopper).",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Flax Typhoon primarily relies on living-off-the-land techniques and hands-on-keyboard activity'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'known to use the China Chopper web shell, Metasploit, Juicy Potato privilege escalation tool, Mimikatz, and SoftEther virtual private network (VPN) client'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'achieves initial access by exploiting known vulnerabilities in public-facing servers and deploying web shells like China Chopper'}]","{'actors': ['Flax Typhoon'], 'malware': ['China Chopper', 'Metasploit', 'Juicy Potato', 'Mimikatz', 'SoftEther VPN'], 'cves': [], 'sectors': ['Government', 'Education', 'Critical manufacturing', 'Information technology'], 'regions': ['Taiwan', 'Southeast Asia', 'North America', 'Africa'], 'mitre': []}"
3,guided,"Which vulnerabilities are explicitly described as being exploited in the wild or publicly exploitable, and what affected products are named for each CVE?",True,"CTI_TEXTS explicitly describes: (1) CVE-2022-22047 as a Windows Client Server Runtime Subsystem (CSRSS) elevation-of-privilege vulnerability exploited in the wild, affecting Windows 11 (and earlier versions) and Windows Server 2022 (and earlier). (2) CVE-2021-36260 as a command injection flaw in Hikvision cameras with large numbers of devices remaining unpatched. (3) CVE-2023-6345 as a Chrome vulnerability in Skia where an exploit is publicly available, affecting Chrome versions prior to 119.0.6045.199. (4) CVE-2022-44698 as a zero-day used to bypass Mark-of-the-Web warnings for Magniber distribution; it was later patched by Microsoft.",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'A Windows 11 vulnerability... is being exploited in the wild... concerns CVE-2022-22047'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'command injection flaw in Hikvision cameras was revealed... as CVE-2021-36260'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Google is tracking as CVE-2023-6345... an exploit for it is publicly available'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'exploiting the zero-day vulnerability CVE-2022-44698 to bypass Mark-of-the-Web (MOTW) security warnings'}]","{'actors': ['CISA', 'Google', 'Microsoft'], 'malware': ['Magniber'], 'cves': ['CVE-2022-22047', 'CVE-2021-36260', 'CVE-2023-6345', 'CVE-2022-44698'], 'sectors': [], 'regions': [], 'mitre': []}"
4,guided,"Which malware is reported to leverage legitimate remote-access tooling or services, and what specific legitimate tools are named?",True,Vultur is reported to abuse legitimate applications AlphaVNC and ngrok for remotely accessing a VNC server on the victim device.,high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'stood out for the abuse of the legitimate applications AlphaVNC and ngrok for remotely accessing the VNC server on the victim device'}]","{'actors': [], 'malware': ['Vultur', 'AlphaVNC', 'ngrok'], 'cves': [], 'sectors': ['Financial services'], 'regions': [], 'mitre': []}"
5,guided,"What is the multi-step infection chain described for an SMS-based mobile malware campaign, including the social engineering steps and payload delivery components?",True,"The SMS-based campaign described is for Vultur. The infection chain begins with an SMS instructing the victim to call a phone number about an unauthorized large transaction. During the call, a second SMS is received containing a link to a modified McAfee Security package. The modified app retains legitimate McAfee functionality and includes the Brunhilda dropper framework, which deploys Vultur via three payloads, where the latter two invoke each other's functionality.",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'infection chain starts with a SMS message instructing the victim to call a phone number'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'a second SMS message that includes a link to a modified McAfee Security package is received'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'along with the dropper-framework called Brunhilda, which deploys Vultur via three payloads'}]","{'actors': ['NCC Group'], 'malware': ['Vultur', 'Brunhilda', 'McAfee Security (modified)'], 'cves': [], 'sectors': ['Financial services'], 'regions': [], 'mitre': []}"
6,guided,"Which actors are connected to the targeting of government and military installations, and what compromised platform and malware components are described?",True,"ToddyCat is described as conducting attacks targeting Microsoft Exchange servers of high-profile government and military installations. The first wave exclusively targeted Microsoft Exchange Servers, which were compromised with a passive backdoor called Samurai (typically on ports 80 and 443). Researchers also describe a second passive backdoor in the Exchange environment, Ninja, used alongside Samurai to take complete control of victim hardware and network.",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'ToddyCat... attacks targeting Microsoft Exchange servers of high-profile government and military installations'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Exchange Servers... compromised with Samurai, a sophisticated passive backdoor that usually works on ports 80 and 443'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'two passive backdoors... called Samurai and Ninja'}]","{'actors': ['ToddyCat'], 'malware': ['Samurai', 'Ninja'], 'cves': [], 'sectors': ['Government', 'Military'], 'regions': ['Asia', 'Europe'], 'mitre': []}"
7,guided,"Which malware or actor activity is associated with exploitation of SOHO routers, and what post-compromise capabilities are described on local networks?",True,"ZuoRAT is described as exploiting known vulnerabilities to target popular SOHO routers from Cisco, Netgear, Asus and others. Post-compromise capabilities include accessing the local LAN, capturing packets transmitted on the device, and staging man-in-the-middle attacks via DNS and HTTPS hijacking, with the ability to hop from a SOHO device into the LAN and stage further attacks.",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'exploiting known vulnerabilities to target popular SOHO routers from Cisco Systems, Netgear, Asus'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'can access the local LAN, capture packets... and stage man-in-the-middle attacks through DNS and HTTPS hijacking'}]","{'actors': ['Black Lotus Labs', 'Lumen Technologies'], 'malware': ['ZuoRAT'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
8,guided,"Which ransomware group is described as using both phishing and named lateral movement and deployment utilities, and what are the specific tools and scripts involved?",True,"Rhysida is described as typically gaining access through phishing, then using Cobalt Strike for lateral movement and PsExec to deploy PowerShell scripts and the Rhysida ransomware payload. The PowerShell script is named g.ps1 (Trojan.PS1.SILENTKILL.A) and is used for actions including terminating antivirus processes, erasing shadow copies, altering RDP configurations, and modifying the AD password.",high,"[{'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'Rhysida typically gains access... through phishing tactics, followed by the use of Cobalt Strike for lateral movement'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'use PsExec to deploy both PowerShell scripts and the Rhysida ransomware payload'}, {'source_id': 'CTI_TEXTS', 'page': 1, 'quote': 'PowerShell script, known as g.ps1... including terminating antivirus... erasing shadow copies... altering... RDP... modifying the active directory (AD) password'}]","{'actors': ['Rhysida (threat actor)', 'U.S. Department of Health and Human Services (HC3)'], 'malware': ['Rhysida', 'Cobalt Strike', 'PsExec', 'g.ps1', 'Trojan.PS1.SILENTKILL.A'], 'cves': [], 'sectors': ['Healthcare'], 'regions': ['United States', 'Chile'], 'mitre': []}"
