id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What is Mallox malware family value?,True,TargetCompany,,,
2,simple,What date is stored for incident mallox_activity_2021-06-01?,True,2021-06-01,,,
3,simple,What type is incident unit42_il_destructive_2023_01_to_10?,True,destructive intrusion,,,
4,simple,What country ISO2 is stored for Israel?,True,IL,,,
5,simple,What is the published date of CVE-2022-2856?,True,2022-07-19,,,
6,simple,What framework is set for mitigation Patch GitLab for CVE-2023-7028?,True,Vendor Advisory,,,
7,simple,What CVE summary describes a zero-click GitLab password reset takeover flaw?,True,Zero-click account takeover flaw in GitLab password reset flow,,,
8,simple,What is the tactic for technique T1092?,True,Command and Control,,,
9,simple,What family is assigned to Trojan.Grokey malware?,True,keylogger,,,
10,simple,What family is assigned to W32.Fanni malware?,True,worm,,,
11,simple,What type is incident INC-CVE-2023-7028-EXPOSED-GITLAB?,True,vulnerability_exposure,,,
12,simple,What publisher is stored for source cisa-fivehands-2021-05-06?,True,CISA,,,
13,simple,What is the published_on date for source cisa-fivehands-2021-05-06?,True,2021-05-06,,,
14,simple,What malware family is FiveHands?,True,Ransomware,,,
15,simple,What technique ID corresponds to Service Execution?,True,T1569.002,,,
16,single_hop,Which CVEs are linked by exploited_in from incident mallox_activity_2021-06-01?,True,"CVE-2020-0618, CVE-2019-1068",,,
17,single_hop,Which techniques are used by incident mallox_activity_2021-06-01?,True,"T1190, T1110, T1566, T1059, T1490, T1070, T1041, T1046",,,
18,single_hop,Which sectors are targeted by incident mallox_activity_2021-06-01?,True,"Manufacturing, Legal, Retail",,,
19,single_hop,Which malware is involved in incident unit42_il_destructive_2023_01_to_10?,True,Wiper malware,,,
20,single_hop,Which technique is used by incident unit42_il_destructive_2023_01_to_10?,True,T1485,,,
21,single_hop,Which victims are targeted by incident unit42_il_destructive_2023_01_to_10?,True,"Education sector organizations in Israel, Technology sector organizations in Israel",,,
22,single_hop,Which country is incident unit42_il_destructive_2023_01_to_10 occurred_in?,True,Israel,,,
23,single_hop,Which tool is involved in incident INC-CVE-2023-7028-EXPOSED-GITLAB?,True,GitLab,,,
24,single_hop,Which CVE is linked by exploited_in from incident INC-CVE-2023-7028-EXPOSED-GITLAB?,True,CVE-2023-7028,,,
25,single_hop,Which technique is used by incident INC-CVE-2023-7028-EXPOSED-GITLAB?,True,T1190,,,
26,single_hop,Which threat actor uses W32.Fanni?,True,Equation,,,
27,single_hop,Which technique does W32.Fanni use for removable-media communication?,True,T1092,,,
28,single_hop,Which malware family is involved in incident cisa-fivehands-2021-05-06-incident-1?,True,"FiveHands, SombRAT",,,
29,single_hop,Which tools are involved in incident cisa-fivehands-2021-05-06-incident-1?,True,"SoftPerfect Network Scanner, PsExec.exe, ServeManager.exe, RouterScan.exe, grabff.exe, rclone.exe, s3browser-9-5-3.exe",,,
30,single_hop,Which techniques are used by incident cisa-fivehands-2021-05-06-incident-1?,True,"T1190, T1016, T1569.002, T1490, T1486",,,
31,multi_hop,How many techniques are linked to Mallox through its incident?,True,8,,,
32,multi_hop,How many CVEs are exploited in Mallox incident mallox_activity_2021-06-01?,True,2,,,
33,multi_hop,Which tactics appear among techniques used in mallox_activity_2021-06-01?,True,"Initial Access, Credential Access, Execution, Impact, Defense Evasion, Exfiltration, Discovery",,,
34,multi_hop,How many distinct tactics are represented in mallox_activity_2021-06-01 techniques?,True,7,,,
35,multi_hop,Which technique IDs have phase Initial Access in mallox_activity_2021-06-01?,True,"T1190, T1566",,,
36,multi_hop,Which sectors are targeted by incidents occurring in Israel?,True,"Education, Technology",,,
37,multi_hop,How many victims are located in Israel?,True,2,,,
38,multi_hop,Which victim sectors are targeted by the Israel destructive intrusion incident?,True,"Education, Technology",,,
39,multi_hop,Which incidents are supported by source unit42_mallox_text?,True,mallox_activity_2021-06-01,,,
40,multi_hop,Which CVE is mitigated by a Vendor Advisory mitigation?,True,CVE-2023-7028,,,
41,multi_hop,How many incidents are linked to technique T1190?,True,3,,,
42,multi_hop,Which incidents are linked to technique T1190?,True,"mallox_activity_2021-06-01, INC-CVE-2023-7028-EXPOSED-GITLAB, cisa-fivehands-2021-05-06-incident-1",,,
43,multi_hop,What is the earliest occurred_on date among all incidents?,True,2021-05-06,,,
44,multi_hop,How many tools are involved in the CISA FiveHands incident?,True,7,,,
45,multi_hop,Which tool is explicitly tied to discovery technique T1016 in the CISA incident?,True,SoftPerfect Network Scanner,,,
46,unanswerable,What CVSS score is stored as a property for CVE-2023-7028?,False,,,,
47,unanswerable,Which specific VPN product name contained the zero-day in the CISA FiveHands incident?,False,,,,
48,unanswerable,What file hash is recorded for ServeManager.exe?,False,,,,
49,unanswerable,Which attacker group conducted the Israel destructive intrusion incident?,False,,,,
50,unanswerable,"How many internet-exposed GitLab instances were vulnerable, as a numeric property?",False,,,,
1,guided,Which ransomware targets Microsoft Windows and what initial access vector does it exploit to compromise victim networks?,True,Mallox ransomware targets computers running Microsoft Windows and is known for exploiting unsecured MS-SQL servers as a penetration vector to compromise victims' networks.,high,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': ""Mallox ransomware specifically targets computers running Microsoft Windows... known for exploiting unsecured MS-SQL servers as a penetration vector to compromise victims' networks.""}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
2,guided,Which CVEs are associated with Mallox ransomware propagation via vulnerable MS-SQL servers?,True,Unit 42 reported Mallox ransomware spreading primarily via vulnerable MS-SQL servers associated with CVE-2020-0618 and CVE-2019-1068.,high,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'This increase is primarily due to Mallox using vulnerable MS-SQL (CVE-2020-0618 and CVE-2019-1068) servers to spread the ransomware.'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': ['CVE-2020-0618', 'CVE-2019-1068'], 'sectors': [], 'regions': [], 'mitre': []}"
3,guided,What industries are targeted by Mallox ransomware?,True,"Mallox ransomware targets manufacturing, professional and legal services, and wholesale and retail industries.",high,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': ""The ransomware's targeted industries are manufacturing, professional and legal services, and wholesale and retail.""}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': ['Manufacturing', 'Professional services', 'Legal services', 'Wholesale', 'Retail'], 'regions': [], 'mitre': []}"
4,guided,"Which tactics are reported as being used by Mallox ransomware operators to access networks, move within them, and impact recovery or investigation?",True,"Reported tactics include brute force, data exfiltration, use of network scanning tools, downloading the payload via command line and PowerShell, deactivating services that hinder encryption, erasing shadow copies, and attempting to eliminate event logs using a Microsoft command utility.",medium,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Unit 42 also observed Mallox using tactics such as brute force, data exfiltration, and the use of network scanning tools.'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'they use the command line and PowerShell to download the Mallox ransomware payload'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'it tries to erase shadow copies... attempts to eliminate all event logs'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Brute Force', 'PowerShell', 'Data Exfiltration']}"
5,guided,Which ransomware uses double extortion and what victim interaction mechanism is described for negotiations?,True,Mallox uses a double extortion method (stealing data before encrypting it) and victims negotiate by using a private key to authenticate themselves.,high,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'the threat actors behind Mallox use the double extortion method - stealing data before encrypting it.'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Victims negotiate with the threat actors by using a private key to authenticate themselves.'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Exfiltration', 'Data Encrypted for Impact']}"
6,guided,Which ransomware is described as a variant of another ransomware strain?,True,Mallox ransomware was discovered to be a variant of the TargetCompany ransomware strain.,high,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Mallox ransomware was discovered to be a variant of the TargetCompany ransomware strain.'}]","{'actors': [], 'malware': ['Mallox ransomware', 'TargetCompany ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
7,guided,"Which vulnerability enables a zero-click account takeover in GitLab, and what business risks are highlighted as downstream impacts?",True,"CVE-2023-7028 enables a zero-click account takeover in GitLab via password reset emails being redirected to an attacker-controlled address. Highlighted downstream risks include supply chain attacks, proprietary code disclosure, and API key leaks.",high,"[{'source_id': 'CTI_TEXTS_4_GITLAB_CVE_2023_7028', 'page': 1, 'quote': 'vulnerable to CVE-2023-7028, a zero-click account takeover flaw... send password reset emails for a targeted account to an attacker-controlled email address'}, {'source_id': 'CTI_TEXTS_4_GITLAB_CVE_2023_7028', 'page': 1, 'quote': 'these servers are at risk of supply chain attacks, proprietary code disclosure, API key leaks'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7028'], 'sectors': [], 'regions': [], 'mitre': ['Account Takeover']}"
