id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What published date is set for CVE-2024-23222?,True,2024-01-01,,,
2,simple,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,True,zero-day exploitation,,,
3,simple,What tactic is assigned to technique T1189?,True,Initial Access,,,
4,simple,What sponsor is listed for threat actor Flax Typhoon?,True,China,,,
5,simple,What country name corresponds to iso2 UA?,True,Ukraine,,,
6,simple,What confidence is set on the attribution of the Uptycs UNC-0050 incident?,True,medium,,,
7,simple,What date is recorded for incident inc_uac0050_feb2023_certua_remcos_phishing?,True,2023-02-01,,,
8,simple,What is the sponsor value for threat actor UAC-0050?,True,Unknown,,,
9,simple,What is the family value for malware CACTUS?,True,Ransomware,,,
10,simple,What boolean value is stored in the CACTUS incident exfiltration field?,True,true,,,
11,simple,What publisher is set for source kroll-cti-cactus-may-2023?,True,Kroll Cyber Threat Intelligence,,,
12,simple,What published date is set for source cisa-fivehands-2021-05-06?,True,2021-05-06,,,
13,simple,What tactic is assigned to technique T1486?,True,Impact,,,
14,simple,What sponsor is recorded for threat actor Lazarus?,True,North Korea,,,
15,simple,What CVSS score is mentioned in the CVE-2023-2868 summary?,True,9.8,,,
16,single_hop,Which CVE is linked by exploited_in from incident-cve-2024-23222-zero-day-exploited?,True,CVE-2024-23222,,,
17,single_hop,Which techniques are used by the WebKit zero-day incident?,True,"T1189, T1203",,,
18,single_hop,Which motivation type is connected to threat actor UNC-0050?,True,espionage,,,
19,single_hop,Which malware does threat actor UNC-0050 use?,True,RemcosRAT,,,
20,single_hop,Which country is the victim Ukrainian government entities located in?,True,Ukraine,,,
21,single_hop,Which technique is used for exfiltration in the Uptycs UNC-0050 incident?,True,T1020,,,
22,single_hop,Which malware does threat actor UAC-0050 use?,True,Remcos RAT,,,
23,single_hop,Which victims does the Feb 2023 UAC-0050 campaign target?,True,"Ukrainian entities, Polish entities",,,
24,single_hop,Which country is victim Polish entities located in?,True,Poland,,,
25,single_hop,Which tools does incident flax-typhoon-mid-2021-activity involve?,True,"Metasploit, Juicy Potato, Mimikatz, SoftEther VPN",,,
26,single_hop,Which C2 service is abused by malware CACTUS?,True,Tox,,,
27,single_hop,Which malware items are involved in incident cisa-fivehands-2021-05-06-1?,True,"FiveHands, SombRAT",,,
