id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What is the publisher of source proofpoint-follina-state-sponsored-phishing?,True,Proofpoint,,,
2,simple,What is the motivation type linked to the Clop operation node?,True,financial,,,
3,simple,What date value is stored for the BlackCat activity date node?,True,2021-11-01,,,
4,simple,What is the incident type for incident-cve-2023-22527-exploitation-attempts?,True,intrusion,,,
5,simple,What is the technique tactic for T1566?,True,Initial Access,,,
6,simple,What sector is assigned to victim Magento ecommerce websites?,True,Retail,,,
7,simple,What is the CVSS stated in the CVE-2024-20720 summary?,True,9.1,,,
8,simple,What is the published_date for CVE-2024-23222?,True,2024-01-01,,,
9,simple,What is the family field for malware BlackCat?,True,Ransomware,,,
10,simple,What is the tactic for technique T1082?,True,Discovery,,,
11,simple,What is the framework value for mitigation Clear GPU local memory?,True,General,,,
12,simple,What sponsor value is set for threat actor Clop?,True,cyber-crime,,,
13,simple,What is the exfiltration flag on incident clop-goanywhere-2023?,True,true,,,
14,simple,What is the technique name for T1498?,True,Network Denial of Service,,,
15,simple,What published_date is stored for CVE-2024-20720?,True,2024-02-01,,,
16,single_hop,Which motivation type is ta_StateSponsoredUnknown motivated by?,True,espionage,,,
17,single_hop,Which technique is used by incident INC-CVE-2024-23222 for Initial Access?,True,T1189,,,
18,single_hop,Which CVE is exploited in incident sansec-cve-2024-20720-magento-backdoor?,True,CVE-2024-20720,,,
19,single_hop,Which victims are targeted by campaign Follina phishing recruitment pitch campaigns (Proofpoint)?,True,"U.S. government workers, E.U. government workers",,,
20,single_hop,Which tool is involved in incident clop-goanywhere-2023?,True,GoAnywhere MFT,,,
21,single_hop,Which technique is mitigated by Clear GPU local memory?,True,T1040,,,
22,single_hop,Which malware is used by threat actor Earth Berberoka?,True,"PlugX, Gh0st RAT, PuppetLoader",,,
23,single_hop,Which capability is leveraged by technique T1040?,True,AI/GenAI,,,
24,single_hop,Which CVE is exploited in incident incident-cve-2023-22527-exploitation-attempts?,True,CVE-2023-22527,,,
25,single_hop,Which threat actor is the incident proofpoint-follina-cve-2022-30190-state-sponsored-phishing attributed to?,True,Unidentified state-sponsored hackers (Proofpoint),,,
