id,category,question,answerable,answer
1,simple,What motivation is listed for the Clop threat actor?,True,financial
2,simple,What sponsor is listed for Flax Typhoon?,True,China
3,simple,What tactic is assigned to technique T1190?,True,Initial Access
4,simple,What type is the incident elektra-leak?,True,cryptojacking
5,simple,What is the published_on date for TAG-EXOTICLILY-2021-09 source?,True,2021-09-01
6,simple,What exfiltration value is set on incident TAG-EXOTICLILY-2021-09?,True,true
7,simple,What tactic is assigned to technique T1056?,True,Collection
8,simple,What sector is assigned to victim academic institutions?,True,Education
9,simple,What ISO2 code is stored for the Taiwan country node?,True,TW
10,simple,What type is set for incident inc_sqzrframework480_nuget_2024-01?,True,supply-chain
11,simple,What tactic is assigned to technique T1566?,True,Initial Access
12,simple,What family value is set for malware SqzrFramework480?,True,.NET/NuGet supply-chain package
13,simple,What date is stored on incident clop-goanywhere-mft-cve-2023-0669-2023?,True,2023-01-01
14,simple,What technique phase is recorded for ChromeLoader using T1059.001?,True,Execution
15,simple,What publisher is listed for source reversinglabs_nuget_sqzrframework480_2024-01?,True,ReversingLabs
16,single_hop,Which motivation type is connected from COLDRIVER via motivated_by?,True,espionage
17,single_hop,Which motivation type is connected from Clop via motivated_by?,True,financial
18,single_hop,Which malware is linked from Clop via uses?,True,Ransom.Clop
19,single_hop,Which tool is linked from incident clop-accellion-fta-2021 via involved_tool?,True,Accellion FTA
20,single_hop,Which CVE is linked from incident clop-goanywhere-mft-cve-2023-0669-2023 via exploited_in?,True,CVE-2023-0669
21,single_hop,Which technique is linked from incident clop-accellion-fta-2021 via used_technique?,True,T1190
22,single_hop,Which technique is linked from incident inc_sqzrframework480_nuget_2024-01 via used_technique for Collection?,True,T1056
23,single_hop,Which technique is linked from incident inc_sqzrframework480_nuget_2024-01 via used_technique for Exfiltration?,True,T1041
24,single_hop,Which victim is targeted by incident inc_sqzrframework480_nuget_2024-01 via targets?,True,Developers using Bozhon technology
25,single_hop,Which sector is connected from inc_sqzrframework480_nuget_2024-01 via targets_sector?,True,Manufacturing
26,single_hop,Which country is linked from Organizations in Taiwan via located_in?,True,Taiwan
27,single_hop,Which tool is linked from EleKtra-Leak threat actor via uses?,True,GitHub
28,single_hop,Which capability is linked from EleKtra-Leak threat actor via leverages?,True,Automation
29,single_hop,Which threat actor is included in campaign EleKtra-Leak via includes?,True,EleKtra-Leak threat actor
30,single_hop,Which victims are attacked by COLDRIVER via attacked?,True,"NATO governments, NGOs, academic institutions, former intelligence and military officers, Ukraine"
31,multi_hop,Which CVE is exploited in the incident attributed to EXOTIC LILY?,True,CVE-2021-40444
32,multi_hop,Which techniques are used in the incident attributed to Clop in 2023?,True,T1190
33,multi_hop,Which tool is involved in the incident that exploited CVE-2023-0669?,True,GoAnywhere MFT
34,multi_hop,Which victims are attacked by the campaign that includes the EleKtra-Leak threat actor?,True,AWS
35,multi_hop,Which technique phases are recorded for incidents supported by Malwarebytes Labs source?,True,Execution
36,multi_hop,How many aliases are linked from Clop via has_alias?,True,3
37,multi_hop,How many aliases are linked from COLDRIVER via has_alias?,True,3
38,multi_hop,How many techniques are connected to incident inc-chromeloader-windows-iso-infection?,True,2
39,multi_hop,How many victims are attacked by COLDRIVER?,True,5
40,multi_hop,How many incidents are attributed_to Clop?,True,2
41,multi_hop,How many tools are used by Flax Typhoon?,True,2
42,multi_hop,Which malware are involved in the incident that exploited CVE-2021-40444?,True,"Conti, Diavol"
43,multi_hop,Which actor is attributed for the incident involving Accellion FTA?,True,Clop
44,multi_hop,Which sponsor is associated with the actor that attacks Organizations in Taiwan?,True,China
45,multi_hop,Which publisher supports both ChromeLoader and its associated Windows ISO infection incident?,True,"Malwarebytes Labs, Red Canary"
46,unanswerable,What remote IP address does SqzrFramework480 send data to?,False,
47,unanswerable,Which AWS regions were used for EleKtra-Leak EC2 cryptojacking instances?,False,
48,unanswerable,What encryption algorithm is used by Ransom.Clop?,False,
49,unanswerable,What file hash identifies the ChromeLoader ISO payload?,False,
50,unanswerable,Which specific organizations in Taiwan were targeted by Flax Typhoon?,False,
