q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What is Mallox malware family value?,TargetCompany,The value of the Mallox malware family is not explicitly stated in the provided context.,0.0,0.0,0.0,0.0,0.0,0.0,0.8088483810424805,0.0,0.0,1.0,1.1071921717375517
1,simple,GRAG,What is Mallox malware family value?,TargetCompany,The malware family value for Mallox is TargetCompany.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8253208994865417,0.0,0.0,1.0,8.210898479446769
1,simple,AGRAG,What is Mallox malware family value?,TargetCompany,The malware family value for Mallox is TargetCompany.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8253208994865417,0.0,0.0,1.0,2.897031777538359
1,simple,HRAG,What is Mallox malware family value?,TargetCompany,Mallox,0.0,0.0,0.0,0.0,0.0,0.0,0.8364751935005188,0.0,0.0,1.0,3.0902263270691037
2,simple,RAG,What date is stored for incident mallox_activity_2021-06-01?,2021-06-01,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5421069422736764
2,simple,GRAG,What date is stored for incident mallox_activity_2021-06-01?,2021-06-01,"The date stored for incident mallox_activity_2021-06-01 is June 1, 2021.",1.0,0.0,0.0,17.92334464048542,0.35294117647058826,0.35294117647058826,0.8211904764175415,0.0,0.0,1.0,9.721118403598666
2,simple,AGRAG,What date is stored for incident mallox_activity_2021-06-01?,2021-06-01,2021-06-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.317549590021372
2,simple,HRAG,What date is stored for incident mallox_activity_2021-06-01?,2021-06-01,2021-06-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.9465118255466223
3,simple,RAG,What type is incident unit42_il_destructive_2023_01_to_10?,destructive intrusion,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6109158741310239
3,simple,GRAG,What type is incident unit42_il_destructive_2023_01_to_10?,destructive intrusion,The incident unit42_il_destructive_2023_01_to_10 is a destructive intrusion.,1.0,0.0,0.22222222222222224,3.8292061380205022,0.2666666666666667,0.2666666666666667,0.8298867344856262,0.14285714285714285,0.0,1.0,2.600881421007216
3,simple,AGRAG,What type is incident unit42_il_destructive_2023_01_to_10?,destructive intrusion,destructive intrusion,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998211860657,1.0,0.0,1.0,6.131946764886379
3,simple,HRAG,What type is incident unit42_il_destructive_2023_01_to_10?,destructive intrusion,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.944533401168883
4,simple,RAG,What country ISO2 is stored for Israel?,IL,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.566696360707283
4,simple,GRAG,What country ISO2 is stored for Israel?,IL,The ISO2 code for Israel is IL.,1.0,0.0,0.0,5.522397783539471,0.25,0.25,0.8170779943466187,0.0,0.0,1.0,0.643907880410552
4,simple,AGRAG,What country ISO2 is stored for Israel?,IL,IL,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.840301419608295
4,simple,HRAG,What country ISO2 is stored for Israel?,IL,IL,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.881961992010474
5,simple,RAG,What is the published date of CVE-2022-2856?,2022-07-19,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6081461738795042
5,simple,GRAG,What is the published date of CVE-2022-2856?,2022-07-19,"The published date of CVE-2022-2856 is July 19, 2022.",0.0,0.0,0.0,4.065425428798724,0.28571428571428575,0.28571428571428575,0.7711484432220459,0.0,0.0,1.0,2.1435317434370518
5,simple,AGRAG,What is the published date of CVE-2022-2856?,2022-07-19,2022-07-19,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.3582624662667513
5,simple,HRAG,What is the published date of CVE-2022-2856?,2022-07-19,2022-07-19,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,3.3820980144664645
6,simple,RAG,What framework is set for mitigation Patch GitLab for CVE-2023-7028?,Vendor Advisory,I don't know. The provided context does not mention a framework for mitigation or patching for CVE-2023-7028.,0.0,0.0,0.0,0.0,0.0,0.0,0.7916056513786316,0.0,0.0,1.0,0.7887888122349977
6,simple,GRAG,What framework is set for mitigation Patch GitLab for CVE-2023-7028?,Vendor Advisory,The framework set for mitigation for the Patch GitLab for CVE-2023-7028 is Vendor Advisory.,1.0,0.0,0.125,4.5739135561238005,0.2222222222222222,0.2222222222222222,0.8254546523094177,0.07142857142857142,0.0,1.0,8.267089725472033
6,simple,AGRAG,What framework is set for mitigation Patch GitLab for CVE-2023-7028?,Vendor Advisory,"The framework set is ""Vendor Advisory"".",1.0,0.0,0.0,9.535414040914192,0.5,0.5,0.8435530662536621,0.0,0.0,1.0,2.8593855183571577
6,simple,HRAG,What framework is set for mitigation Patch GitLab for CVE-2023-7028?,Vendor Advisory,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.933679053559899
