q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What sponsor country is listed for APT35?,Iran,Iran,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,0.6933908127248287
1,simple,GRAG,What sponsor country is listed for APT35?,Iran,The sponsor country listed for APT35 is Iran.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.815328061580658,0.0,0.0,1.0,8.386390900239348
1,simple,AGRAG,What sponsor country is listed for APT35?,Iran,Iran,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.3151963483542204
1,simple,HRAG,What sponsor country is listed for APT35?,Iran,Iran,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.442941161803901
2,simple,RAG,What motivation is recorded for APT35?,espionage,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6614061500877142
2,simple,GRAG,What motivation is recorded for APT35?,espionage,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.335835883393884
2,simple,AGRAG,What motivation is recorded for APT35?,espionage,espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.9999996423721313,1.0,0.0,1.0,2.636503062210977
2,simple,HRAG,What motivation is recorded for APT35?,espionage,Espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.8526207804679871,1.0,0.0,1.0,2.631455559283495
3,simple,RAG,What is the incident type for clop-goanywhere-2023?,ransomware,The incident type for clop-goanywhere-2023 is a ransomware attack involving data theft.,1.0,0.0,0.15384615384615385,3.0890553181566975,0.13333333333333333,0.13333333333333333,0.7987246513366699,0.08333333333333333,0.0,1.0,0.7357970830053091
3,simple,GRAG,What is the incident type for clop-goanywhere-2023?,ransomware,The incident type for clop-goanywhere-2023 is ransomware.,1.0,0.0,0.0,5.522397783539471,0.19999999999999998,0.19999999999999998,0.8068081140518188,0.0,0.0,1.0,5.61072385776788
3,simple,AGRAG,What is the incident type for clop-goanywhere-2023?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.3279662216082215
3,simple,HRAG,What is the incident type for clop-goanywhere-2023?,ransomware,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.756496467627585
4,simple,RAG,What is the occurred_on date value for the GoAnywhere incident Date node?,2023-01-18,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5117032863199711
4,simple,GRAG,What is the occurred_on date value for the GoAnywhere incident Date node?,2023-01-18,"I'm sorry, but I don't have any information about the ""occurred_on"" date value for the GoAnywhere incident Date node.",0.0,0.0,0.0,0.0,0.0,0.0,0.7693334817886353,0.0,0.0,1.0,6.63578355871141
4,simple,AGRAG,What is the occurred_on date value for the GoAnywhere incident Date node?,2023-01-18,2023-01-18,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.265849804505706
4,simple,HRAG,What is the occurred_on date value for the GoAnywhere incident Date node?,2023-01-18,2023-01-18,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.654318481683731
5,simple,RAG,What is the published_date for CVE-2023-0669?,2023-01-01,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5263449819758534
5,simple,GRAG,What is the published_date for CVE-2023-0669?,2023-01-01,"The published date for CVE-2023-0669 is January 1, 2023.",0.0,0.0,0.0,3.673526562988939,0.14285714285714288,0.14285714285714288,0.8022757172584534,0.0,0.0,1.0,2.195610015653074
5,simple,AGRAG,What is the published_date for CVE-2023-0669?,2023-01-01,2023-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.5225202050060034
5,simple,HRAG,What is the published_date for CVE-2023-0669?,2023-01-01,2023-01-18,0.0,0.0,0.0,66.87403049764218,0.6666666666666666,0.6666666666666666,0.9614047408103943,0.0,0.0,1.0,3.8250726349651814
6,simple,RAG,What malware family is assigned to JinxLoader?,Loader,The malware family assigned to JinxLoader is not specified in the provided context.,1.0,0.0,0.0,0.0,0.0,0.0,0.8173925876617432,0.0,0.0,1.0,0.6695351051166654
6,simple,GRAG,What malware family is assigned to JinxLoader?,Loader,I don't have information about JinxLoader.,1.0,0.0,0.0,0.0,0.0,0.0,0.8270165920257568,0.0,0.0,1.0,2.585065790452063
6,simple,AGRAG,What malware family is assigned to JinxLoader?,Loader,Loader,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,2.369226371869445
6,simple,HRAG,What malware family is assigned to JinxLoader?,Loader,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.2354733739048243
7,simple,RAG,What malware family is assigned to Formbook?,Infostealer,Formbook is assigned to the malware family of Formbook.,0.0,0.0,0.0,0.0,0.0,0.0,0.7955222129821777,0.0,0.0,1.0,1.4067279659211636
7,simple,GRAG,What malware family is assigned to Formbook?,Infostealer,The malware family assigned to Formbook is Infostealer.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8436497449874878,0.0,0.0,1.0,2.3617783151566982
7,simple,AGRAG,What malware family is assigned to Formbook?,Infostealer,Infostealer,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.230958292260766
7,simple,HRAG,What malware family is assigned to Formbook?,Infostealer,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.18404131103307
8,simple,RAG,What malware family is assigned to XLoader?,Infostealer,XLoader is assigned to the JinxLoader malware family.,0.0,0.0,0.0,0.0,0.0,0.0,0.7974159121513367,0.0,0.0,1.0,0.6048787981271744
8,simple,GRAG,What malware family is assigned to XLoader?,Infostealer,The malware family assigned to XLoader is Infostealer.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8516610264778137,0.0,0.0,1.0,1.775299223139882
8,simple,AGRAG,What malware family is assigned to XLoader?,Infostealer,Infostealer,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.7918152175843716
8,simple,HRAG,What malware family is assigned to XLoader?,Infostealer,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4210780849680305
9,simple,RAG,What malware family is assigned to Remcos RAT?,RAT,The malware family assigned to Remcos is RAT (Remote Access Trojan).,1.0,0.0,0.16666666666666669,2.8398387225677895,0.16666666666666669,0.16666666666666669,0.8137673735618591,0.09090909090909091,0.0,1.0,0.6638989001512527
