q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What published date is set for CVE-2024-23222?,2024-01-01,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9884476382285357
1,simple,GRAG,What published date is set for CVE-2024-23222?,2024-01-01,"The published date set for CVE-2024-23222 is January 1, 2024.",0.0,0.0,0.0,3.377156414337854,0.13333333333333333,0.13333333333333333,0.7872331738471985,0.0,0.0,1.0,3.7841623527929187
1,simple,AGRAG,What published date is set for CVE-2024-23222?,2024-01-01,2024-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,2.3805060097947717
1,simple,HRAG,What published date is set for CVE-2024-23222?,2024-01-01,2024-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,4.192376896739006
2,simple,RAG,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,zero-day exploitation,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4534509489312768
2,simple,GRAG,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,zero-day exploitation,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7798824924975634
2,simple,AGRAG,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,zero-day exploitation,zero-day exploitation,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.696770708076656
2,simple,HRAG,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,zero-day exploitation,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.122357207350433
3,simple,RAG,What tactic is assigned to technique T1189?,Initial Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6853480441495776
3,simple,GRAG,What tactic is assigned to technique T1189?,Initial Access,"I'm sorry, but I don't have information about the tactic assigned to technique T1189. The results retrieved from the database were empty.",0.0,0.0,0.0,0.0,0.0,0.0,0.8062710165977478,0.0,0.0,1.0,3.4658140828832984
3,simple,AGRAG,What tactic is assigned to technique T1189?,Initial Access,Initial Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.3770587211474776
3,simple,HRAG,What tactic is assigned to technique T1189?,Initial Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0048544984310865
4,simple,RAG,What sponsor is listed for threat actor Flax Typhoon?,China,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5230397237464786
4,simple,GRAG,What sponsor is listed for threat actor Flax Typhoon?,China,There is no sponsor listed for threat actor Flax Typhoon.,0.0,0.0,0.0,0.0,0.0,0.0,0.8082852363586426,0.0,0.0,1.0,6.332440301775932
4,simple,AGRAG,What sponsor is listed for threat actor Flax Typhoon?,China,China,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.18578321300447
4,simple,HRAG,What sponsor is listed for threat actor Flax Typhoon?,China,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4229922024533153
5,simple,RAG,What country name corresponds to iso2 UA?,Ukraine,Ukraine,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4660402489826083
5,simple,GRAG,What country name corresponds to iso2 UA?,Ukraine,"The country name that corresponds to the ISO 2 code ""UA"" is Ukraine.",1.0,0.0,0.0,2.445593937240363,0.14285714285714288,0.14285714285714288,0.8110977411270142,0.0,0.0,1.0,0.7496494492515922
5,simple,AGRAG,What country name corresponds to iso2 UA?,Ukraine,Ukraine,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.1113891629502177
5,simple,HRAG,What country name corresponds to iso2 UA?,Ukraine,Ukraine,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.480004376731813
6,simple,RAG,What confidence is set on the attribution of the Uptycs UNC-0050 incident?,medium,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49770949594676495
