q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What published date is recorded for CVE-2023-4966?,2023-10-10,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5985607169568539
1,simple,GRAG,What published date is recorded for CVE-2023-4966?,2023-10-10,"The published date recorded for CVE-2023-4966 is October 10, 2023.",0.0,0.0,0.0,3.737437943747671,0.26666666666666666,0.26666666666666666,0.7866633534431458,0.0,0.0,1.0,3.395160675048828
1,simple,AGRAG,What published date is recorded for CVE-2023-4966?,2023-10-10,2023-10-10,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.741176461800933
1,simple,HRAG,What published date is recorded for CVE-2023-4966?,2023-10-10,2023-10-10,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,3.3871610974892974
2,simple,RAG,What type is the incident citrixbleed-observed-exploitation-2023-10-10?,intrusion,"The incident type is ""Citrix Bleed""",0.0,0.0,0.0,0.0,0.0,0.0,0.8214832544326782,0.0,0.0,1.0,0.6547136511653662
2,simple,GRAG,What type is the incident citrixbleed-observed-exploitation-2023-10-10?,intrusion,The incident citrixbleed-observed-exploitation-2023-10-10 is of type 'intrusion'.,1.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.7891790270805359,0.0,0.0,1.0,2.4552099937573075
2,simple,AGRAG,What type is the incident citrixbleed-observed-exploitation-2023-10-10?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.9068254828453064
2,simple,HRAG,What type is the incident citrixbleed-observed-exploitation-2023-10-10?,intrusion,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0033880909904838
3,simple,RAG,What type is the incident spectralblur-macos-backdoor-discovery?,intrusion,The incident type is a backdoor.,0.0,0.0,0.0,0.0,0.0,0.0,0.8303627371788025,0.0,0.0,1.0,0.8292660238221288
3,simple,GRAG,What type is the incident spectralblur-macos-backdoor-discovery?,intrusion,The incident type for spectralblur-macos-backdoor-discovery is intrusion.,1.0,0.0,0.0,5.522397783539471,0.18181818181818182,0.18181818181818182,0.8016470074653625,0.0,0.0,1.0,8.045872559770942
3,simple,AGRAG,What type is the incident spectralblur-macos-backdoor-discovery?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.553304106928408
3,simple,HRAG,What type is the incident spectralblur-macos-backdoor-discovery?,intrusion,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9733214024454355
4,simple,RAG,What sponsor is listed for the threat actor Lazarus?,North Korea,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6067784819751978
4,simple,GRAG,What sponsor is listed for the threat actor Lazarus?,North Korea,The sponsor listed for the threat actor Lazarus is North Korea.,1.0,0.0,0.15384615384615385,6.772997136689072,0.3076923076923077,0.3076923076923077,0.8686884641647339,0.09090909090909091,0.0,1.0,12.186799371615052
4,simple,AGRAG,What sponsor is listed for the threat actor Lazarus?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.4025812428444624
4,simple,HRAG,What sponsor is listed for the threat actor Lazarus?,North Korea,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8432079199701548
5,simple,RAG,What sponsor is listed for the threat actor BlueNoroff?,North Korea,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7914019422605634
5,simple,GRAG,What sponsor is listed for the threat actor BlueNoroff?,North Korea,North Korea is listed as the sponsor for the threat actor BlueNoroff.,1.0,0.0,0.2857142857142857,6.178110636313396,0.2857142857142857,0.2857142857142857,0.8701562881469727,0.16666666666666666,0.0,1.0,2.3807453168556094
5,simple,AGRAG,What sponsor is listed for the threat actor BlueNoroff?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.318906827829778
5,simple,HRAG,What sponsor is listed for the threat actor BlueNoroff?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,7.177468918263912
6,simple,RAG,What is the motivation type node linked to Lazarus?,espionage,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6896610194817185
6,simple,GRAG,What is the motivation type node linked to Lazarus?,espionage,The motivation type node linked to Lazarus is espionage.,1.0,0.0,0.0,4.196114906296549,0.19999999999999998,0.19999999999999998,0.8302673101425171,0.0,0.0,1.0,11.608827911317348
6,simple,AGRAG,What is the motivation type node linked to Lazarus?,espionage,espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.9999996423721313,1.0,0.0,1.0,2.804312890395522
6,simple,HRAG,What is the motivation type node linked to Lazarus?,espionage,Espionage,1.0,1.0,1.0,0.0,1.0,1.0,0.8526207804679871,1.0,0.0,1.0,3.9297505440190434
7,simple,RAG,What technique tactic is recorded for technique T1185?,Credential Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5311116389930248
7,simple,GRAG,What technique tactic is recorded for technique T1185?,Credential Access,The technique tactic recorded for technique T1185 is Credential Access.,1.0,0.0,0.16666666666666669,7.495553473355842,0.33333333333333337,0.33333333333333337,0.8556445837020874,0.1,0.0,1.0,8.775130627676845
7,simple,AGRAG,What technique tactic is recorded for technique T1185?,Credential Access,Credential Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.477125340141356
7,simple,HRAG,What technique tactic is recorded for technique T1185?,Credential Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.450952679850161
8,simple,RAG,What technique tactic is recorded for technique T1203?,Execution,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0368703985586762
8,simple,GRAG,What technique tactic is recorded for technique T1203?,Execution,The technique tactic recorded for technique T1203 is Execution.,1.0,0.0,0.0,4.196114906296549,0.19999999999999998,0.19999999999999998,0.8182111382484436,0.0,0.0,1.0,1.9075223384425044
8,simple,AGRAG,What technique tactic is recorded for technique T1203?,Execution,The tactic recorded for technique T1203 is Execution.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8163658976554871,0.0,0.0,1.0,3.6566077219322324
8,simple,HRAG,What technique tactic is recorded for technique T1203?,Execution,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8499899497255683
9,simple,RAG,What technique tactic is recorded for technique T1110?,Credential Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5197547106072307
9,simple,GRAG,What technique tactic is recorded for technique T1110?,Credential Access,There is no information available for technique T1110.,0.0,0.0,0.0,0.0,0.0,0.0,0.7897577285766602,0.0,0.0,1.0,3.721559764817357
9,simple,AGRAG,What technique tactic is recorded for technique T1110?,Credential Access,Credential Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.9958040956407785
9,simple,HRAG,What technique tactic is recorded for technique T1110?,Credential Access,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9107438810169697
10,simple,RAG,What technique tactic is recorded for technique T1210?,Lateral Movement,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9173658564686775
10,simple,GRAG,What technique tactic is recorded for technique T1210?,Lateral Movement,The tactic recorded for technique T1210 is Lateral Movement.,1.0,0.0,0.1818181818181818,8.392229812593097,0.3636363636363636,0.3636363636363636,0.8813697099685669,0.1111111111111111,0.0,1.0,2.0354360239580274
10,simple,AGRAG,What technique tactic is recorded for technique T1210?,Lateral Movement,Lateral Movement,1.0,1.0,1.0,0.0,1.0,1.0,0.9999999403953552,1.0,0.0,1.0,2.4198318170383573
