id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What motivation is listed for the Clop threat actor?,True,financial,,,
2,simple,What sponsor is listed for Flax Typhoon?,True,China,,,
3,simple,What tactic is assigned to technique T1190?,True,Initial Access,,,
4,simple,What type is the incident elektra-leak?,True,cryptojacking,,,
5,simple,What is the published_on date for TAG-EXOTICLILY-2021-09 source?,True,2021-09-01,,,
6,simple,What exfiltration value is set on incident TAG-EXOTICLILY-2021-09?,True,true,,,
7,simple,What tactic is assigned to technique T1056?,True,Collection,,,
8,simple,What sector is assigned to victim academic institutions?,True,Education,,,
9,simple,What ISO2 code is stored for the Taiwan country node?,True,TW,,,
10,simple,What type is set for incident inc_sqzrframework480_nuget_2024-01?,True,supply-chain,,,
11,simple,What tactic is assigned to technique T1566?,True,Initial Access,,,
12,simple,What family value is set for malware SqzrFramework480?,True,.NET/NuGet supply-chain package,,,
13,simple,What date is stored on incident clop-goanywhere-mft-cve-2023-0669-2023?,True,2023-01-01,,,
14,simple,What technique phase is recorded for ChromeLoader using T1059.001?,True,Execution,,,
15,simple,What publisher is listed for source reversinglabs_nuget_sqzrframework480_2024-01?,True,ReversingLabs,,,
16,single_hop,Which motivation type is connected from COLDRIVER via motivated_by?,True,espionage,,,
17,single_hop,Which motivation type is connected from Clop via motivated_by?,True,financial,,,
18,single_hop,Which malware is linked from Clop via uses?,True,Ransom.Clop,,,
19,single_hop,Which tool is linked from incident clop-accellion-fta-2021 via involved_tool?,True,Accellion FTA,,,
20,single_hop,Which CVE is linked from incident clop-goanywhere-mft-cve-2023-0669-2023 via exploited_in?,True,CVE-2023-0669,,,
21,single_hop,Which technique is linked from incident clop-accellion-fta-2021 via used_technique?,True,T1190,,,
22,single_hop,Which technique is linked from incident inc_sqzrframework480_nuget_2024-01 via used_technique for Collection?,True,T1056,,,
23,single_hop,Which technique is linked from incident inc_sqzrframework480_nuget_2024-01 via used_technique for Exfiltration?,True,T1041,,,
