id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which vulnerabilities are described as being exploited by multiple threat groups, and what information types were stolen via that exploitation?",True,"CVE-2023-37580 (Zimbra Collaboration) was exploited by four different groups, and the exploitation was observed stealing email data, user credentials, and authentication tokens.","[{'source_id': 'CTI_TEXTS_1_ZIMBRA_CVE-2023-37580', 'page': 1, 'quote': 'TAG has observed four different groups exploiting the same bug to steal email data, user credentials, and authentication tokens.'}]","{'actors': ['Google Threat Analysis Group (TAG)'], 'malware': [], 'cves': ['CVE-2023-37580'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-06-01', 'to': None}",high
2,"For each GPU-related vulnerability described, which vendors’ products are affected and what types of sensitive data can be recovered?",True,"CVE-2023-4969 (LeftoverLocals) affects GPUs from AMD, Apple, Qualcomm, and Imagination Technologies, and enables recovery of sensitive ML/LLM computation artifacts including model inputs, outputs, weights, and intermediate computations.","[{'source_id': 'CTI_TEXTS_3_LEFTOVERLOCALS_CVE-2023-4969', 'page': 1, 'quote': 'affecting graphics processing units from AMD, Apple, Qualcomm, and Imagination Technologies'}, {'source_id': 'CTI_TEXTS_3_LEFTOVERLOCALS_CVE-2023-4969', 'page': 1, 'quote': 'The recovered data can reveal sensitive information... including model inputs, outputs, weights, and intermediate computations.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4969'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which actor is described as linked to a specific government intelligence organization, and what sector(s) did the actor target in the described activity?",True,"Seedworm (aka Muddywater) is described as believed to be a subordinate part of Iran’s Ministry of Intelligence and Security (MOIS), and it targeted organizations in the telecommunications sector (in Egypt, Sudan, and Tanzania).","[{'source_id': 'CTI_TEXTS_6_SEEDWORM_MUDDYWATER', 'page': 1, 'quote': 'Seedworm (aka Muddywater) has been targeting organizations operating in the telecommunications sector in Egypt, Sudan, and Tanzania.'}, {'source_id': 'CTI_TEXTS_6_SEEDWORM_MUDDYWATER', 'page': 1, 'quote': ""believed to be a subordinate part of Iran's Ministry of Intelligence and Security (MOIS).""}]","{'actors': ['Seedworm', 'Muddywater', 'Iran Ministry of Intelligence and Security (MOIS)'], 'malware': [], 'cves': [], 'sectors': ['Telecommunications'], 'regions': ['Egypt', 'Sudan', 'Tanzania', 'Middle East'], 'mitre': []}","{'from': '2017-01-01', 'to': '2023-11-30'}",high
4,"Which ransomware operations are described as targeting the financial sector, and what other sectors are also mentioned as targets for those operations?",True,"Yanluowang is described as primarily focused on attacking the financial sector and also targeting manufacturing, IT services, consultancy, and engineering.","[{'source_id': 'CTI_TEXTS_9_YANLUOWANG', 'page': 1, 'quote': 'primarily focused on attacking organizations within the financial sector, they have also targeted companies in manufacturing, IT services, consultancy, and engineering.'}]","{'actors': ['Yanluowang'], 'malware': ['Yanluowang ransomware'], 'cves': [], 'sectors': ['Financial', 'Manufacturing', 'IT services', 'Consultancy', 'Engineering'], 'regions': ['United States'], 'mitre': []}","{'from': '2021-08-01', 'to': None}",high
5,"Which ransomware group is described as maintaining a data leak site, and what kinds of victim information are stated as being published?",True,"The group behind RansomExx (RansomEXX) is described as having started a leak site to publish stolen data, including publishing personal information and credit card details of victims (example: volunteers at a Scottish mental health charity).","[{'source_id': 'CTI_TEXTS_8_RANSOMEXX', 'page': 1, 'quote': 'In 2020, the group also started a leak site for publishing stolen data.'}, {'source_id': 'CTI_TEXTS_8_RANSOMEXX', 'page': 1, 'quote': ""they published 12GB worth of data that included the personal information and even credit card details of the charity's volunteers.""}]","{'actors': ['RansomExx'], 'malware': ['RansomExx', 'Defray777'], 'cves': [], 'sectors': ['Government', 'Manufacturing', 'Nonprofit'], 'regions': ['Scotland'], 'mitre': []}","{'from': '2018-01-01', 'to': '2022-03-31'}",medium
6,"Which ransomware operation is described as using multiple distribution channels, and what are those channels?",True,Royal ransomware is described as being distributed via malicious attachments and via malicious advertisements in some campaigns.,"[{'source_id': 'CTI_TEXTS_5_ROYAL_RANSOMWARE', 'page': 1, 'quote': 'Some Royal ransomware campaigns distribute the malware via malicious attachments, and some distribute the malware via malicious advertisements.'}]","{'actors': ['Royal'], 'malware': ['Royal ransomware'], 'cves': [], 'sectors': [], 'regions': ['United States'], 'mitre': []}","{'from': '2022-01-01', 'to': None}",high
7,Which ransomware operation is described as using an exfiltration-based extortion model that threatens public release of stolen data?,False,,"[{'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': ""Kroll's research noted instances of data exfiltration and victim extortion over Tox, a peer-to-peer messaging service""}]","{'actors': [], 'malware': ['CACTUS ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-03-01', 'to': None}",low
8,"Which ransomware variant is described as using a binary decryption key mechanism to evade antivirus detection, and where is the key stored and executed from?",True,CACTUS is described as requiring a key for decrypting the binary to evade antivirus detection; the key is embedded in a file named ntuser.dat and loaded through a scheduled task.,"[{'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': 'CACTUS uses a unique tactic by requiring a key for decrypting the binary, likely implemented to evade antivirus detection.'}, {'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': 'This key is embedded within a file named ntuser.dat, loaded through a scheduled task.'}]","{'actors': ['Kroll Cyber Threat Intelligence'], 'malware': ['CACTUS ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-03-01', 'to': None}",high
9,"Which threat actor is described as exploiting vulnerable VPN appliances for initial access, and what internal reconnaissance tooling is mentioned after access is gained?",True,"CACTUS is described as initially exploiting vulnerable VPN appliances; after access, it conducts internal scouting using SoftPerfect Network Scanner and PowerShell commands to enumerate endpoints, identify user accounts, and ping remote endpoints.","[{'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': 'The initial exploit involves the exploitation of vulnerable VPN appliances'}, {'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': 'internal scouting using tools like SoftPerfect Network Scanner and PowerShell commands to enumerate endpoints, identify user accounts, and ping remote endpoints.'}]","{'actors': ['CACTUS'], 'malware': ['CACTUS ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-03-01', 'to': None}",high
10,"Which actor is described as using both legitimate remote management tools and malicious post-exploitation frameworks for persistence, and what specific tools are listed?",True,"CACTUS is described as maintaining persistence using legitimate tools (Splashtop, AnyDesk, SuperOps RMM) and malicious tools (Cobalt Strike, Chisel).","[{'source_id': 'CTI_TEXTS_7_CACTUS', 'page': 1, 'quote': 'deploys various remote access methods, including legitimate tools like Splashtop, AnyDesk, and SuperOps RMM, along with malicious tools like Cobalt Strike and Chisel.'}]","{'actors': ['CACTUS'], 'malware': ['CACTUS ransomware', 'Cobalt Strike', 'Chisel'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-03-01', 'to': None}",high
