id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actor is associated with credential phishing and impersonation to build trust with targets, and what victim categories are explicitly targeted?",True,"COLDRIVER is described as a Russian threat group focused on credential phishing, and it uses impersonation accounts to build rapport with targets. The text explicitly lists targets as high-profile individuals in NGOs, former intelligence and military officers, and NATO governments; it also notes continued focus on Ukraine, NATO countries, academic institutions, and NGOs.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'COLDRIVER ... focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""COLDRIVER ... often utilizes impersonation accounts ... increasing the likelihood of the phishing campaign's success""}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academia'], 'regions': ['Russia', 'Ukraine', 'NATO'], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which nation-state actor targets organizations in Taiwan for likely espionage, and what operational approach is described for maintaining access?",True,Flax Typhoon (a China-based nation-state activity group) targets dozens of organizations in Taiwan with the likely intention of espionage. It gains and maintains long-term access with minimal use of malware by relying on built-in operating system tools and some normally benign software to quietly remain in networks.,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Flax Typhoon, based in China, that is targeting dozens of organizations in Taiwan with the likely intention of performing espionage'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'gains and maintains long-term access ... with minimal use of malware, relying on tools built into the operating system'}]","{'actors': ['Flax Typhoon'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['China', 'Taiwan'], 'mitre': []}","{'from': None, 'to': None}",high
3,Which malware is described as a browser hijacker that uses PowerShell and what downstream risks are explicitly stated?,True,ChromeLoader is described as a persistent browser hijacker that uses PowerShell. The stated downstream risks include propagation of ransomware or spyware and theft of browser-session data.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'its use of PowerShell could pose a greater risk by leading to further and advanced malicious activity, such as the propagation of ransomware or spyware or theft of browser-session data'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'ChromeLoader is a pervasive and persistent browser hijacker ... manifests as a browser extension'}]","{'actors': [], 'malware': ['ChromeLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
4,"What initial infection vector is described for ChromeLoader on Windows endpoints, and what user lure themes are used?",True,"On Windows machines, ChromeLoader infections occur via ISO files that pose as cracked video games or pirated films/TV programs (i.e., piracy-themed lures).","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'On Windows machines, victims become infected ... through ISO files that poses as a cracked video game or pirated films or TV programs'}]","{'actors': [], 'malware': ['ChromeLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which ransomware/extortion operation is linked to a cybercrime group with multiple aliases, and what shift in extortion method is described?",True,"Clop is an extortion and ransomware operation run by Snakefly (aka TA505, FIN11). The text describes a shift from encrypting files with its ransomware payload to sometimes avoiding encryption and relying on threatening to leak stolen data to extort victims.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Clop is an extortion and ransomware operation run by a cyber-crime group known as Snakefly (aka TA505, FIN11)'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'in recent times it has been known to eschew encryption entirely and rely on the threat of leaking stolen data'}]","{'actors': ['Snakefly', 'TA505', 'FIN11'], 'malware': ['Clop', 'Ransom.Clop'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which CVE is explicitly associated with exploitation by the Clop operation, and which managed file transfer platform is named as the affected target?",True,CVE-2023-0669 is explicitly attributed to Clop exploiting a zero-day vulnerability in the GoAnywhere MFT platform.,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'exploiting a zero-day vulnerability (CVE-2023-0669) in the GoAnywhere MFT platform'}]","{'actors': ['Snakefly', 'TA505', 'FIN11'], 'malware': ['Clop'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which initial access broker is described as exploiting a Microsoft MSHTML zero-day, and which ransomware operators are named as downstream collaborators or outcomes?",True,"EXOTIC LILY is described as an Initial Access Broker that exploited CVE-2021-40444 (Microsoft MSHTML). The activity is described as closely linked with deployment of human-operated ransomware such as Conti and Diavol, and the group appears to be working with FIN12 / WIZARD SPIDER.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'EXOTIC LILY, exploiting a 0day in Microsoft MSHTML (CVE-2021-40444)... we determined they are an Initial Access Broker (IAB)'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'activities appear to be closely linked with ... deployment of human-operated ransomware such as Conti and Diavol'}]","{'actors': ['EXOTIC LILY', 'FIN12', 'WIZARD SPIDER'], 'malware': ['Conti', 'Diavol'], 'cves': ['CVE-2021-40444'], 'sectors': [], 'regions': ['Russia'], 'mitre': []}","{'from': '2021-09-01', 'to': '2021-11-30'}",high
8,What scale of phishing activity is attributed to EXOTIC LILY in terms of daily email volume and number of targeted organizations?,True,"At its peak, EXOTIC LILY was estimated to be sending more than 5,000 emails per day to as many as 650 targeted organizations globally.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'At the peak of EXOTIC LILY’s activity, we estimate they were sending more than 5,000 emails a day, to as many as 650 targeted organizations globally'}]","{'actors': ['EXOTIC LILY'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': '2021-11-30'}",high
9,"Which threat campaign targets exposed IAM credentials in public GitHub repositories, and what cloud resource type is created for what type of monetization activity?",True,"The EleKtra-Leak campaign targets exposed IAM credentials in public GitHub repositories. When credentials are obtained, the actor creates multiple AWS EC2 instances to conduct long-lasting cryptojacking operations.","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'EleKtra-Leak ... automated targeting of exposed identity and access management (IAM) credentials within public GitHub repositories'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'able to create multiple AWS Elastic Compute (EC2) instances that they used for wide-ranging and long-lasting cryptojacking operations'}]","{'actors': ['EleKtra-Leak'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which malicious software supply-chain artifact is described as harvesting industrial-system data, and what specific data collection and transfer behaviors are explicitly mentioned?",True,"The suspicious NuGet package SqzrFramework480 is described as harvesting information from industrial systems. It can harvest data from cameras and robotic arms, take screenshots, send ping packets, and open sockets for data transfer; screenshots are described as being captured continuously and sent to a remote IP address via the opened socket.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Named SqzrFramework480 ... can also harvest various types of information ... including cameras and robotic arms, can take screenshots, send ping packets, and open sockets for data transfer'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'capturing the primary screen every minute and sending the information to a remote IP address, via the opened socket'}]","{'actors': [], 'malware': ['SqzrFramework480'], 'cves': [], 'sectors': ['Industrial'], 'regions': ['China'], 'mitre': []}","{'from': '2024-01-01', 'to': None}",high
