id,category,question,answerable,answer
1,simple,What published date is set for CVE-2024-23222?,True,2024-01-01
2,simple,What incident type is recorded for incident-cve-2024-23222-zero-day-exploited?,True,zero-day exploitation
3,simple,What tactic is assigned to technique T1189?,True,Initial Access
4,simple,What sponsor is listed for threat actor Flax Typhoon?,True,China
5,simple,What country name corresponds to iso2 UA?,True,Ukraine
6,simple,What confidence is set on the attribution of the Uptycs UNC-0050 incident?,True,medium
7,simple,What date is recorded for incident inc_uac0050_feb2023_certua_remcos_phishing?,True,2023-02-01
8,simple,What is the sponsor value for threat actor UAC-0050?,True,Unknown
9,simple,What is the family value for malware CACTUS?,True,Ransomware
10,simple,What boolean value is stored in the CACTUS incident exfiltration field?,True,true
11,simple,What publisher is set for source kroll-cti-cactus-may-2023?,True,Kroll Cyber Threat Intelligence
12,simple,What published date is set for source cisa-fivehands-2021-05-06?,True,2021-05-06
13,simple,What tactic is assigned to technique T1486?,True,Impact
14,simple,What sponsor is recorded for threat actor Lazarus?,True,North Korea
15,simple,What CVSS score is mentioned in the CVE-2023-2868 summary?,True,9.8
16,single_hop,Which CVE is linked by exploited_in from incident-cve-2024-23222-zero-day-exploited?,True,CVE-2024-23222
17,single_hop,Which techniques are used by the WebKit zero-day incident?,True,"T1189, T1203"
18,single_hop,Which motivation type is connected to threat actor UNC-0050?,True,espionage
19,single_hop,Which malware does threat actor UNC-0050 use?,True,RemcosRAT
20,single_hop,Which country is the victim Ukrainian government entities located in?,True,Ukraine
21,single_hop,Which technique is used for exfiltration in the Uptycs UNC-0050 incident?,True,T1020
22,single_hop,Which malware does threat actor UAC-0050 use?,True,Remcos RAT
23,single_hop,Which victims does the Feb 2023 UAC-0050 campaign target?,True,"Ukrainian entities, Polish entities"
24,single_hop,Which country is victim Polish entities located in?,True,Poland
25,single_hop,Which tools does incident flax-typhoon-mid-2021-activity involve?,True,"Metasploit, Juicy Potato, Mimikatz, SoftEther VPN"
26,single_hop,Which C2 service is abused by malware CACTUS?,True,Tox
27,single_hop,Which malware items are involved in incident cisa-fivehands-2021-05-06-1?,True,"FiveHands, SombRAT"
28,single_hop,Which tools are involved in incident cisa-fivehands-2021-05-06-1?,True,"SoftPerfect Network Scanner, PsExec.exe, ServeManager.exe, RouterScan.exe, grabff.exe, rclone.exe, s3browser-9-5-3.exe"
29,single_hop,Which tools are included inside Toolbox via uses relationships?,True,"Mimikatz, NirSoft Remote Desktop PassView, Hash Suite Tools Free"
30,single_hop,Which malware does threat actor Ryuk use?,True,BazarLoader
31,multi_hop,Which countries contain victims targeted in the Feb 2023 UAC-0050 campaign?,True,"Ukraine, Poland"
32,multi_hop,Which tool used by Crysis/Dharma is also linked to OS Credential Dumping?,True,"Mimikatz, Hash Suite Tools Free"
33,multi_hop,Which techniques are associated with BazarLoader distribution and social engineering?,True,"T1566, T1656"
34,multi_hop,Which techniques used in the FiveHands incident have the tactic Impact?,True,"T1561, T1486"
35,multi_hop,How many techniques are linked to incident cisa-fivehands-2021-05-06-1?,True,6
36,multi_hop,How many tools are involved in the FiveHands incident?,True,7
37,multi_hop,How many distinct victims are targeted by incident flax-typhoon-mid-2021-activity?,True,4
38,multi_hop,How many sectors are linked by targets_sector from the Flax Typhoon incident?,True,4
39,multi_hop,How many different tools are involved in the CACTUS activity incident?,True,8
40,multi_hop,How many techniques are used by the CACTUS activity incident?,True,4
41,multi_hop,Which initial-access techniques are used across Flax Typhoon and CACTUS incidents?,True,T1190
42,multi_hop,Which malware does Lazarus use in Operation Interception incidents?,True,"FinderFontsUpdater.app, safarifontagent"
43,multi_hop,Which tool was dropped in the Operation Interception incident as a decoy?,True,Coinbase_online_careers_2022_07.pdf
44,multi_hop,Which CVEs were exploited in the Barracuda ESG incident attributed to UNC4841?,True,"CVE-2023-7102, CVE-2023-2868"
45,multi_hop,How many malware families are used by UNC4841 in the Barracuda ESG incident?,True,2
46,unanswerable,What is the file hash of FinderFontsUpdater.app?,False,
47,unanswerable,Which GoAnywhere MFT vendor patch version fixes CVE-2023-0669?,False,
48,unanswerable,What ransomware note filename is dropped by FiveHands?,False,
49,unanswerable,Which specific VPN product zero-day enabled initial access in the FiveHands incident?,False,
50,unanswerable,How many Barracuda ESG devices were compromised in the UNC4841 incident?,False,
