id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,Which ransomware targets Microsoft Windows and what initial access vector does it exploit to compromise victim networks?,True,Mallox ransomware targets computers running Microsoft Windows and is known for exploiting unsecured MS-SQL servers as a penetration vector to compromise victims' networks.,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': ""Mallox ransomware specifically targets computers running Microsoft Windows... known for exploiting unsecured MS-SQL servers as a penetration vector to compromise victims' networks.""}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-06-01', 'to': None}",high
2,Which CVEs are associated with Mallox ransomware propagation via vulnerable MS-SQL servers?,True,Unit 42 reported Mallox ransomware spreading primarily via vulnerable MS-SQL servers associated with CVE-2020-0618 and CVE-2019-1068.,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'This increase is primarily due to Mallox using vulnerable MS-SQL (CVE-2020-0618 and CVE-2019-1068) servers to spread the ransomware.'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': ['CVE-2020-0618', 'CVE-2019-1068'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,What industries are targeted by Mallox ransomware?,True,"Mallox ransomware targets manufacturing, professional and legal services, and wholesale and retail industries.","[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': ""The ransomware's targeted industries are manufacturing, professional and legal services, and wholesale and retail.""}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': ['Manufacturing', 'Professional services', 'Legal services', 'Wholesale', 'Retail'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
4,"Which tactics are reported as being used by Mallox ransomware operators to access networks, move within them, and impact recovery or investigation?",True,"Reported tactics include brute force, data exfiltration, use of network scanning tools, downloading the payload via command line and PowerShell, deactivating services that hinder encryption, erasing shadow copies, and attempting to eliminate event logs using a Microsoft command utility.","[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Unit 42 also observed Mallox using tactics such as brute force, data exfiltration, and the use of network scanning tools.'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'they use the command line and PowerShell to download the Mallox ransomware payload'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'it tries to erase shadow copies... attempts to eliminate all event logs'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Brute Force', 'PowerShell', 'Data Exfiltration']}","{'from': None, 'to': None}",medium
5,Which ransomware uses double extortion and what victim interaction mechanism is described for negotiations?,True,Mallox uses a double extortion method (stealing data before encrypting it) and victims negotiate by using a private key to authenticate themselves.,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'the threat actors behind Mallox use the double extortion method - stealing data before encrypting it.'}, {'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Victims negotiate with the threat actors by using a private key to authenticate themselves.'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Exfiltration', 'Data Encrypted for Impact']}","{'from': None, 'to': None}",high
6,Which ransomware is described as a variant of another ransomware strain?,True,Mallox ransomware was discovered to be a variant of the TargetCompany ransomware strain.,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Mallox ransomware was discovered to be a variant of the TargetCompany ransomware strain.'}]","{'actors': [], 'malware': ['Mallox ransomware', 'TargetCompany ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-01-01', 'to': '2022-12-31'}",high
7,"Which vulnerability enables a zero-click account takeover in GitLab, and what business risks are highlighted as downstream impacts?",True,"CVE-2023-7028 enables a zero-click account takeover in GitLab via password reset emails being redirected to an attacker-controlled address. Highlighted downstream risks include supply chain attacks, proprietary code disclosure, and API key leaks.","[{'source_id': 'CTI_TEXTS_4_GITLAB_CVE_2023_7028', 'page': 1, 'quote': 'vulnerable to CVE-2023-7028, a zero-click account takeover flaw... send password reset emails for a targeted account to an attacker-controlled email address'}, {'source_id': 'CTI_TEXTS_4_GITLAB_CVE_2023_7028', 'page': 1, 'quote': 'these servers are at risk of supply chain attacks, proprietary code disclosure, API key leaks'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7028'], 'sectors': [], 'regions': [], 'mitre': ['Account Takeover']}","{'from': None, 'to': None}",high
8,"Which actively exploited Chrome zero-day vulnerability is described, and which organization reported it?",True,"The actively exploited Chrome zero-day described is CVE-2022-2856, and it was reported by Ashley Shen and Christian Resell of Google's Threat Analysis Group (TAG).","[{'source_id': 'CTI_TEXTS_2_CHROME_CVE_2022_2856', 'page': 1, 'quote': 'bug, tracked as CVE-2022-2856... Google credits Ashley Shen and Christian Resell of its Google Threat Analysis Group (TAG) for reporting the zero-day bug'}]","{'actors': ['Google Threat Analysis Group'], 'malware': [], 'cves': ['CVE-2022-2856'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2022-07-19', 'to': None}",high
9,"Which actor is described as using specialist tools to target air-gapped networks, and what mechanism is used for command execution and data exfiltration?",True,"Equation is described as using the W32.Fanni (Fanny worm) to target air-gapped networks, receiving commands and exfiltrating data through infected USB sticks.","[{'source_id': 'CTI_TEXTS_5_EQUATION_FANNI', 'page': 1, 'quote': ""W32.Fanni... worm's chief purpose appears to be the targeting of air-gapped networks. It can receive commands and exfiltrate data through infected USB sticks.""}]","{'actors': ['Equation'], 'malware': ['W32.Fanni', 'Fanny worm'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Exfiltration']}","{'from': None, 'to': None}",high
10,"Which malware is described as using zero-day exploits that were also used in the Stuxnet attacks, and what inference about exploit knowledge is stated?",True,"The Fanny worm (W32.Fanni) used two zero-day exploits also used in Stuxnet, and the text states this indicates Equation had prior knowledge of the vulnerabilities because Fanny used them prior to Stuxnet.","[{'source_id': 'CTI_TEXTS_5_EQUATION_FANNI', 'page': 1, 'quote': 'Fanny used two zero day exploits that were also used in the Stuxnet attacks... indicating that Equation had prior knowledge of the vulnerabilities.'}]","{'actors': ['Equation'], 'malware': ['W32.Fanni', 'Fanny worm'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
11,"Which campaign combined data theft with destructive wipers, and what types of data were explicitly targeted?",True,"A series of destructive cyberattacks targeting Israel's education and technology sectors combined data theft with deployment of wipers, explicitly targeting personally identifiable information (PII) and intellectual property.","[{'source_id': 'CTI_TEXTS_3_ISRAEL_WIPERS', 'page': 1, 'quote': 'destructive cyberattacks... targeting the education and technology sectors in Israel... attempts to steal sensitive data, such as personally identifiable information (PII) and intellectual property... deployed various wipers'}]","{'actors': [], 'malware': ['wipers'], 'cves': [], 'sectors': ['Education', 'Technology'], 'regions': ['Israel'], 'mitre': ['Data Destruction', 'Exfiltration']}","{'from': '2023-01-01', 'to': '2023-10-31'}",high
12,"Which ransomware incident chain is described as starting from a zero-day vulnerability in a VPN product, and what tool was used for network discovery?",True,"The FiveHands ransomware incident chain began with a zero-day vulnerability in a VPN product, and SoftPerfect Network Scanner was used for discovery of hostnames and network services.","[{'source_id': 'CTI_TEXTS_6_FIVEHANDS_CISA', 'page': 1, 'quote': 'The initial access vector was a zero-day vulnerability in a VPN product... used SoftPerfect Network Scanner for the discovery of hostnames and network services.'}]","{'actors': [], 'malware': ['FiveHands ransomware', 'SombRAT'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Network Discovery']}","{'from': None, 'to': None}",high
13,"In the FiveHands ransomware incident, which tools were used across the intrusion chain and what objectives did they support?",True,"CISA reported use of publicly-available pen test and exploitation tools alongside FiveHands ransomware and SombRAT. Named tools included SoftPerfect Network Scanner (network discovery), PsExec.exe (execution of the ransomware payload via ServeManager.exe), and other listed utilities (e.g., RouterScan.exe, grabff.exe, rclone.exe, s3browser-9-5-3.exe) supporting activities such as stealing information, obfuscation, network discovery, credential access, and ransom demands.","[{'source_id': 'CTI_TEXTS_6_FIVEHANDS_CISA', 'page': 1, 'quote': 'used publicly-available pen test and exploitation tools, plus FiveHands ransomware and SombRAT... to steal information, obfuscate files, accomplish network discovery, accomplish credential access'}, {'source_id': 'CTI_TEXTS_6_FIVEHANDS_CISA', 'page': 1, 'quote': 'Tools used include SoftPerfect Network Scanner... PsExec.exe... ServeManager.exe... SombRAT... RouterScan.exe, grabff.exe, rclone.exe, and s3browser-9-5-3.exe.'}]","{'actors': [], 'malware': ['FiveHands ransomware', 'SombRAT', 'ServeManager.exe'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Credential Access', 'Discovery', 'Command and Scripting Interpreter', 'Remote Services']}","{'from': None, 'to': None}",medium
14,"Which encryption scheme is reported for FiveHands ransomware, and what recovery-prevention actions were described?",True,"FiveHands ransomware is reported to use the NTRUEncrypt public key encryption scheme. To prevent data recovery, it enumerates and deletes Volume Shadow copies via WMI and also encrypts files in the recovery folder.","[{'source_id': 'CTI_TEXTS_6_FIVEHANDS_CISA', 'page': 1, 'quote': 'FiveHands is a novel ransomware variant that uses a public key encryption scheme called NTRUEncrypt.'}, {'source_id': 'CTI_TEXTS_6_FIVEHANDS_CISA', 'page': 1, 'quote': 'To prevent data recovery, FiveHands uses WMI to first enumerate then delete Volume Shadow copies. The malware also encrypts files in the recovery folder.'}]","{'actors': [], 'malware': ['FiveHands ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Inhibit System Recovery', 'Data Encrypted for Impact']}","{'from': None, 'to': None}",high
15,"What relationship between affiliate recruitment and activity growth is described for a ransomware operation, and which malware is it tied to?",True,"For Mallox ransomware, a senior security researcher attributed a sudden increase in activity to deliberate expansion actions by the group's leaders, including focusing more on recruiting affiliates (described as occurring at the beginning of 2023), which is presented as explaining the significant increase observed.","[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': ""Mallox's sudden increase in activity is attributed to the deliberate actions taken by the group's leaders to expand Mallox's operations... focus more on recruiting affiliates at the beginning of 2023.""}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-01-01', 'to': None}",medium
16,"Which ransomware is reported to have attempted a phishing-based distribution method alongside exploitation of vulnerable servers, and what does the text suggest about why phishing may be used?",True,Mallox ransomware was reported to have attempted distribution via phishing emails. The text suggests this may indicate affiliates were involved.,"[{'source_id': 'CTI_TEXTS_1_MALLOX', 'page': 1, 'quote': 'Researchers have also reported that the group has attempted to distribute Mallox via phishing emails - suggesting affiliates may be involved.'}]","{'actors': [], 'malware': ['Mallox ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': ['Phishing']}","{'from': None, 'to': None}",high
