id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are associated with credential-phishing activity, and which victim sectors and regions are they reported to target?",True,"COLDRIVER is described as a Russian threat group focused on credential phishing. It targets high-profile individuals in NGOs, former intelligence and military officers, and NATO governments; it also continues credential-phishing against Ukraine, NATO countries, academic institutions and NGOs.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'COLDRIVER ... a Russian threat group focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments.'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'COLDRIVER continues its focus on credential phishing against Ukraine, NATO countries, academic institutions and NGOs.'}]","{'actors': ['COLDRIVER'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Military', 'Academia'], 'regions': ['Ukraine', 'NATO'], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which threat actors are explicitly linked to the use of impersonation to increase the success of phishing, and what target categories are mentioned?",True,"COLDRIVER is reported to use impersonation accounts to build rapport and increase the likelihood of phishing success, targeting high-profile individuals in NGOs, former intelligence and military officers, and NATO governments, and also targeting academic institutions and NGOs.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': ""COLDRIVER often utilizes impersonation accounts... increasing the likelihood of the phishing campaign's success""}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments'}]","{'actors': ['COLDRIVER'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Military', 'Academia'], 'regions': ['NATO', 'Ukraine'], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which threat actors are described as using malware in addition to their other capabilities, and what is the malware (or class of malware) mentioned?",True,COLDRIVER is described as having extended capabilities that now include the use of malware (without naming the specific malware family).,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'shining light on their extended capabilities which now includes the use of malware'}]","{'actors': ['COLDRIVER'], 'malware': ['Malware (unspecified)'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which CVEs are described as being exploited in the wild or actively exploited, and which affected products or components are named?",True,CVE-2024-0519 is described as exploited in the wild and affects Chrome's V8 JavaScript engine. CVE-2023-6548 and CVE-2023-6549 are described as actively exploited and impact Citrix NetScaler ADC and NetScaler Gateway (management interface).,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'first Chrome zero-day vulnerability exploited in the wild ... (CVE-2024-0519) ... in the Chrome V8 JavaScript engine'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'two actively exploited zero-day vulnerabilities ... CVE-2023-6548 and CVE-2023-6549 ... impact the Netscaler management interface'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0519', 'CVE-2023-6548', 'CVE-2023-6549'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"For each CVE described, what exploitation outcomes or impacts are explicitly stated (e.g., data access, crash, remote code execution, denial of service)?",True,"CVE-2024-0519 can enable access to data beyond the memory buffer via heap corruption, potentially exposing sensitive information or triggering a crash; it could also be exploited to bypass ASLR to help reach code execution via another weakness. CVE-2023-6548 exposes unpatched NetScaler instances to remote code execution (with prerequisites). CVE-2023-6549 exposes unpatched NetScaler instances to denial-of-service attacks.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'exploit ... via a crafted HTML page to gain access to data beyond the memory buffer ... access to sensitive information or triggering a crash'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'could also be exploited to bypass protection mechanisms such as ASLR ... easier to achieve code execution via another weakness'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'CVE-2023-6548 and CVE-2023-6549 ... expose unpatched Netscaler instances to remote code execution and denial-of-service attacks, respectively.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-0519', 'CVE-2023-6548', 'CVE-2023-6549'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which affected product versions are listed for the NetScaler CVEs, and what are the named vulnerabilities?",True,The actively exploited NetScaler zero-days are CVE-2023-6548 and CVE-2023-6549. Affected versions listed include: NetScaler ADC and NetScaler Gateway 14.1 before 14.1-12.35; 13.1 before 13.1-51.15; 13.0 before 13.0-92.21; NetScaler ADC 13.1-FIPS before 13.1-37.176; NetScaler ADC 12.1-FIPS before 12.1-55.302; and NetScaler ADC 12.1-NDcPP before 12.1-55.302.,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'two actively exploited zero-day vulnerabilities ... (CVE-2023-6548 and CVE-2023-6549) ... affected ... NetScaler ADC and NetScaler Gateway 14.1 before 14.1-12.35 ... 13.1 before 13.1-51.15 ... 13.0 before 13.0-92.21 ... NetScaler ADC 13.1-FIPS before 13.1-37.176 ... 12.1-FIPS before 12.1-55.302 ... 12.1-NDcPP before 12.1-55.302'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-6548', 'CVE-2023-6549'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which threat actors are reported to rely on DNS hijacking to harvest credentials, and what geographic region are their targets located in?",True,"Sea Turtle is reported to primarily leverage DNS hijacking to redirect targets to an actor-controlled server capable of harvesting credentials, and its documented targeting includes public and private entities in the Middle East and North Africa.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'state-sponsored attacks targeting public and private entities in the Middle East and North Africa... primarily leveraging DNS hijacking... redirect ... to an actor-controlled server capable of harvesting their credentials'}]","{'actors': ['Sea Turtle'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Middle East', 'North Africa'], 'mitre': []}","{'from': '2017-01-01', 'to': None}",high
8,"Which malware/tools are associated with Sea Turtle, and what role is described for that tooling (e.g., persistence, command-and-control)?",True,"Sea Turtle is reported as using SnappyTCP, described as a simple reverse TCP shell for Linux/Unix systems with basic command-and-control capabilities, and likely used for establishing persistence.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'using a simple reverse TCP shell for Linux (and Unix) systems called SnappyTCP... basic [command-and-control] capabilities, and is also likely used for establishing persistence'}]","{'actors': ['Sea Turtle'], 'malware': ['SnappyTCP'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-01-01', 'to': '2023-12-31'}",high
9,"Which threat actors are linked to phishing-based delivery chains that deploy named malware, and what file types are reported as attachments or delivery mechanisms?",True,"UAC-0099 is linked to attack chains leveraging phishing messages with HTA, RAR, and LNK attachments leading to deployment of LONEPAGE; other chains include self-extracting (SFX) archives and booby-trapped ZIP files.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'attack chains leveraged phishing messages containing HTA, RAR, and LNK file attachments that led to the deployment of LONEPAGE'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'three different infection chains... leverage self-extracting (SFX) archives and booby-trapped ZIP files'}]","{'actors': ['UAC-0099'], 'malware': ['LONEPAGE'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2023-06-01', 'to': None}",high
10,"Which CVEs are associated with malware distribution, and which malware families are explicitly tied to those CVEs?",True,CVE-2023-38831 (a WinRAR vulnerability) is reported as exploited to distribute the LONEPAGE malware in booby-trapped ZIP files.,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'ZIP files exploit the WinRAR vulnerability (CVE-2023-38831... ) to distribute LONEPAGE.'}]","{'actors': ['UAC-0099'], 'malware': ['LONEPAGE'], 'cves': ['CVE-2023-38831'], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2023-06-01', 'to': None}",high
