id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors in the dataset are associated with phishing as an initial access technique, and what malware or tooling do they deliver via phishing?",True,"UAC-0050 (also referenced as UNC-0050 in related reporting) uses phishing to deliver Remcos RAT. Separately, Ryuk operators distribute BazarLoader via phishing emails (malicious attachments or links) as a dropper/backdoor to enable follow-on deployment.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'UAC-0050 is leveraging phishing attacks to distribute Remcos RAT'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'BazarLoader is also primarily distributed via phishing emails that contain either malicious attachments or links'}]","{'actors': ['UAC-0050', 'UNC-0050', 'Ryuk'], 'malware': ['Remcos RAT', 'BazarLoader'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2020-01-01', 'to': None}",medium
2,"Which ransomware variants described use VPN-related vulnerabilities for initial access, and what post-compromise discovery tools are reported with them?",True,"CACTUS and FiveHands both use VPN-related vulnerabilities for initial access. In CACTUS incidents, internal scouting includes SoftPerfect Network Scanner and PowerShell commands. In FiveHands, SoftPerfect Network Scanner is used for discovery of hostnames and network services.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'The initial exploit involves the exploitation of vulnerable VPN appliances'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'internal scouting using tools like SoftPerfect Network Scanner and PowerShell commands'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'The initial access vector was a zero-day vulnerability in a VPN product'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'used SoftPerfect Network Scanner for the discovery of hostnames and network services'}]","{'actors': [], 'malware': ['CACTUS', 'FiveHands'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-05-06', 'to': None}",high
3,"Which threat actors are reported exploiting vulnerabilities in public-facing servers or appliances, and what persistence mechanisms or remote access tooling are associated with them?",True,"Flax Typhoon exploits known vulnerabilities in public-facing servers and deploys web shells (e.g., China Chopper). After initial access it establishes persistence via Remote Desktop Protocol and then deploys a VPN connection (SoftEther) to actor-controlled infrastructure. UNC4841 exploited a zero-day in Barracuda Email Security Gateway appliances and then deployed backdoors/implants (SEASPY and SALTWATER) that provide persistence and command execution.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'achieves initial access by exploiting known vulnerabilities in public-facing servers and deploying web shells like China Chopper'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'establish persistent access over the remote desktop protocol, then deploy a VPN connection'}, {'source_id': 'CTI_TEXTS_11', 'page': 1, 'quote': 'Chinese threat actors exploited a new zero-day in its Email Security Gateway (ESG) appliances to deploy backdoors'}, {'source_id': 'CTI_TEXTS_11', 'page': 1, 'quote': 'deployment of new variants of known implants called SEASPY and SALTWATER that are equipped to offer persistence and command execution capabilities'}]","{'actors': ['Flax Typhoon', 'UNC4841'], 'malware': ['China Chopper', 'SEASPY', 'SALTWATER', 'SoftEther VPN'], 'cves': ['CVE-2023-7102'], 'sectors': [], 'regions': ['Taiwan'], 'mitre': []}","{'from': '2021-01-01', 'to': None}",high
4,"Which threat actors are associated with targeting government entities, and what stated objectives or outcomes are described for those operations?",True,"UNC-0050 is reported as focused on Ukrainian government entities, with attacks assessed as potentially politically motivated and aimed at collecting specific intelligence from government agencies. UAC-0050 is also described as targeting Ukrainian and Polish entities via social engineering campaigns delivering Remcos RAT, aligning with an espionage-oriented use of remote surveillance tooling.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'UNC-0050, is focused on Ukrainian government entities... with the goal of collecting specific intelligence from Ukrainian government agencies'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'has a history of targeting Ukrainian and Polish entities via social engineering campaigns'}]","{'actors': ['UNC-0050', 'UAC-0050'], 'malware': ['Remcos RAT'], 'cves': [], 'sectors': ['Government'], 'regions': ['Ukraine', 'Poland'], 'mitre': []}","{'from': None, 'to': None}",medium
5,"What relationships are described between malware droppers/backdoors and ransomware deployment chains, and which actors or families are explicitly linked?",True,"BazarLoader is described as a dropper/backdoor used by Ryuk, and it is also explicitly linked to TrickBot: the advisory states the threat actor behind TrickBot is connected to BazarLoader. This describes an infection chain where phishing distributes BazarLoader, which then uses C2 to deploy a backdoor that can support later payload delivery (including ransomware).","[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'Ryuk began using another dropper called BazarLoader'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'the threat actor behind TrickBot is also connected to BazarLoader'}]","{'actors': ['Ryuk', 'TrickBot'], 'malware': ['BazarLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which operations are described as shifting from encryption-based ransomware to data-theft extortion, and what vulnerability exploitation capability is associated with them?",True,"Clop (run by the Snakefly group, also tracked as TA505/FIN11) is described as having moved from encrypting files with its ransomware payload to sometimes relying solely on the threat of leaking stolen data for extortion. The group is also described as having a track record of exploiting zero-day vulnerabilities, including in Accellion FTA and GoAnywhere MFT (CVE-2023-0669).","[{'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'it has been known to eschew encryption entirely and rely on the threat of leaking stolen data to extort its victims'}, {'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'The group has a track record in exploiting zero-day vulnerabilities... exploiting a zero-day vulnerability (CVE-2023-0669) in the GoAnywhere MFT platform'}]","{'actors': ['Snakefly', 'TA505', 'FIN11'], 'malware': ['Clop'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-01-01', 'to': None}",high
7,"Which vulnerabilities (CVEs) are explicitly tied to code execution via user interaction, and which platforms or products are described as impacted?",True,"CVE-2024-23222 is described as a WebKit confusion issue that can be exploited after opening a malicious web page to gain code execution, impacting iPhones, Macs, and Apple TVs (iOS, macOS, tvOS). CVE-2023-7102 is described as arbitrary code execution in Barracuda Email Security Gateway via a specially crafted Microsoft Excel email attachment.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'tracked as CVE-2024-23222... attackers could exploit to gain code execution... after opening a malicious web page'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'could impact iPhones, Macs, and Apple TVs'}, {'source_id': 'CTI_TEXTS_11', 'page': 1, 'quote': 'Tracked as CVE-2023-7102... arbitrary code execution'}, {'source_id': 'CTI_TEXTS_11', 'page': 1, 'quote': 'Successful exploitation... by means of a specially crafted Microsoft Excel email attachment'}]","{'actors': ['UNC4841'], 'malware': [], 'cves': ['CVE-2024-23222', 'CVE-2023-7102'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which threat actors are described as using living-off-the-land techniques, and what additional tools are named alongside that tradecraft?",True,"Flax Typhoon is described as primarily relying on living-off-the-land techniques and hands-on-keyboard activity. Tools named in connection with the actor include China Chopper web shell, Metasploit, Juicy Potato, Mimikatz, and SoftEther VPN.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'Flax Typhoon primarily relies on living-off-the-land techniques and hands-on-keyboard activity'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'known to use the China Chopper web shell, Metasploit, Juicy Potato... Mimikatz, and SoftEther virtual private network (VPN) client'}]","{'actors': ['Flax Typhoon'], 'malware': ['China Chopper', 'Metasploit', 'Juicy Potato', 'Mimikatz', 'SoftEther VPN'], 'cves': [], 'sectors': [], 'regions': ['Taiwan', 'Southeast Asia', 'North America', 'Africa'], 'mitre': []}","{'from': '2021-06-01', 'to': None}",high
9,"Which ransomware-related toolkits or ecosystems are described as lowering the barrier to entry for affiliates, and what credential access utilities are included?",True,"Crysis/Dharma ransomware is described as operating under a ransomware-as-a-service model and releasing a toolkit named Toolbox that makes it easier for affiliates (including inexperienced ones). The toolkit includes Mimikatz (password harvesting) and NirSoft Remote Desktop PassView (stealing RDP passwords), and Hash Suite Tools Free (dumping hashes).","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'Crysis operates under a ransomware-as-a-service (RaaS) model'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'Toolbox contains Mimikatz to harvest passwords, NirSoft Remote Desktop PassView to steal... RDP passwords, Hash Suite Tools Free to dump hashes'}]","{'actors': [], 'malware': ['Crysis', 'Dharma', 'Mimikatz'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which ransomware variants are reported to perform data destruction or anti-recovery actions, and what specific system artifacts or mechanisms are mentioned?",True,"FiveHands ransomware is reported to use WMI to enumerate and delete Volume Shadow copies to prevent data recovery, and it also encrypts files in the recovery folder.","[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'To prevent data recovery, FiveHands uses WMI to first enumerate then delete Volume Shadow copies'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'The malware also encrypts files in the recovery folder'}]","{'actors': [], 'malware': ['FiveHands'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-05-06', 'to': None}",high
