id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are linked to specific malware families, and what primary delivery or initial access techniques are associated with each actor–malware pairing?",True,"Actor–malware pairings and associated initial access/delivery observed in the evidence include: (1) UAC-0050 → Remcos RAT, delivered via phishing/social engineering using impersonation to induce opening malicious attachments; (2) APT35 (aka Charming Kitten/Phosphorus) → Hyperscrape (email-exfiltration tool) and an unspecified malware strain used for intelligence collection, with abuse of chained Microsoft Exchange Server vulnerabilities (ProxyShell) noted as an access method; (3) Buckeye → DoublePulsar, delivered via the custom exploit tool Bemstour that exploits Windows vulnerabilities to gain remote kernel code execution; (4) Magniber ransomware, distributed via phishing using standalone JavaScript files and exploiting CVE-2022-44698 to bypass Mark-of-the-Web warnings; (5) FiveHands ransomware (with SombRAT) where initial access was via a zero-day vulnerability in a VPN product.","[{'source_id': 'cti_text_7_uac0050_remcos', 'page': 1, 'quote': 'UAC-0050 is leveraging phishing attacks to distribute Remcos RAT'}, {'source_id': 'cti_text_9_apt35', 'page': 1, 'quote': 'By 2021, APT35 was abusing Microsoft Exchange Server vulnerabilities that were chained together (ProxyShell)'}, {'source_id': 'cti_text_9_apt35', 'page': 1, 'quote': ""seen using a new tool called Hyperscrape to quietly extract emails from victim's mailboxes""}, {'source_id': 'cti_text_4_buckeye_doublepulsar', 'page': 1, 'quote': 'DoublePulsar was delivered to victims using a custom exploit tool (Trojan.Bemstour)'}, {'source_id': 'cti_text_5_magniber', 'page': 1, 'quote': 'phishing attacks were reported to distribute the Magniber ransomware... exploiting the zero-day vulnerability CVE-2022-44698 to bypass Mark-of-the-Web (MOTW)'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'The initial access vector was a zero-day vulnerability in a VPN product.'}]","{'actors': ['UAC-0050', 'APT35', 'Buckeye'], 'malware': ['Remcos RAT', 'Hyperscrape', 'DoublePulsar', 'Bemstour', 'Magniber ransomware', 'FiveHands ransomware', 'SombRAT'], 'cves': ['CVE-2022-44698'], 'sectors': [], 'regions': ['Ukraine', 'Poland'], 'mitre': []}","{'from': None, 'to': None}",medium
2,"Which CVEs are associated with pre-authenticated remote code execution or authentication bypass in enterprise software, and what exploitation outcomes are described?",True,"Apache OFBiz has (a) CVE-2023-49070, described as a pre-authenticated remote code execution flaw enabling full server control and data siphoning, and (b) CVE-2023-51467, an authentication-bypass flaw that returns an authentication success message when given empty/invalid credentials, enabling access to unauthorized internal resources. GoAnywhere MFT has CVE-2023-0669, a critical remote code execution flaw exploited as a zero-day and used by Clop to conduct widespread data theft attacks leading to data leaks, reputational damage, and operational disruptions.","[{'source_id': 'cti_text_2_ofbiz', 'page': 1, 'quote': 'CVE-2023-49070 refers to a pre-authenticated remote code execution flaw... allow threat actors to gain full control over the server and siphon sensitive data.'}, {'source_id': 'cti_text_2_ofbiz', 'page': 1, 'quote': 'CVE-2023-51467 could be triggered using empty and invalid USERNAME and PASSWORD... return an authentication success message'}, {'source_id': 'cti_text_3_clop_goanywhere', 'page': 1, 'quote': 'breached 130 companies... by leveraging a critical remote code execution flaw in GoAnywhere MFT... tracked as CVE-2023-0669'}, {'source_id': 'cti_text_3_clop_goanywhere', 'page': 1, 'quote': 'widespread data theft attacks... causing data leaks, reputational damage, and operational disruptions'}]","{'actors': ['Clop'], 'malware': ['Apache OFBiz', 'GoAnywhere MFT'], 'cves': ['CVE-2023-49070', 'CVE-2023-51467', 'CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-01-18', 'to': None}",high
3,"Which ransomware operations are described as using double extortion or exfiltration-driven extortion, and what is the sequencing of data theft and encryption?",True,"Ragnar Locker is explicitly described as using double extortion: exfiltrate sensitive data, then perform encryption, then threaten to leak data if ransom is not paid. FiveHands is described as using tools to steal information and later demand ransom, and includes actions to prevent recovery (deleting Volume Shadow copies) and encrypting files, but the CTI text does not explicitly label it as double extortion.","[{'source_id': 'cti_text_6_ragnar_locker', 'page': 1, 'quote': 'Ragnar Locker is known for using the double extortion tactic... exfiltrating sensitive data, then triggering the encryption attack, and ultimately threatening to leak the data'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'used... to steal information... and demand ransom from the victim'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'To prevent data recovery, FiveHands uses WMI to first enumerate then delete Volume Shadow copies.'}]","{'actors': [], 'malware': ['Ragnar Locker', 'FiveHands ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2019-12-01', 'to': None}",medium
4,"Which initial access methods are described for ransomware activity, and which ransomware families are associated with each method?",True,Initial access methods tied to ransomware in the evidence include: (1) FiveHands ransomware: initial access via a zero-day vulnerability in a VPN product; (2) Ragnar Locker: initial compromise via RDP service using brute force or stolen credentials purchased on the dark web; (3) Magniber ransomware: distributed via phishing with standalone JavaScript files exploiting CVE-2022-44698 to bypass Mark-of-the-Web warnings; (4) Clop ransomware gang activity: leveraged a critical remote code execution flaw in GoAnywhere MFT (CVE-2023-0669) exploited as a zero-day for breaches and data theft.,"[{'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'The initial access vector was a zero-day vulnerability in a VPN product.'}, {'source_id': 'cti_text_6_ragnar_locker', 'page': 1, 'quote': 'initiates their attacks... through RDP service - using brute force... or using stolen credentials purchased on the dark web'}, {'source_id': 'cti_text_5_magniber', 'page': 1, 'quote': 'phishing attacks were reported to distribute the Magniber ransomware... exploiting... CVE-2022-44698 to bypass Mark-of-the-Web'}, {'source_id': 'cti_text_3_clop_goanywhere', 'page': 1, 'quote': 'Clop ransomware gang... leveraging... GoAnywhere MFT... CVE-2023-0669... exploited as a zero-day'}]","{'actors': ['Clop'], 'malware': ['FiveHands ransomware', 'Ragnar Locker', 'Magniber ransomware'], 'cves': ['CVE-2022-44698', 'CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
5,"Which malware families are described as information stealers or credential-harvesting tools, and what data types do they target?",True,"Jupyter (aka Yellow Cockatoo/Solarmarker/Polazert) is described as an information stealer that harvests credential-related data including cookies, browser password manager information, and other sensitive data such as crypto-wallet logins and access to remote access applications (e.g., OpenVPN, RDP).","[{'source_id': 'cti_text_7_jupyter_infostealer', 'page': 1, 'quote': 'a sophisticated new variant of Jupyter, an information stealer'}, {'source_id': 'cti_text_7_jupyter_infostealer', 'page': 1, 'quote': 'harvest... cookies, Web data, browser password manager information... logins for crypto-wallets and remote access apps'}]","{'actors': [], 'malware': ['Jupyter', 'Yellow Cockatoo', 'Solarmarker', 'Polazert'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2020-01-01', 'to': None}",high
6,"Which malware or tools are described as enabling post-compromise actions such as network discovery, credential access, and data exfiltration, and how are they chained in an intrusion?",True,"In the FiveHands intrusion described by CISA, publicly available tools plus FiveHands ransomware and SombRAT were used in a chain: initial access via a VPN zero-day; SoftPerfect Network Scanner performed discovery of hostnames and network services; PsExec executed ServeManager.exe (FiveHands ransomware). The activity set included credential access and information theft, plus rclone and s3browser being among the listed tools used. APT35 is described as using Hyperscrape to extract emails from mailboxes (exfiltration).","[{'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'used... tools... to steal information... accomplish network discovery, accomplish credential access'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'Tools used include SoftPerfect Network Scanner... PsExec.exe... rclone.exe, and s3browser-9-5-3.exe.'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'SoftPerfect Network Scanner for the discovery of hostnames and network services. PsExec was then used to execute ServeManager.exe'}, {'source_id': 'cti_text_9_apt35', 'page': 1, 'quote': ""Hyperscrape to quietly extract emails from victim's mailboxes""}]","{'actors': ['APT35'], 'malware': ['FiveHands ransomware', 'SombRAT', 'SoftPerfect Network Scanner', 'PsExec', 'ServeManager.exe', 'rclone', 's3browser', 'Hyperscrape'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-05-06', 'to': None}",medium
7,"Which vulnerabilities are described as being exploited as zero-days, and which actors or malware are linked to exploiting them?",True,Zero-day exploitation described includes: (1) FiveHands ransomware activity: initial access via a zero-day vulnerability in a VPN product (actor not named in the excerpt); (2) Clop ransomware gang: exploited GoAnywhere MFT vulnerability CVE-2023-0669 as a zero-day; (3) Buckeye: Bemstour exploits a Windows zero-day CVE-2019-0703 to install DoublePulsar; (4) Magniber distribution: exploited CVE-2022-44698 as a zero-day to bypass Mark-of-the-Web warnings.,"[{'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'The initial access vector was a zero-day vulnerability in a VPN product.'}, {'source_id': 'cti_text_3_clop_goanywhere', 'page': 1, 'quote': 'CVE-2023-0669 and had been exploited as a zero-day'}, {'source_id': 'cti_text_4_buckeye_doublepulsar', 'page': 1, 'quote': 'One vulnerability is a Windows zero-day vulnerability (CVE-2019-0703)'}, {'source_id': 'cti_text_5_magniber', 'page': 1, 'quote': 'exploiting the zero-day vulnerability CVE-2022-44698'}]","{'actors': ['Clop', 'Buckeye'], 'malware': ['FiveHands ransomware', 'DoublePulsar', 'Bemstour', 'Magniber ransomware'], 'cves': ['CVE-2023-0669', 'CVE-2019-0703', 'CVE-2022-44698'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which actors are reported to target specific sectors or organization types, and what targeting regions are described?",True,"APT35 is reported to have targeted academic institutions (in the U.S., France, and the Middle East region) and later targeted medical research organizations (in Israel and the U.S.). UAC-0050 is reported to target Ukrainian and Polish entities via social engineering campaigns. Ragnar Locker is described as compromising the networks of companies (not further sector-specified in the excerpt).","[{'source_id': 'cti_text_9_apt35', 'page': 1, 'quote': 'targeting several academic institutions in the U.S, France, and the Middle East region'}, {'source_id': 'cti_text_9_apt35', 'page': 1, 'quote': 'targeted medical research organizations in Israel and in the U.S.'}, {'source_id': 'cti_text_8_uac0050_remcos', 'page': 1, 'quote': 'targeting Ukrainian and Polish entities via social engineering campaigns'}]","{'actors': ['APT35', 'UAC-0050'], 'malware': ['Remcos RAT'], 'cves': [], 'sectors': ['Academia', 'Medical research'], 'regions': ['United States', 'France', 'Middle East', 'Israel', 'Ukraine', 'Poland'], 'mitre': []}","{'from': '2014-01-01', 'to': None}",high
9,"What tool chains are described for ransomware operations that include both remote access tooling and encryption, and which components support each stage?",True,"For the FiveHands incident, the chain includes SombRAT (a remote access trojan) alongside discovery and execution tooling leading to ransomware deployment: SoftPerfect Network Scanner supported network discovery; PsExec supported remote execution of ServeManager.exe (FiveHands ransomware). Additional tools listed include RouterScan.exe, grabff.exe, rclone.exe, and s3browser, which can support scanning, collection, and potential data movement in an intrusion workflow.","[{'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'used... FiveHands ransomware and SombRAT remote access trojan (RAT)'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'Tools used include SoftPerfect Network Scanner... PsExec.exe... ServeManager.exe, SombRAT'}, {'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'SoftPerfect Network Scanner for the discovery... PsExec was then used to execute ServeManager.exe'}]","{'actors': [], 'malware': ['FiveHands ransomware', 'SombRAT', 'SoftPerfect Network Scanner', 'PsExec', 'ServeManager.exe', 'RouterScan.exe', 'grabff.exe', 'rclone.exe', 's3browser-9-5-3.exe'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-05-06', 'to': None}",medium
10,"Which ransomware families are linked to actions intended to inhibit recovery, and what specific system components or artifacts are targeted?",True,"FiveHands ransomware is described as deleting Volume Shadow copies via WMI to prevent data recovery, and also encrypting files in the recovery folder. These steps target Windows recovery artifacts to inhibit restoration.","[{'source_id': 'cti_text_1_fivehands', 'page': 1, 'quote': 'uses WMI to first enumerate then delete Volume Shadow copies. The malware also encrypts files in the recovery folder.'}]","{'actors': [], 'malware': ['FiveHands ransomware'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-05-06', 'to': None}",high
