id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actor is linked to breaching a technology company via password spraying against a legacy test environment, and which internal departments were affected?",True,"Midnight Blizzard (also known as Nobelium/APT29) is linked to breaching Microsoft via a password spray attack against a legacy, non-production test tenant account. The breached corporate email accounts included Microsoft leadership team members and employees in the cybersecurity and legal departments.","[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'breached ... in November 2023 when they conducted a password spray attack to access a legacy non-production test tenant account'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': ""breached email accounts included members of Microsoft's leadership team and employees in the cybersecurity and legal departments""}]","{'actors': ['Midnight Blizzard', 'Nobelium', 'APT29'], 'malware': [], 'cves': [], 'sectors': ['Information media and telecommunications'], 'regions': ['Russia'], 'mitre': ['T1110.003']}","{'from': '2023-11-01', 'to': '2024-01-12'}",high
2,"Which vulnerability exploitation is associated with a breach of a telecommunications provider’s customer data, and what data types were exposed?",True,"Exploitation of CVE-2023-4966 (CitrixBleed) is associated with a breach disclosed by Comcast Xfinity. Exposed data included usernames and hashed passwords and, for some customers, names, contact information, last four digits of Social Security numbers, dates of birth, and security questions and answers.","[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'attackers have been exploiting CVE-2023-4966 (aka CitrixBleed)'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Comcast Xfinity... disclosed a CitrixBleed-enabled breach of its customer data, including usernames and hashed passwords'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'for some, names, contact information, last four digits of Social Security numbers, dates of birth, and security questions and answers'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4966'], 'sectors': ['Information media and telecommunications'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which malware is described as both credential-stealing and capable of enabling follow-on infections such as adding victims to spam botnets, and what operating system does it target?",True,"Dyre (detected as Infostealer.Dyre) is described as stealing banking and other credentials and also being used to infect victims with other malware, including adding them to spam botnets. It targets Windows computers.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'Dyre targets Windows computers and can steal banking and other credentials'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'Aside from stealing credentials, it can also be used to infect victims with other types of malware, such as adding them to spam botnets.'}]","{'actors': [], 'malware': ['Dyre', 'Infostealer.Dyre'], 'cves': [], 'sectors': ['Financial and insurance services'], 'regions': ['US', 'UK'], 'mitre': []}","{'from': None, 'to': None}",high
4,"Which threat actor is reported to exploit EXIM mail servers and use compromised hosts as part of its operational network, and what activities do those hosts perform?",True,"FROZENBARENTS (aka Sandworm), attributed to GRU Unit 74455, is reported to exploit EXIM mail servers and use compromised hosts as part of its operational network. Those hosts have been observed accessing victim networks, interacting with victim accounts, sending malicious emails, and engaging in information operations activity.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'continues to exploit EXIM mail servers globally and use these compromised hosts as part of their operational network'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'These compromised hosts have been observed accessing victim networks, interacting with victim accounts, sending malicious emails and engaged in information operations (IO) activity.'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Russia', 'Ukraine'], 'mitre': []}","{'from': '2019-08-01', 'to': None}",high
5,"Which vulnerability enables retrieval of data from uninitialized GPU local memory, and what categories of sensitive data can be recovered in large language model and machine learning contexts?",True,"CVE-2023-4969 (LeftoverLocals) enables retrieval of data from uninitialized GPU local memory. Recovered data can reveal sensitive information including model inputs, outputs, weights, and intermediate computations in LLM/ML contexts.","[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""A new vulnerability dubbed 'LeftoverLocals'... Tracked as CVE-2023-4969""}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': ""The recovered data can reveal sensitive information about the victim's computations, including model inputs, outputs, weights, and intermediate computations.""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4969'], 'sectors': ['Professional, scientific and technical services'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
6,"Which critical remote code execution vulnerability affects Atlassian Confluence deployments, and what command was observed being executed to validate execution context?",True,CVE-2023-22527 is a critical remote code execution vulnerability affecting outdated versions of Atlassian Confluence Server and Confluence Data Center. Exploitation attempts were observed executing the 'whoami' command to assess access level and privileges.,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'exploitation attempts for the CVE-2023-22527 remote code execution flaw'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': ""attackers are trying out callbacks by executing the 'whoami' command""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-22527'], 'sectors': ['Professional, scientific and technical services'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which device manufacturer is described as Chinese state-owned, and which vulnerability is reported as a critical command injection flaw affecting its cameras?",True,Hikvision (Hangzhou Hikvision Digital Technology) is described as a Chinese state-owned manufacturer. CVE-2021-36260 is reported as a critical command injection flaw affecting Hikvision cameras.,"[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'Hikvision... is a Chinese state-owned manufacturer of video surveillance equipment'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'a command injection flaw in Hikvision cameras was revealed... as CVE-2021-36260'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': ['Information media and telecommunications'], 'regions': ['China'], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which vulnerability is described as being actively exploited over an extended period and affecting NetScaler ADC and Gateway products, and which organization disclosed a customer data breach linked to it?",True,CVE-2023-4966 (CitrixBleed) is described as being exploited since at least August and affecting Citrix NetScaler ADC and Gateway products. Comcast Xfinity disclosed a customer data breach linked to CitrixBleed exploitation.,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Since at least August, attackers have been exploiting CVE-2023-4966 (aka CitrixBleed)... affecting... NetScaler ADC and Gateway'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'One such organization appears to be Comcast Xfinity... disclosed a CitrixBleed-enabled breach'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-4966'], 'sectors': ['Information media and telecommunications'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which threat actor has multiple aliases and is attributed to a Russian military intelligence unit, and what set of offensive capabilities are explicitly listed for the actor?",True,"FROZENBARENTS (aka Sandworm) is attributed to Russian Armed Forces’ GRU Unit 74455 and is described as having offensive capabilities including credential phishing, mobile activity, malware, and external exploitation of services.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'FROZENBARENTS (aka Sandworm), a group attributed to... GRU Unit 74455'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'offensive capabilities including credential phishing, mobile activity, malware, external exploitation of services'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Russia', 'Ukraine'], 'mitre': []}","{'from': None, 'to': None}",high
10,"Which sectors are explicitly listed as targets of the GRU-attributed actor that exploits EXIM mail servers, and how does that targeting align to intelligence collection objectives described in the same source?",True,"The GRU-attributed actor FROZENBARENTS/Sandworm is stated to target government, defense, energy, transportation/logistics, education, and humanitarian organizations. The same source frames these as sectors of interest for Russian intelligence collection, indicating the targeting is aligned to intelligence-collection objectives.","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'They target sectors of interest for Russian intelligence collection including government, defense, energy, transportation/logistics, education and humanitarian organizations.'}]","{'actors': ['FROZENBARENTS', 'Sandworm', 'GRU Unit 74455'], 'malware': [], 'cves': [], 'sectors': ['Public administration and safety', 'Education and training', 'Transport, postal and warehousing'], 'regions': ['Russia', 'Ukraine'], 'mitre': []}","{'from': None, 'to': None}",medium
