id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which named threat groups in the provided texts are explicitly linked to a government, and what primary activity types are attributed to them?",True,"The texts explicitly link (1) Fancy Bear (APT28/Sofacy/Swallowtail) to the Russian government and describe cyberespionage via phishing and credential harvesting; (2) COLDRIVER (UNC4057/Star Blizzard/Callisto) as a Russian threat group conducting credential phishing and now also using malware aligned with Russian government interests; and (3) Peach Sandstorm (APT33/Elfin/Refined Kitten) as aligned with Iranian state interests, with an end goal of intelligence collection and use of password spraying and a custom backdoor (FalseFont).","[{'source_id': 'cti_text_6', 'page': 1, 'quote': 'Fancy Bear... is a cyberespionage group that is linked to the Russian government... targeting... via phishing campaigns and credential harvesting.'}, {'source_id': 'cti_text_9', 'page': 1, 'quote': 'COLDRIVER... a Russian threat group focused on credential phishing activities... conduct espionage aligned with the interests of the Russian government.'}, {'source_id': 'cti_text_8', 'page': 1, 'quote': 'The end goal... is to facilitate intelligence collection in support of Iranian state interests.'}]","{'actors': ['Fancy Bear', 'APT28', 'COLDRIVER', 'Peach Sandstorm', 'APT33'], 'malware': ['FalseFont'], 'cves': [], 'sectors': ['Government', 'Defense', 'NGO'], 'regions': ['Russia', 'Iran'], 'mitre': []}","{'from': None, 'to': None}",high
2,"Which actor-to-alias relationships are stated for each named threat group, and what distinct aliases are associated with each group?",True,"The texts state: Grayfly has aliases GREF and Wicked Panda and is considered the espionage arm of APT41; Fancy Bear has aliases APT28, Sofacy, and Swallowtail; Peach Sandstorm was formerly Holmium and is also known as APT33, Elfin, and Refined Kitten; COLDRIVER is also known as UNC4057, Star Blizzard, and Callisto.","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'Grayfly (aka GREF and Wicked Panda)... Although sometimes labeled APT41, we consider Grayfly the espionage arm of APT41.'}, {'source_id': 'cti_text_6', 'page': 1, 'quote': 'Fancy Bear, also known as APT 28, Sofacy, or Swallowtail'}, {'source_id': 'cti_text_8', 'page': 1, 'quote': 'Peach Sandstorm (formerly Holmium), which is also known as APT33, Elfin, and Refined Kitten.'}, {'source_id': 'cti_text_9', 'page': 1, 'quote': 'COLDRIVER (also known as UNC4057, Star Blizzard and Callisto)'}]","{'actors': ['Grayfly', 'APT41', 'Fancy Bear', 'APT28', 'Peach Sandstorm', 'APT33', 'COLDRIVER'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which sectors are targeted by each named actor in the texts, and which sectors are targeted by more than one actor?",True,"Grayfly targets multiple industries including food, financial, healthcare, hospitality, manufacturing, and telecommunications, and in more recent activity also media, finance, and IT service providers. Fancy Bear targets energy, government, media, aerospace, and defense. Peach Sandstorm targets the Defense Industrial Base and also singled out satellite, defense, and pharmaceutical sectors. Multi-actor overlap exists for media (Grayfly, Fancy Bear), finance/financial (Grayfly), and defense (Fancy Bear, Peach Sandstorm).","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'Grayfly has been observed targeting... including food, financial, healthcare, hospitality, manufacturing, and telecommunications... targeting... media, finance, and IT service provider sectors.'}, {'source_id': 'cti_text_6', 'page': 1, 'quote': 'targeting the energy, government, media, aerospace, and defense sectors'}, {'source_id': 'cti_text_8', 'page': 1, 'quote': 'Organizations in the Defense Industrial Base (DIB) sector are in the crosshairs... intrusions primarily singled out satellite, defense, and pharmaceutical sectors.'}]","{'actors': ['Grayfly', 'Fancy Bear', 'Peach Sandstorm'], 'malware': [], 'cves': [], 'sectors': ['Food', 'Financial', 'Healthcare', 'Hospitality', 'Manufacturing', 'Telecommunications', 'Media', 'IT Service Provider', 'Energy', 'Government', 'Aerospace', 'Defense', 'Defense Industrial Base', 'Satellite', 'Pharmaceutical'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
4,"Which malware families are associated with Grayfly, and what roles (e.g., backdoor, loader, framework) are attributed to each?",True,"Grayfly is associated with a custom backdoor Backdoor.Motnug (aka TOMMYGUN/CROSSWALK), a custom loader Trojan.Chattak, and Cobalt Strike (aka Trojan.Agentemis), plus ancillary tools.","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'using a custom backdoor known as Backdoor.Motnug... a custom loader called Trojan.Chattak, Cobalt Strike... and ancillary tools'}]","{'actors': ['Grayfly'], 'malware': ['Backdoor.Motnug', 'TOMMYGUN', 'CROSSWALK', 'Trojan.Chattak', 'Cobalt Strike', 'Trojan.Agentemis'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2017-03-01', 'to': None}",high
5,"What initial access methods are described for Grayfly, and what post-compromise persistence or network access capabilities are described?",True,"Grayfly typically targets publicly facing web servers to install web shells for initial intrusion, then spreads further in the network. After compromise, it may install custom backdoors onto additional systems, providing comprehensive remote access and proxy connections to access hard-to-reach network segments.","[{'source_id': 'cti_text_3', 'page': 1, 'quote': 'Typically Grayfly targets publicly facing web servers to install web shells for initial intrusion... may install its custom backdoors onto additional systems... comprehensive remote access... proxy connections'}]","{'actors': ['Grayfly'], 'malware': ['Backdoor.Motnug'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2017-03-01', 'to': None}",high
6,"Which ransomware is described as arriving via both phishing-delivered loaders and exploitation of specific perimeter or server vulnerabilities, and what tools are deployed after exploitation?",True,"Conti is described as arriving via BazarLoader delivered by phishing emails (with a Google Drive link), or via exploitation of FortiGate firewall vulnerabilities (CVE-2018-13379, CVE-2018-13374) and Microsoft Exchange ProxyShell vulnerabilities. After exploitation, Conti deploys Cobalt Strike to gain a foothold.","[{'source_id': 'cti_text_7', 'page': 1, 'quote': 'Conti can arrive... through BazarLoader... via phishing emails containing a Google Drive link... via exploiting... FortiGate... CVE-2018-13379 and CVE-2018-13374... exploitation of the ProxyShell Microsoft Exchange vulnerabilities... deploys Cobalt Strike'}]","{'actors': ['Conti'], 'malware': ['Conti', 'BazarLoader', 'Cobalt Strike'], 'cves': ['CVE-2018-13379', 'CVE-2018-13374'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
7,"Which vulnerabilities (CVEs) in the provided texts are tied to account takeover or impersonation, and which product is affected?",True,CVE-2024-23832 in Mastodon is described as allowing attackers to impersonate users and take over remote accounts due to insufficient origin validation.,"[{'source_id': 'cti_text_2', 'page': 1, 'quote': 'fixed a critical vulnerability... tracked as CVE-2024-23832... allowing attackers to impersonate users and take over their accounts.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2024-23832'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which vulnerability is described as enabling server compromise and web shell creation through posted content, and what is the stated impact?",True,"CVE-2023-36460 ('TootRoot') in Mastodon is described as allowing attackers to send 'toots' that would create web shells on target instances, enabling complete compromise of Mastodon servers, access to sensitive user information and communications, and planting backdoors.","[{'source_id': 'cti_text_2', 'page': 1, 'quote': ""CVE-2023-36460... 'TootRoot,' which allowed attackers to send 'toots'... that would create web shells... completely compromise Mastodon servers... access sensitive user information... plant backdoors.""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-36460'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-07-01', 'to': None}",high
9,"Which actor is linked to exploiting a WinRAR vulnerability to deliver a specific malware, and what other attachment types are used in the same attack chains?",True,"UAC-0099 is linked to leveraging the WinRAR vulnerability CVE-2023-38831 to deliver LONEPAGE. The same attack chains also used phishing messages containing HTA, RAR, and LNK attachments, and additionally leveraged self-extracting (SFX) archives and booby-trapped ZIP files.","[{'source_id': 'cti_text_10', 'page': 1, 'quote': 'UAC-0099... leverage a high-severity flaw in the WinRAR software... (CVE-2023-38831)... to deliver... LONEPAGE... phishing messages containing HTA, RAR, and LNK... leverage self-extracting (SFX) archives and booby-trapped ZIP files.'}]","{'actors': ['UAC-0099'], 'malware': ['LONEPAGE'], 'cves': ['CVE-2023-38831'], 'sectors': ['Government', 'Media'], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2023-06-01', 'to': None}",high
10,Which campaign describes an attacker path from application vulnerability exploitation to privileged access in a cloud-hosted SQL Server and then attempted lateral movement via cloud identity abuse?,True,"Microsoft researchers describe attackers initially exploiting a SQL injection vulnerability in an application to gain access and elevated permissions on a Microsoft SQL Server instance in an Azure VM, then attempting lateral movement to additional cloud resources by abusing the server's cloud identity.","[{'source_id': 'cti_text_1', 'page': 1, 'quote': ""initially exploited a SQL injection vulnerability... gain access and elevated permissions on a Microsoft SQL Server instance deployed in Azure Virtual Machine (VM)... attempt to move laterally... by abusing the server's cloud identity.""}]","{'actors': [], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",medium
