id,category,question,answerable,answer,confidence,evidence,normalized_entities
1,simple,What date is stored for incident log4shell-cve-2021-44228-exploitation?,True,2021-12-09,,,
2,simple,What type is recorded for incident inc_zcs_cve-2023-37580_2023-06?,True,intrusion,,,
3,simple,What tactic is set for technique T1189?,True,Initial Access,,,
4,simple,What family value is assigned to malware Conti?,True,Ransomware,,,
5,simple,What published date is set for CVE-2024-21338?,True,2024-02-01,,,
6,simple,What sponsor is listed for threat actor Lazarus?,True,North Korea,,,
7,simple,What framework is set for mitigation Patch iOS (install security updates)?,True,Vendor Update,,,
8,simple,What family is set for malware Predator?,True,Spyware,,,
9,simple,What service is specified for C2 infrastructure c2_telegram?,True,Telegram,,,
10,simple,What sponsor is listed for threat actor UNC4841?,True,China,,,
11,simple,What summary topic is described for CVE-2023-7102?,True,Arbitrary code execution in Spreadsheet::ParseExcel,,,
12,simple,What date is stored for incident FOG-OF-WAR-FROZENBARENTS-EXIM-OPSNET-2019-08?,True,2019-08-01,,,
13,simple,What sponsor is listed for threat actor FROZENBARENTS?,True,Russian Armed Forces GRU Unit 74455,,,
14,simple,What value is stored in Date node d_2019?,True,2019-01-01,,,
15,simple,What publisher is set for source mandiant-unc3886-cve-2023-34048?,True,Mandiant,,,
16,single_hop,Which source publisher supports CVE-2024-21338?,True,Avast,,,
17,single_hop,What confidence is set on incident avast-lazarus-cve-2024-21338-2023 attributed_to Lazarus?,True,high,,,
18,single_hop,Which motivation type is linked from Lazarus via motivated_by?,True,espionage,,,
19,single_hop,Which malware is involved in incident barracuda-esg-cve-2023-7102-unc4841?,True,"SEASPY, SALTWATER",,,
20,single_hop,Which CVEs are linked from incident intellexa-predator-iphone-0day-chain-2023 via exploited_in?,True,"CVE-2023-41991, CVE-2023-41992, CVE-2023-41993",,,
21,single_hop,What status is recorded on mitigation mitigates relationship to intellexa-predator-iphone-0day-chain-2023?,True,recommended,,,
22,single_hop,Which technique is used by incident inc_zcs_cve-2023-37580_2023-06?,True,T1189,,,
23,single_hop,Which tool is involved in incident inc_zcs_cve-2023-37580_2023-06?,True,Zimbra Collaboration Suite,,,
24,single_hop,Which sector is targeted by incident inc_zcs_cve-2023-37580_2023-06?,True,Government,,,
25,single_hop,What confidence is set when incident intellexa-predator-iphone-0day-chain-2023 is attributed_to Intellexa?,True,medium,,,
26,single_hop,Which C2 service is abused by malware AveMaria?,True,Discord,,,
27,single_hop,Which C2 service is abused by malware AgentTesla?,True,Discord,,,
28,single_hop,Which victim is targeted by incident barracuda-esg-cve-2023-7102-unc4841?,True,Barracuda Email Security Gateway (ESG) appliances,,,
29,single_hop,Which two CVEs are linked from incident inc-unc3886-vcenter-esxi-2021late-34048 via exploited_in?,True,"CVE-2023-34048, CVE-2023-20867",,,
30,single_hop,Which malware does threat actor UNC3886 use?,True,"VirtualPita, VirtualPie",,,
31,multi_hop,Which CVE is exploited by malware FudModule used by Lazarus?,True,CVE-2024-21338,,,
32,multi_hop,Which techniques are used in the incident attributed to UNC3886?,True,"T1190, T1068, T1020",,,
33,multi_hop,What tactic is associated with technique T1068 used by Lazarus incident?,True,Privilege Escalation,,,
34,multi_hop,Which source publisher supports the incident that exploited CVE-2022-2856?,True,Google,,,
35,multi_hop,Which malware families are in the campaign occurred on 2019-01-01?,True,"AveMaria, AgentTesla",,,
36,multi_hop,Which C2 service is included in the campaign that includes AgentTesla?,True,Discord,,,
37,multi_hop,How many CVEs are exploited in the Intellexa Predator iPhone incident?,True,3,,,
38,multi_hop,How many distinct malware are involved across all incidents?,True,7,,,
39,multi_hop,How many incidents are attributed to a threat actor with confidence high?,True,3,,,
40,multi_hop,How many incidents have an occurred_on Date node linked?,True,3,,,
41,multi_hop,Which incident that leveraged Telegram also used technique T1566?,True,FOG-OF-WAR-FROZENBARENTS-EXIM-OPSNET-2019-08,,,
42,multi_hop,How many sectors are attacked by FROZENBARENTS via attacked relationships?,True,6,,,
43,multi_hop,Which techniques does FROZENBARENTS use with dates recorded?,True,"T1566, T1190",,,
44,multi_hop,Which malware is involved in an incident that exploited CVE-2021-44228?,True,"Dridex, Conti",,,
45,multi_hop,Which source publisher supports the actor attributed to Predator exploit-chain incident?,True,Google Threat Analysis Group (TAG) / The Citizen Lab,,,
46,unanswerable,What CVSS score is recorded for CVE-2024-21338?,False,,,,
47,unanswerable,Which country were the Zimbra CVE-2023-37580 victims located in?,False,,,,
48,unanswerable,What file hash identifies the AveMaria payload hosted on Discord?,False,,,,
49,unanswerable,Which exact Barracuda ESG firmware versions were impacted by CVE-2023-7102?,False,,,,
50,unanswerable,What remediation date was applied for CVE-2023-20867?,False,,,,
1,guided,"Which threat actor exploited a Windows privilege-escalation vulnerability to enable a rootkit, and what was the vulnerability identifier?",True,Lazarus exploited the Windows privilege-escalation vulnerability CVE-2024-21338 to elevate privileges and enable an updated version of the FudModule rootkit. Timeframe referenced: the vulnerability was observed in attacks the prior year and patched in Microsoft's February Patch Tuesday updates.,high,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'The notorious North Korean threat group known as Lazarus exploited a Windows zero-day vulnerability for privilege escalation in attacks involving a rootkit named FudModule... tracked as CVE-2024-21338'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': ['North Korea'], 'mitre': []}"
2,guided,"Which commercial surveillance vendor’s iPhone exploit chain was used to install spyware, and which CVE identifiers were patched to remediate it?",True,"Intellexa developed the in-the-wild iPhone exploit chain used to install Predator spyware. Apple patched the chain as CVE-2023-41991, CVE-2023-41992, and CVE-2023-41993. Timeframe referenced: Apple patched in iOS 16.7 and iOS 17.0.1 after discovery by Google TAG and The Citizen Lab.",high,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'Developed by the commercial surveillance vendor, Intellexa, this exploit chain is used to install its Predator spyware... Apple patched the bugs... as CVE-2023-41991, CVE-2023-41992, CVE-2023-41993'}]","{'actors': ['Intellexa', 'Google Threat Analysis Group', 'The Citizen Lab'], 'malware': ['Predator'], 'cves': ['CVE-2023-41991', 'CVE-2023-41992', 'CVE-2023-41993'], 'sectors': [], 'regions': [], 'mitre': []}"
3,guided,Which Chinese cyber espionage group exploited a vCenter Server zero-day and what follow-on backdoors and privilege-escalation flaw were used on ESXi hosts?,True,UNC3886 exploited the vCenter Server vulnerability CVE-2023-34048 and then used compromised credentials to deploy VirtualPita and VirtualPie backdoors on ESXi hosts; they later exploited CVE-2023-20867 (VMware Tools authentication bypass) to escalate privileges and exfiltrate files. Timeframe referenced: exploited as a zero-day since at least late 2021 and patched in October (year not required by question).,high,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'The flaw... CVE-2023-34048... used by the UNC3886 Chinese cyber espionage group... deploy VirtualPita and VirtualPie backdoors... exploited the CVE-2023-20867 VMware Tools authentication bypass flaw to escalate privileges, harvest files, and exfiltrate them'}]","{'actors': ['UNC3886'], 'malware': ['VirtualPita', 'VirtualPie'], 'cves': ['CVE-2023-34048', 'CVE-2023-20867'], 'sectors': [], 'regions': ['China'], 'mitre': []}"
4,guided,"Which threat actor exploited Barracuda Email Security Gateway appliances via a zero-day delivered through a crafted spreadsheet attachment, and which implants were deployed for persistence and command execution?",True,"UNC4841 exploited Barracuda Email Security Gateway (ESG) appliances via CVE-2023-7102 using a specially crafted Microsoft Excel email attachment, then deployed SEASPY and SALTWATER implants that provide persistence and command execution. Timeframe referenced: the actor was previously linked to active exploitation of CVE-2023-2868 earlier in the same year as reporting.",high,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Chinese threat actors exploited a new zero-day in its Email Security Gateway (ESG) appliances... Tracked as CVE-2023-7102... accomplished by means of a specially crafted Microsoft Excel email attachment... deployment of... SEASPY and SALTWATER'}]","{'actors': ['UNC4841'], 'malware': ['SEASPY', 'SALTWATER'], 'cves': ['CVE-2023-7102', 'CVE-2023-2868'], 'sectors': ['Telecommunications'], 'regions': ['China'], 'mitre': []}"
5,guided,"Which vulnerability in Zimbra Collaboration Suite was used by multiple attack groups to steal email data and credentials, and what was the vulnerability class?",True,"Multiple groups exploited CVE-2023-37580 in Zimbra Collaboration Suite to steal email data, user credentials, and authentication tokens; the vulnerability class was reflected cross-site scripting (XSS). Timeframe referenced: exploitation started in June (year not required by question) before remediation was available.",high,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'At least four separate cyberattack groups have used... (CVE-2023-37580)... to steal email data, user credentials, and authentication tokens... a reflected cross-site scripting (XSS) vulnerability'}]","{'actors': ['Google Threat Analysis Group'], 'malware': [], 'cves': ['CVE-2023-37580'], 'sectors': ['Government'], 'regions': ['Global'], 'mitre': []}"
6,guided,"Which publicly disclosed utility vulnerability was exploited to deploy both coin miners and ransomware payloads, and which malware/ransomware families were explicitly cited as deployed?",True,"The Log4j vulnerability CVE-2021-44228 (Log4Shell) was exploited to deploy payloads including coin miners, Dridex malware, and Conti ransomware. Timeframe referenced: exploitation followed public disclosure on December 9 (year not required by question).",high,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'The initial remote code execution vulnerability (CVE-2021-44228) has been dubbed Log4Shell... exploited to deploy... coin miners, Dridex malware, and even ransomware such as Conti'}]","{'actors': [], 'malware': ['Dridex', 'Conti'], 'cves': ['CVE-2021-44228'], 'sectors': [], 'regions': [], 'mitre': []}"
7,guided,"Which delivery infrastructure was used to host malware linked from spam emails, and which malware families were delivered via that infrastructure?",True,"Discord (specifically the cdn.discordapp.com attachments hosting path) was used as delivery infrastructure in a malicious spam campaign that delivered AveMaria and AgentTesla malware. Timeframe referenced: malware delivery observed since 2019, with Discord use described as relatively recent.",high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'malicious actors are using Discord as part of a campaign... end in an AveMaria or AgentTesla malware infection... point to a Discord URL... used to host AveMaria and AgentTesla'}]","{'actors': [], 'malware': ['AveMaria', 'AgentTesla'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
