q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What date is stored for incident log4shell-cve-2021-44228-exploitation?,2021-12-09,The provided context does not include the date stored for the incident log4shell-cve-2021-44228-exploitation.,0.0,0.0,0.0,2.5540496664715904,0.1,0.1,0.775879442691803,0.0,0.0,1.0,0.9426153902895749
1,simple,GRAG,What date is stored for incident log4shell-cve-2021-44228-exploitation?,2021-12-09,I couldn’t find any stored date for the incident **log4shell-cve-2021-44228-exploitation** in the database results provided.,0.0,0.0,0.0,1.8709718017288024,0.08695652173913045,0.08695652173913045,0.7797678112983704,0.0,0.0,1.0,7.464961887337267
1,simple,AGRAG,What date is stored for incident log4shell-cve-2021-44228-exploitation?,2021-12-09,2021-12-09,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,4.0227967500686646
1,simple,HRAG,What date is stored for incident log4shell-cve-2021-44228-exploitation?,2021-12-09,2021-12-09,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,31.776566493324935
2,simple,RAG,What type is recorded for incident inc_zcs_cve-2023-37580_2023-06?,intrusion,The type recorded for incident inc_zcs_cve-2023-37580_2023-06 is a reflected cross-site scripting (XSS) vulnerability.,0.0,0.0,0.0,0.0,0.0,0.0,0.7762678265571594,0.0,0.0,1.0,1.368357228115201
2,simple,GRAG,What type is recorded for incident inc_zcs_cve-2023-37580_2023-06?,intrusion,The recorded type for incident **inc_zcs_cve-2023-37580_2023-06** is **intrusion**.,1.0,0.0,0.0,1.387819277861591,0.13333333333333333,0.13333333333333333,0.771658718585968,0.0,0.0,1.0,3.751891460735351
2,simple,AGRAG,What type is recorded for incident inc_zcs_cve-2023-37580_2023-06?,intrusion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.142871602904052
2,simple,HRAG,What type is recorded for incident inc_zcs_cve-2023-37580_2023-06?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,19.873484275769442
3,simple,RAG,What tactic is set for technique T1189?,Initial Access,The provided context does not specify the tactic set for technique T1189.,0.0,0.0,0.0,0.0,0.0,0.0,0.8119350671768188,0.0,0.0,1.0,0.8076907387003303
3,simple,GRAG,What tactic is set for technique T1189?,Initial Access,The tactic set for technique **T1189** is **Initial Access**.,1.0,0.0,0.0,4.295382417831811,0.3636363636363636,0.3636363636363636,0.8436713218688965,0.0,0.0,1.0,4.378199935890734
3,simple,AGRAG,What tactic is set for technique T1189?,Initial Access,Initial Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.312947549857199
3,simple,HRAG,What tactic is set for technique T1189?,Initial Access,Initial Access,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.443856415804476
4,simple,RAG,What family value is assigned to malware Conti?,Ransomware,The malware Conti is assigned to the ransomware family.,1.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.8444014191627502,0.1111111111111111,0.0,1.0,0.9473528610542417
4,simple,GRAG,What family value is assigned to malware Conti?,Ransomware,The malware **Conti** is assigned to the **Ransomware** family.,1.0,0.0,0.0,2.1476912089159055,0.19999999999999998,0.19999999999999998,0.8565583825111389,0.0,0.0,1.0,4.462491095997393
4,simple,AGRAG,What family value is assigned to malware Conti?,Ransomware,Ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,4.007205211091787
4,simple,HRAG,What family value is assigned to malware Conti?,Ransomware,Ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,29.840705741662532
5,simple,RAG,What published date is set for CVE-2024-21338?,2024-02-01,The provided context does not specify the published date for CVE-2024-21338.,0.0,0.0,0.0,2.8398387225677895,0.125,0.125,0.7605482935905457,0.0,0.0,1.0,1.0923061328940094
5,simple,GRAG,What published date is set for CVE-2024-21338?,2024-02-01,The published date set for **CVE-2024-21338** is **2024-02-01**.,1.0,0.0,0.0,15.415064977510763,0.4,0.4,0.8409742712974548,0.0,0.0,1.0,4.661143885925412
5,simple,AGRAG,What published date is set for CVE-2024-21338?,2024-02-01,2024-02-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,3.30613691592589
5,simple,HRAG,What published date is set for CVE-2024-21338?,2024-02-01,2024-02-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,21.9857623600401
6,simple,RAG,What sponsor is listed for threat actor Lazarus?,North Korea,The sponsor listed for threat actor Lazarus is North Korea.,1.0,0.0,0.16666666666666669,7.495553473355842,0.33333333333333337,0.33333333333333337,0.8746110200881958,0.1,0.0,1.0,0.9403427508659661
6,simple,GRAG,What sponsor is listed for threat actor Lazarus?,North Korea,The sponsor listed for the threat actor Lazarus is **North Korea**.,1.0,0.0,0.0,4.891187874480726,0.3076923076923077,0.3076923076923077,0.8626638054847717,0.0,0.0,1.0,4.266106830909848
6,simple,AGRAG,What sponsor is listed for threat actor Lazarus?,North Korea,North Korea,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.7337336358614266
