id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are explicitly described as state-backed or nation-state, and what initial access techniques are attributed to each actor?",True,Peach Sandstorm is described as an Iranian nation-state actor conducting password spray activity for initial access. Storm-0978/RomCom is described as a Russian threat actor actively exploiting a Microsoft Office remote code execution vulnerability (CVE-2023-36884) via crafted Office documents that bypass Mark of the Web. TA444 is described as a North Korean state-backed actor; the provided text focuses on its macOS malware (SpectralBlur) but does not specify its initial access technique. ZuoRAT is assessed as possibly state-sponsored and targets SOHO routers by exploiting known vulnerabilities (initial access via vulnerable router exploitation).,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'Peach Sandstorm is an Iranian nation-state threat actor... Microsoft has observed password spray activity'}, {'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'Storm-0978/RomCom is responsible for actively exploiting this vulnerability.'}, {'source_id': 'CTI_TEXTS_12', 'page': 1, 'quote': 'The prolific North Korean state-backed threat actor known as TA444'}, {'source_id': 'CTI_TEXTS_11', 'page': 1, 'quote': 'suggests that the RAT may be the work of a state-sponsored actor.'}]","{'actors': ['Peach Sandstorm', 'Storm-0978', 'RomCom', 'TA444'], 'malware': ['SpectralBlur', 'ZuoRAT'], 'cves': ['CVE-2023-36884'], 'sectors': [], 'regions': ['Iran', 'Russia', 'North Korea'], 'mitre': []}","{'from': None, 'to': None}",medium
2,"Which malware families are described as multi-platform, and what operating systems do they target?",True,"Earth Berberoka (GamblingPuppet) uses multiple malware families described as multi-platform: PlugX, Gh0st RAT, and a new multistage family PuppetLoader. These are stated to target Windows, Linux, and macOS.","[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'The malware families used by Earth Berberoka are multiplatform, targeting the Windows, Linux, and macOS operating systems.'}]","{'actors': ['Earth Berberoka', 'GamblingPuppet'], 'malware': ['PlugX', 'Gh0st RAT', 'PuppetLoader'], 'cves': [], 'sectors': ['Online gambling'], 'regions': ['China'], 'mitre': []}","{'from': None, 'to': None}",high
3,"Which vulnerabilities are described as enabling remote code execution on Windows via document-based delivery, and what document formats or features enable exploitation?",True,Follina (CVE-2022-30190) enables remote code execution via the ms-msdt protocol handler and can be exploited using a specially crafted Word document that pulls a malicious HTML file through Word's remote template feature; it can also be exploited via RTF. CVE-2023-36884 enables remote code execution by crafting Microsoft Office documents to bypass Mark of the Web warnings.,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Follina (CVE-2022-30190)... remote code execution... exploited by a specially crafted Word document... remote template feature... also... through the RTF file format'}, {'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'CVE-2023-36884 is a remote code execution vulnerability... craft Microsoft Office documents... circumvented the Mark of the Web (MoTW)'}]","{'actors': ['Storm-0978', 'RomCom'], 'malware': ['PowerShell'], 'cves': ['CVE-2022-30190', 'CVE-2023-36884'], 'sectors': [], 'regions': ['Russia'], 'mitre': []}","{'from': None, 'to': None}",high
4,"Which threat actor is described as an initial access broker, and which downstream ransomware operations are linked to that broker?",True,EXOTIC LILY is described as an Initial Access Broker (IAB) and is described as closely linked with data exfiltration and deployment of human-operated ransomware such as Conti and Diavol; it is also described as appearing to work with the Russian cybercrime gang FIN12 / WIZARD SPIDER.,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'we determined they are an Initial Access Broker (IAB) who appear to be working with the Russian cyber crime gang known as FIN12... closely linked with... deployment of human-operated ransomware such as Conti and Diavol.'}]","{'actors': ['EXOTIC LILY', 'FIN12', 'WIZARD SPIDER'], 'malware': ['Conti', 'Diavol'], 'cves': ['CVE-2021-40444'], 'sectors': ['IT', 'Cybersecurity', 'Healthcare'], 'regions': ['Russia'], 'mitre': []}","{'from': '2021-09-01', 'to': '2021-11-30'}",high
5,"Which actors are associated with credential-based intrusion attempts (such as password spraying), and what sectors are they reported to target?",True,"Peach Sandstorm is associated with password spray activity against thousands of organizations and is reported to pursue the satellite, defense, and pharmaceutical sectors globally.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'observed password spray activity... pursued organizations in the satellite, defense, and pharmaceutical sectors around the globe'}]","{'actors': ['Peach Sandstorm', 'HOLMIUM'], 'malware': [], 'cves': [], 'sectors': ['Satellite', 'Defense', 'Pharmaceutical'], 'regions': ['Iran'], 'mitre': []}","{'from': '2023-02-01', 'to': None}",high
6,"Which campaigns describe phishing as the delivery mechanism for malware loaders or RATs, and what payloads are delivered?",True,"A campaign delivering JinxLoader begins with phishing emails impersonating ADNOC and, after opening a password-protected RAR attachment, drops JinxLoader which delivers next-stage payloads Formbook or XLoader. Separately, TA544 is described as leveraging IDAT Loader to deploy Remcos RAT or SystemBC malware.","[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'The attacks begin with phishing emails impersonating Abu Dhabi National Oil Company (ADNOC)... drop the JinxLoader executable... gateway for Formbook or XLoader.'}, {'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'TA544... leveraging... IDAT Loader to deploy Remcos RAT or SystemBC malware.'}]","{'actors': ['TA544'], 'malware': ['JinxLoader', 'Formbook', 'XLoader', 'IDAT Loader', 'Remcos RAT', 'SystemBC'], 'cves': [], 'sectors': [], 'regions': ['United Arab Emirates'], 'mitre': []}","{'from': None, 'to': None}",medium
7,"Which vulnerabilities enable account takeover or privilege creation through authentication or reset flows, and what exposed services are at risk?",True,"CVE-2023-7028 enables zero-click account takeover in GitLab by sending password reset emails for a targeted account to an attacker-controlled email address, putting internet-exposed GitLab instances at risk. CVE-2024-0204 enables creation of new admin users in Fortra GoAnywhere MFT via the administration portal by exploiting a path traversal issue to reach /InitialAccountSetup.xhtml.","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'internet-exposed GitLab instances are vulnerable to CVE-2023-7028, a zero-click account takeover flaw... send password reset emails... to an attacker-controlled email address'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""authentication bypass vulnerability in Fortra's GoAnywhere MFT... allows attackers to create new admin users... exploit takes advantage of the path traversal issue... access... /InitialAccountSetup.xhtml""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7028', 'CVE-2024-0204'], 'sectors': ['Software development', 'Managed file transfer'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
8,"Which threats explicitly increase supply-chain risk, and what downstream impacts are described?",True,"Internet-exposed GitLab instances vulnerable to CVE-2023-7028 are described as being at risk of supply chain attacks, proprietary code disclosure, and API key leaks (and other malicious activity).","[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'these servers are at risk of supply chain attacks, proprietary code disclosure, API key leaks'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-7028'], 'sectors': ['Software development'], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,What relationships between actors and CVEs are described where exploitation of a specific CVE is attributed to a named actor?,True,"EXOTIC LILY is described as exploiting an MSHTML zero-day CVE-2021-40444. Storm-0978/RomCom is described as responsible for actively exploiting CVE-2023-36884. Microsoft is described as urging users to patch Dogwalk CVE-2022-34713, which is described as actively exploited in the wild (no actor attribution in the text).","[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'EXOTIC LILY, exploiting a 0day in Microsoft MSHTML (CVE-2021-40444).'}, {'source_id': 'CTI_TEXTS_10', 'page': 1, 'quote': 'Storm-0978/RomCom is responsible for actively exploiting this vulnerability.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'patch a zero-day vulnerability dubbed Dogwalk that is actively being exploited in the wild... (CVE-2022-34713)'}]","{'actors': ['EXOTIC LILY', 'Storm-0978', 'RomCom'], 'malware': [], 'cves': ['CVE-2021-40444', 'CVE-2022-34713', 'CVE-2023-36884'], 'sectors': [], 'regions': ['Russia'], 'mitre': []}","{'from': '2021-09-01', 'to': None}",high
10,"Which threats demonstrate follow-on activity after initial access, including data exfiltration, persistence, or lateral movement?",True,"Peach Sandstorm is described as using publicly available and custom tools for discovery, persistence, and lateral movement after successful authentication, and in a small number of intrusions was observed exfiltrating data. EXOTIC LILY is described as closely linked with data exfiltration and deployment of human-operated ransomware (Conti and Diavol) after brokering access.","[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'using a combination of publicly available and custom tools for discovery, persistence, and lateral movement... observed exfiltrating data'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'closely linked with data exfiltration and deployment of human-operated ransomware such as Conti and Diavol'}]","{'actors': ['Peach Sandstorm', 'EXOTIC LILY'], 'malware': ['Conti', 'Diavol'], 'cves': [], 'sectors': [], 'regions': ['Iran', 'Russia'], 'mitre': []}","{'from': '2023-02-01', 'to': None}",high
