id,question,answerable,answer,evidence,normalized_entities,timeframe,confidence
1,"Which threat actors are associated with phishing as an initial access vector, and what malware families are delivered via that vector?",True,CTI_TEXTS link multiple actors to phishing-based delivery: UAC-0099 uses phishing messages with malicious attachments to deploy LONEPAGE; UAC-0050 uses phishing attacks to distribute Remcos RAT; and BazarLoader is described as being primarily distributed via phishing emails and is connected to the TrickBot threat actor.,"[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'attack chains leveraged phishing messages ... that led to the deployment of LONEPAGE'}, {'source_id': 'CTI_TEXTS-6', 'page': 1, 'quote': 'UAC-0050 is leveraging phishing attacks to distribute Remcos RAT'}, {'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'BazarLoader is also primarily distributed via phishing emails'}]","{'actors': ['UAC-0099', 'UAC-0050', 'TrickBot threat actor'], 'malware': ['LONEPAGE', 'Remcos RAT', 'BazarLoader'], 'cves': [], 'sectors': [], 'regions': ['Ukraine', 'Poland'], 'mitre': []}","{'from': '2020-01-01', 'to': None}",high
2,"Which malware families are explicitly described as retrieving additional payloads from a command-and-control server, and what types of payloads are retrieved?",True,"LONEPAGE is described as contacting a C2 server to retrieve additional payloads including keyloggers, stealers, and screenshot malware. BazarLoader is described as using a C2 server to deploy and install the backdoor (payload types beyond the backdoor are not specified in CTI_TEXTS).","[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'capable of contacting a command-and-control (C2) server to retrieve additional payloads such as keyloggers, stealers, and screenshot malware'}, {'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'a command-and-control (C&C) server is used to deploy and install the backdoor'}]","{'actors': ['UAC-0099', 'TrickBot threat actor'], 'malware': ['LONEPAGE', 'BazarLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2024-01-01', 'to': None}",medium
3,"Which threat actors are linked to exploitation of a known software vulnerability, and what CVEs and targeted technologies are involved?",True,UAC-0099 leverages the WinRAR vulnerability CVE-2023-38831 to distribute LONEPAGE via booby-trapped ZIP files. APT29 exploits JetBrains TeamCity via CVE-2023-42793 (unauthenticated RCE). Clop (Snakefly/TA505/FIN11) is linked to exploitation of CVE-2023-0669 in GoAnywhere MFT and multiple vulnerabilities in Accellion FTA.,"[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'ZIP files exploit the WinRAR vulnerability (CVE-2023-38831 ... ) to distribute LONEPAGE'}, {'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'APT29 ... exploiting ... JetBrains TeamCity ... tracked as CVE-2023-42793'}, {'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'responsible for exploiting a zero-day vulnerability (CVE-2023-0669) in the GoAnywhere MFT platform'}]","{'actors': ['UAC-0099', 'APT29', 'Clop', 'Snakefly', 'TA505', 'FIN11'], 'malware': ['LONEPAGE'], 'cves': ['CVE-2023-38831', 'CVE-2023-42793', 'CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2023-01-01', 'to': None}",high
4,"Which threat actors target Ukraine-associated victims, what victim categories are described, and what motives are stated?",True,"UAC-0099 is linked to attacks aimed at Ukraine. Victim categories include Ukrainian employees working for companies outside of Ukraine, and earlier activity against state organizations and media entities; the motive stated is espionage.","[{'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'continued attacks aimed at Ukraine ... targets Ukrainian employees working for companies outside of Ukraine'}, {'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'attacks against state organizations and media entities for espionage motives'}]","{'actors': ['UAC-0099'], 'malware': ['LONEPAGE'], 'cves': ['CVE-2023-38831'], 'sectors': ['Government', 'Media'], 'regions': ['Ukraine'], 'mitre': []}","{'from': '2023-06-01', 'to': None}",high
5,"Which malware families are described as enabling credential theft, and what credential types or contexts are specified?",True,Dyre is described as stealing banking and other credentials by attacking major web browsers. LONEPAGE is described as retrieving additional payloads such as keyloggers and stealers (credential types are not specified beyond those payload categories).,"[{'source_id': 'CTI_TEXTS-3', 'page': 1, 'quote': 'can steal banking and other credentials by attacking all three major web browsers'}, {'source_id': 'CTI_TEXTS-1', 'page': 1, 'quote': 'retrieve additional payloads such as keyloggers, stealers, and screenshot malware'}]","{'actors': [], 'malware': ['Dyre', 'LONEPAGE'], 'cves': [], 'sectors': ['Financial services'], 'regions': ['United States', 'United Kingdom'], 'mitre': []}","{'from': None, 'to': None}",medium
6,"Which malware is described as a remote access trojan targeting SOHO routers, and what follow-on capabilities against internal networks are stated?",True,"ZuoRAT is described as a multistage RAT targeting SOHO routers; it can access the local LAN, capture packets, and stage man-in-the-middle attacks via DNS and HTTPS hijacking, implying follow-on activity into internal networks from compromised edge devices.","[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'malware, dubbed ZuoRAT ... exploiting known vulnerabilities to target popular SOHO routers'}, {'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'can access the local LAN, capture packets ... stage man-in-the-middle attacks through DNS and HTTPS hijacking'}]","{'actors': [], 'malware': ['ZuoRAT'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2020-04-01', 'to': None}",high
7,"Which actors are assessed or suggested to be state-sponsored based on the described operations, and what supporting operational indicators are provided?",True,ZuoRAT activity is suggested to be state-sponsored because the RAT's ability to hop from a SOHO device onto a LAN and stage further attacks is described as indicative of a state-sponsored actor. APT29 is described as a Russian advanced persistent threat and is reported in a joint alert as actively exploiting a critical TeamCity vulnerability at large scale.,"[{'source_id': 'CTI_TEXTS-2', 'page': 1, 'quote': 'suggests that the RAT may be the work of a state-sponsored actor'}, {'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'APT29, the notorious Russian advanced persistent threat ... actively exploiting a critical security vulnerability in JetBrains TeamCity'}]","{'actors': ['APT29'], 'malware': ['ZuoRAT'], 'cves': ['CVE-2023-42793'], 'sectors': ['Software'], 'regions': ['Russia'], 'mitre': []}","{'from': '2020-04-01', 'to': None}",medium
8,What relationships are described between malware families and threat actors in the Ryuk/TrickBot/BazarLoader ecosystem?,True,"Ryuk is described as beginning to use another dropper called BazarLoader (BazarBackdoor). Separately, the advisory states that the threat actor behind TrickBot is also connected to BazarLoader.","[{'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'Ryuk began using another dropper called BazarLoader (also known as BazarBackdoor)'}, {'source_id': 'CTI_TEXTS-5', 'page': 1, 'quote': 'the threat actor behind TrickBot is also connected to BazarLoader'}]","{'actors': ['TrickBot threat actor'], 'malware': ['Ryuk', 'BazarLoader', 'BazarBackdoor', 'TrickBot'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}","{'from': None, 'to': None}",high
9,"Which adversaries are linked to extortion models that rely on data theft and leakage threats rather than file encryption, and what exploited platforms are associated with that activity?",True,Clop (run by Snakefly/TA505/FIN11) is described as recently eschewing encryption and relying on leaking stolen data for extortion; it is linked to exploiting vulnerabilities in Accellion FTA and exploiting CVE-2023-0669 in GoAnywhere MFT.,"[{'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'known to eschew encryption entirely and rely on the threat of leaking stolen data to extort its victims'}, {'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'linked to the exploitation of multiple vulnerabilities in Accellion FTA'}, {'source_id': 'CTI_TEXTS-7', 'page': 1, 'quote': 'exploiting a zero-day vulnerability (CVE-2023-0669) in the GoAnywhere MFT platform'}]","{'actors': ['Clop', 'Snakefly', 'TA505', 'FIN11'], 'malware': ['Ransom.Clop'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}","{'from': '2021-01-01', 'to': None}",high
10,"Which vulnerabilities are described as enabling authentication bypass or remote code execution against enterprise software, and what direct impacts are stated?",True,Apache OFBiz CVE-2023-49070 is described as a pre-authenticated RCE that could allow full control of the server and siphoning sensitive data; CVE-2023-51467 is described as an auth-bypass that can return an authentication success message and enable access to otherwise unauthorized internal resources. JetBrains TeamCity CVE-2023-42793 is described as an unauthenticated RCE being exploited at large scale and potentially opening the door to software supply chain attacks.,"[{'source_id': 'CTI_TEXTS-8', 'page': 1, 'quote': 'CVE-2023-49070 refers to a pre-authenticated remote code execution flaw ... allow threat actors to gain full control over the server and siphon sensitive data'}, {'source_id': 'CTI_TEXTS-8', 'page': 1, 'quote': 'CVE-2023-51467 ... return an authentication success message, effectively circumventing the protection and enabling a threat actor to access otherwise unauthorized internal resources'}, {'source_id': 'CTI_TEXTS-4', 'page': 1, 'quote': 'unauthenticated remote code execution (RCE) bug ... could open the door to rampant software supply chain attacks'}]","{'actors': ['APT29'], 'malware': [], 'cves': ['CVE-2023-49070', 'CVE-2023-51467', 'CVE-2023-42793'], 'sectors': ['Software', 'Enterprise software'], 'regions': [], 'mitre': []}","{'from': '2023-01-01', 'to': None}",high
