q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
1,simple,RAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,The publisher listed for source cisa-fivehands-2021-05-06 is CISA (Cybersecurity and Infrastructure Security Agency).,1.0,0.0,0.14285714285714288,1.9146030690102511,0.1111111111111111,0.1111111111111111,0.8004977703094482,0.07692307692307693,0.0,1.0,1.723340097349137
1,simple,GRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,The publisher listed for source **cisa-fivehands-2021-05-06** is **CISA**.,1.0,0.0,0.0,1.8160849415439309,0.15384615384615385,0.15384615384615385,0.8066320419311523,0.0,0.0,1.0,6.4730060310103
1,simple,AGRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,CISA,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,4.227059182710946
1,simple,HRAG,What publisher is listed for source cisa-fivehands-2021-05-06?,CISA,CISA,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,14.617732387036085
2,simple,RAG,What date is stored on incident inc-fivehands-2021-05-06-cisa?,2021-05-06,"The date stored on incident inc-fivehands-2021-05-06-cisa is May 6, 2021.",1.0,0.0,0.0,14.216645907653843,0.33333333333333337,0.33333333333333337,0.819536030292511,0.0,0.0,1.0,1.6766093871556222
2,simple,GRAG,What date is stored on incident inc-fivehands-2021-05-06-cisa?,2021-05-06,The incident **inc-fivehands-2021-05-06-cisa** has the date **2021-05-06** stored on it.,1.0,0.0,0.0,12.045422179467957,0.3,0.3,0.8225598335266113,0.0,0.0,1.0,21.82372445287183
2,simple,AGRAG,What date is stored on incident inc-fivehands-2021-05-06-cisa?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.9131612391211092
2,simple,HRAG,What date is stored on incident inc-fivehands-2021-05-06-cisa?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,36.53460252797231
3,simple,RAG,What incident type is recorded for microsoft_teamcity_cve-2023-42793_diamond_sleet_2023-10?,intrusion,The incident type recorded for microsoft_teamcity_cve-2023-42793_diamond_sleet_2023-10 is exploitation of a remote-code execution vulnerability (CVE-2023-42793) by the North Korean nation-state threat actor Diamond Sleet.,0.0,0.0,0.0,0.0,0.0,0.0,0.768865704536438,0.0,0.0,1.0,1.3908545738086104
3,simple,GRAG,What incident type is recorded for microsoft_teamcity_cve-2023-42793_diamond_sleet_2023-10?,intrusion,The incident type recorded for **microsoft_teamcity_cve-2023-42793_diamond_sleet_2023-10** is **intrusion**.,1.0,0.0,0.0,1.199348129252962,0.11764705882352941,0.11764705882352941,0.7724007964134216,0.0,0.0,1.0,20.35539211332798
